DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S2;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S2A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;CLASE;FT;DPTO;AREA;fex_c_2011
806598;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;701.628.569.051.741
806599;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;24;;;;;;;;;1;1;23;23;666.271.128.458.718
806599;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;23;23;666.271.128.458.718
806599;1;3;1;90;;2;;2;2;2;2;2;2;2;2;1;;;;;;;;;;;2;1;1;23;23;666.271.128.458.718
806599;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;666.271.128.458.718
806600;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;136.829.008.087.632
806600;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;136.829.008.087.632
806600;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;136.829.008.087.632
806600;1;4;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;14;;;;;;;1;1;23;23;136.829.008.087.632
806600;1;5;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;7;;;;;;;1;1;23;23;136.829.008.087.632
806600;1;8;1;90;;2;;1;2;1;2;2;2;2;2;2;;;28;;42;;;;;;;1;1;23;23;136.829.008.087.632
806600;1;9;1;90;;2;;1;2;1;2;2;2;2;2;2;;;7;;14;;;;;;;1;1;23;23;136.829.008.087.632
806600;1;11;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;1;1;23;23;136.829.008.087.632
806601;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;21;;;;;;;1;1;23;23;13.684.086.403.203
806601;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;4;;4;;;;;;;1;1;23;23;13.684.086.403.203
806601;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;1;1;23;23;13.684.086.403.203
806601;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;13.684.086.403.203
806601;1;5;1;90;;2;;2;2;1;2;2;1;2;2;2;;;;;14;;;6;;;;1;1;23;23;13.684.086.403.203
806602;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;1;1;23;23;125.057.115.563.563
806602;1;2;1;90;;2;;1;2;2;2;2;2;2;2;1;;;21;;;;;;;;2;1;1;23;23;125.057.115.563.563
806602;1;3;1;90;;2;;1;2;2;2;2;2;2;2;1;;;7;;;;;;;;8;1;1;23;23;125.057.115.563.563
806602;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;1;1;23;23;125.057.115.563.563
806603;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;137.708.922.485.432
806603;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;1;1;23;23;137.708.922.485.432
806604;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;12.740.084.652.903
806604;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;23;23;12.740.084.652.903
806604;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;12.740.084.652.903
806604;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;23;23;12.740.084.652.903
806604;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;12.740.084.652.903
806605;1;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;7;;;;;;;1;1;23;23;149.364.563.989.715
806605;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;1;1;23;23;149.364.563.989.715
806605;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;149.364.563.989.715
806605;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;1;1;23;23;149.364.563.989.715
806605;2;1;2;90;;2;;2;2;1;2;2;2;2;2;2;;;;;21;;;;;;;1;1;23;23;149.364.563.989.715
806605;2;2;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;149.364.563.989.715
806606;1;1;1;90;;2;;1;2;1;2;2;1;2;2;2;;;14;;21;;;2;;;;1;1;23;23;137.286.843.949.145
806607;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;142.512.635.436.154
806607;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;1;1;23;23;142.512.635.436.154
806607;1;3;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;3;;;;;;;1;1;23;23;142.512.635.436.154
806607;1;4;1;90;;2;;1;2;1;2;2;1;2;2;2;;;28;;21;;;6;;;;1;1;23;23;142.512.635.436.154
806608;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;1;1;23;23;145.592.302.071.868
806608;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;23;23;145.592.302.071.868
806608;1;3;1;90;;2;;1;2;2;2;2;1;2;2;2;;;7;;;;;1;;;;1;1;23;23;145.592.302.071.868
806608;1;4;1;90;;2;;1;2;2;2;2;1;2;2;2;;;4;;;;;1;;;;1;1;23;23;145.592.302.071.868
806609;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;1.432.485.711.064
806609;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;23;23;1.432.485.711.064
806609;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;23;23;1.432.485.711.064
806610;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;23;23;87.832.941.185.439
806610;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;1;1;23;23;87.832.941.185.439
806610;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;87.832.941.185.439
806610;2;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;49;;;;;;;1;1;23;23;87.832.941.185.439
806611;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;1;1;23;23;134.392.737.991.174
806612;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;1;1;23;23;790.877.994.805.009
806612;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;790.877.994.805.009
806612;1;3;1;90;;2;;1;2;2;2;2;1;2;2;1;;;4;;;;;3;;;4;1;1;23;23;790.877.994.805.009
806612;1;6;1;90;;2;;1;2;2;2;2;1;2;2;2;;;14;;;;;8;;;;1;1;23;23;790.877.994.805.009
806613;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;1;;;;;;;;;1;1;23;23;792.789.197.677.412
806613;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;23;23;792.789.197.677.412
806615;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;36;;12;;;;;;;1;1;23;23;143.676.398.744.218
806615;1;2;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;18;;;;;;;1;1;23;23;143.676.398.744.218
806615;1;4;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;3;;;;;;;1;1;23;23;143.676.398.744.218
806616;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;167.093.645.774.064
806616;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;24;;12;;;;;;;1;1;23;23;167.093.645.774.064
806616;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;1;1;23;23;167.093.645.774.064
806616;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;167.093.645.774.064
806616;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;167.093.645.774.064
806617;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;721.196.199.071.534
806617;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;721.196.199.071.534
806618;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;23;23;825.951.042.619.995
806618;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;825.951.042.619.995
806618;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;2;;;;;;;;;1;1;23;23;825.951.042.619.995
806619;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;139.932.386.612.142
806619;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;32;;;;;;;;;1;1;23;23;139.932.386.612.142
806620;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;998.141.062.760.464
806620;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;1;1;23;23;998.141.062.760.464
806621;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.392.737.991.174
806622;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;136.724.613.012.243
806622;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;30;;8;;;;;;;1;1;23;23;136.724.613.012.243
806622;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;136.724.613.012.243
806622;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;136.724.613.012.243
806622;1;5;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;23;23;136.724.613.012.243
806623;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;12.642.839.300.024
806623;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;1;1;23;23;12.642.839.300.024
806623;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;12.642.839.300.024
806623;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;12.642.839.300.024
806623;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;12.642.839.300.024
806624;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;1;1;23;23;9.071.500.170.698
806624;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;9.071.500.170.698
806624;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;1;1;23;23;9.071.500.170.698
806624;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;9.071.500.170.698
806624;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;9.071.500.170.698
806624;1;7;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;23;23;9.071.500.170.698
806625;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;166.803.690.020.934
806625;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;35;;21;;;;;;;1;1;23;23;166.803.690.020.934
806626;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;1;1;23;23;173.969.286.216.421
806627;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;150.106.059.269.459
806627;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;30;;18;;;;;;;1;1;23;23;150.106.059.269.459
806627;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;150.106.059.269.459
806628;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.560.146.389.618
806628;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;36;;;;;;;;;1;1;23;23;134.560.146.389.618
806628;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.560.146.389.618
806628;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.560.146.389.618
806628;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.560.146.389.618
806629;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;176.521.285.254.662
806629;1;2;1;90;;2;;2;2;2;2;2;1;2;2;2;;;;;;;;14;;;;1;1;23;23;176.521.285.254.662
806630;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;125.057.115.563.563
806630;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;18;;;;;;;;;1;1;23;23;125.057.115.563.563
806630;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;125.057.115.563.563
806630;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;125.057.115.563.563
806631;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.392.737.991.174
806632;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;23;23;134.392.737.991.174
806634;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;137.708.922.485.432
806634;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;137.708.922.485.432
806635;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;103.130.290.770.305
806635;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;1;1;23;23;103.130.290.770.305
806635;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;23;23;103.130.290.770.305
806636;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;619.586.268.181.638
806636;1;2;1;90;;2;;1;2;2;1;2;2;2;2;2;;;42;;;5;;;;;;1;1;23;23;619.586.268.181.638
806636;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;619.586.268.181.638
806636;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;619.586.268.181.638
806636;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;619.586.268.181.638
806636;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;619.586.268.181.638
806637;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;148.387.115.303.554
806637;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;1;1;23;23;148.387.115.303.554
806637;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;148.387.115.303.554
806637;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;1;1;23;23;148.387.115.303.554
806637;1;5;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;1;1;23;23;148.387.115.303.554
806638;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;1;1;23;23;688.034.354.128.951
806639;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;114.335.414.460.497
806639;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;1;1;23;23;114.335.414.460.497
806639;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;114.335.414.460.497
806639;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;1;1;23;23;114.335.414.460.497
806640;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;138.900.935.579.267
806640;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;18;;20;;;;;;;1;1;23;23;138.900.935.579.267
806641;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;125.057.115.563.563
806641;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;1;1;23;23;125.057.115.563.563
806641;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;18;;;;;;;;;1;1;23;23;125.057.115.563.563
806641;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;125.057.115.563.563
806642;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;128.373.300.057.821
806642;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;1;1;23;23;128.373.300.057.821
806642;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;1;1;23;23;128.373.300.057.821
806642;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;128.373.300.057.821
806642;1;5;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;1;1;23;23;128.373.300.057.821
806643;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;102.157.837.241.514
806643;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;18;;;;;;;;;1;1;23;23;102.157.837.241.514
806643;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;23;23;102.157.837.241.514
806644;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;12.872.096.658.705
806644;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;15;;24;;;;;;;1;1;23;23;12.872.096.658.705
806646;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;161.416.886.896.545
806646;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;42;;10;;;;;;;1;1;23;23;161.416.886.896.545
806646;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;161.416.886.896.545
806646;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;161.416.886.896.545
806647;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;149.063.107.247.933
806647;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;1;1;23;23;149.063.107.247.933
806647;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;149.063.107.247.933
806648;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.894.564.321.868
806648;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.894.564.321.868
806648;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.894.564.321.868
806648;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.894.564.321.868
806648;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.894.564.321.868
806650;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;23;23;74.463.350.872.621
806650;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;74.463.350.872.621
806650;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;18;;;;;;;;;1;1;23;23;74.463.350.872.621
806651;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;167.955.407.892.567
806651;1;2;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;20;;;;;;;1;1;23;23;167.955.407.892.567
806651;1;5;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;23;23;167.955.407.892.567
806652;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;124.200.913.054.559
806652;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;1;1;23;23;124.200.913.054.559
806652;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;124.200.913.054.559
806652;1;4;1;90;;2;;1;2;1;2;2;2;2;2;2;;;18;;18;;;;;;;1;1;23;23;124.200.913.054.559
806653;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.134.665.298.557
806653;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;23;23;134.134.665.298.557
806653;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.134.665.298.557
806653;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.134.665.298.557
806653;1;5;1;90;;2;;1;2;1;2;2;2;2;2;2;;;25;;25;;;;;;;1;1;23;23;134.134.665.298.557
806655;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;147.762.328.303.992
806655;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;28;;18;;;;;;;1;1;23;23;147.762.328.303.992
806656;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;1;1;23;23;619.586.268.181.638
806656;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;1;1;23;23;619.586.268.181.638
806656;2;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;1;1;23;23;619.586.268.181.638
806657;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.380.882.046.776
806657;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;134.380.882.046.776
806657;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;1;;;;;;;;;1;1;23;23;134.380.882.046.776
806657;1;4;1;90;;2;;1;2;1;2;2;2;2;2;2;;;10;;18;;;;;;;1;1;23;23;134.380.882.046.776
806658;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;119.397.200.103.837
806658;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;1;1;23;23;119.397.200.103.837
806659;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;1.267.592.084.277
806659;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;1.267.592.084.277
806659;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;1.267.592.084.277
806659;1;5;1;90;;2;;1;2;1;2;2;2;2;2;2;;;12;;5;;;;;;;1;1;23;23;1.267.592.084.277
806660;1;1;1;90;;2;;1;2;2;2;2;1;2;2;2;;;2;;;;;4;;;;1;1;23;23;170.589.094.611.165
806660;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;1;1;23;23;170.589.094.611.165
806660;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;170.589.094.611.165
806660;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;1;1;23;23;170.589.094.611.165
806660;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;170.589.094.611.165
806660;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;170.589.094.611.165
806660;1;8;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;170.589.094.611.165
806661;1;1;1;90;;2;;2;1;2;2;2;2;2;2;2;;;;5;;;;;;;;1;1;23;23;110.486.002.759.268
806661;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;110.486.002.759.268
806661;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;110.486.002.759.268
806661;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;110.486.002.759.268
806661;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;110.486.002.759.268
806661;1;8;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;18;;;;;;;1;1;23;23;110.486.002.759.268
806663;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;138.044.733.070.263
806663;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;42;;24;;;;;;;1;1;23;23;138.044.733.070.263
806664;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;141.754.746.315.037
806664;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;141.754.746.315.037
806664;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;18;;;;;;;;;1;1;23;23;141.754.746.315.037
806665;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;142.512.635.436.154
806665;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;1;1;23;23;142.512.635.436.154
806665;1;3;1;90;;2;;1;2;2;2;2;1;2;2;2;;;12;;;;;10;;;;1;1;23;23;142.512.635.436.154
806665;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;142.512.635.436.154
806666;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;146.442.208.245.972
806666;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;146.442.208.245.972
806666;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;146.442.208.245.972
806666;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;146.442.208.245.972
806666;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;23;23;146.442.208.245.972
806667;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;10;;20;;;;;;;1;1;23;23;12.487.785.122.072
806667;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;1;1;23;23;12.487.785.122.072
