DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7250;P7260;P7280;P7280S1;P7290;P7300;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P7424;P7424S1;DSI;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DPTO;fex_c_2011
507734;1;2;52;70;8;25;4; ;1;1;2;8;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;45;45;5249;52;52;95,4253905239771
507743;1;2;52;70;3;60;4; ;1;1;2;3;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;1;145000;1;1200000;1;87;87;5020;50;52;126,810169608421
507747;1;2;52;70;4;48;2; ;2;2;2;4;4; ;4;9;ESTA AFILIADO AL REGIMEN CONTRIBUTIVO O EPS; ; ; ; ; ; ; ; ;1; ;1;250000;1;4000000;1;13;13;8532;85;52;124,045650980155
507747;1;4;52;70;12;25;1; ;1;1;2;12;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2550000;1;45;45;5239;52;52;124,045650980155
507751;1;6;52;70;8;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;95; ; ; ;52;208,585503688516
507754;1;1;52;70;4;40;1; ;1;1;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;2000000;1;59;95;4521;45;52;65,2258561533986
507758;1;7;52;70;40;40;1; ;1;1;2;40;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;21;9241;92;52;82,8105723830248
507762;1;1;52;70;3;30;1; ;1;1;2;3;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;750000;1;79;79;1810;18;52;103,642221105156
507762;1;2;52;70;16;30;1; ;1;1;2;50;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;32;32;5236;52;52;103,642221105156
507779;1;1;52;70;8;40;4; ;1;1;2;6;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;95;95;4521;45;52;56,6932493878996
507786;1;2;52;70;52;24;3; ;1;1;2;8;4; ;1;9;CON LA HOJA DEL SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;1;48000;1;55;56;9301;93;52;141,435433735493
507791;1;5;52;70;20;48;1; ;1;1;2;20;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2100000;1;45;39;2090;20;52;175,286093264722
507791;1;6;52;70;20;48;1; ;1;1;2;52;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;39;2090;20;52;175,286093264722
507797;1;5;52;70;6;48;1; ;1;1;2;6;1; ;2;9;ESTA AFILIADO; ; ; ;1; ; ; ; ; ; ;2; ;1;7000000;1;45;45;5011;50;52;231,192270505285
507800;1;2;52;70;8;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;52;129,244240884612
507803;1;1;52;70;4;48;1; ;1;1;2;4;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;3000000;1;97;97;6042;60;52;131,872014386247
507803;1;2;52;70;4;48;1; ;1;1;2;104;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;55;8512;85;52;131,872014386247
507804;1;1;52;70;8;48;1; ;1;1;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;6000000;1;98;98;6022;60;52;138,286485200069
507805;1;1;52;70;4;48;3; ;1;1;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2200000;1;54;45;5262;52;52;131,198557874817
507809;1;1;52;70;24;48;2; ;1;1;2;8;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;11400000;1;05;45;5249;52;52;140,812204550415
507811;1;2;52;70;104;48;1; ;1;1;2;104;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;97;5249;52;52;114,804428635998
507815;1;2;52;70;1;48;1; ;1;1;2;2;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;1200000;1;85;92;7430;74;52;124,1762819752
507832;1;8;54;70;7;44;1; ;2;2;2;9;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;39;95;4521;45;54;374,660846431092
507839;1;1;54;70;2;40;4; ;1;1;2;4;1; ;3;6; ; ; ; ; ; ; ; ; ;1; ;1;35000;1;480000;1;53;80;1929;19;54;325,888853741597
507842;1;3;54;70;16;40;1; ;2;2;2;8;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;33;16;7494;74;54;217,035926664088
507845;1;1;54;70;40;40;1; ;1;1;2;145;1; ;4;9;ES PENSIONADO; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;39;5125;51;54;234,890939316991
507845;1;2;54;70;40;40;2; ;1;1;2;435;2; ;9;2; ; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;32;32;7513;75;54;234,890939316991
507845;1;3;54;70;1;40;4; ;2;2;2;2;1; ;9;9;ES COTIZANTE; ; ; ; ; ; ; ; ;1; ;1;566000;1;6000000;1;41;39;7530;75;54;234,890939316991
507849;1;1;54;70;3;48;4; ;1;2;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;54;54;9500;95;54;268,83652426251
507864;1;3;54;70;3;72;1; ;1;1;2;13;2; ;9;9;REGIMEN ESPECIAL DE LA POLICIA NACIONAL; ; ; ; ; ; ; ; ;1; ;2; ;1;1300000;1;58;58;7524;75;54;290,245724305791
507872;1;3;54;70;8;54;1; ;1;1;2;21;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1920000;1;95;95;4521;45;54;275,703117266368
507888;1;3;54;70;52;48;1; ;1;1;2;104;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;57;39;8050;80;54;223,309620382219
507900;1;1;54;70;1;80;1; ;1;1;2;1;1; ;3;6; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;2640000;1;53;53;5521;55;54;311,75946598485
507905;1;1;54;70;4;72;1; ;1;1;2;4;9;AYUDANTE DE CORTADOR DE CALZADO;5;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;4800000;1;97;80;1929;19;54;340,167274936087
507909;3;3;54;70;3;20;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;39; ; ; ;54;192,773654195011
507913;1;1;54;70;12;40;4; ;1;1;2;12;5; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;94;94;3699;36;54;234,873921783345
507913;1;2;54;70;72;48;1; ;1;2;2;48;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;03;97;2693;26;54;234,873921783345
507920;1;3;54;70;4;45;1; ;2;2;2;96;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;21;41;5231;52;54;299,555983442514
507923;1;2;54;70;3;45;1; ;2;2;2;12;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2602200;1;32;32;2529;25;54;309,904170288287
507932;1;2;54;70;8;48;1; ;2;2;2;28;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;7000000;1;03;03;6421;64;54;293,592188306005
507937;1;6;54;70;2;24;1; ;1;1;2;9;1; ;6;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;250000;1;79;79;1810;18;54;337,211335051984
507939;1;4;54;70;52;48;1; ;1;1;2;2;6; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;45;45;1551;15;54;291,908012794062
507947;1;5;54;70;20;48;1; ;1;1;2;20;1; ;3;9;SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;37;37;7491;74;54;280,135988002772
507970;1;4;54;70;36;48;1; ;1;1;2;3;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;140000;1;140000;1;56;80;1929;19;54;259,069983958199
507973;1;2;54;70;1;55;1; ;1;1;2;4;1; ;6;6; ; ; ; ; ; ; ; ; ;1; ;1;320000;1;880000;1;95;95;4521;45;54;212,357165630408
507974;1;4;54;70;4;62;3; ;2;1;2;36;3; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;54;54;9500;95;54;248,163695185826
507979;1;2;54;70;2;12;4; ;1;1;2;192;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;41;13;8011;80;54;316,782131912455
507990;1;3;54;70;45;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;54;252,366791073952
507991;1;1;54;70;3;50;1; ;1;1;2;4;1; ;2;9;CISBEN; ; ; ; ; ; ; ; ;1; ;1;80000;1;400000;1;79;79;1810;18;54;365,285535584626
507998;1;3;54;70;4;40;1; ;2;2;2;5;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;240000;1;84;84;5020;50;54;316,782131912455
508258;1;3;66;70;6;48;4; ;1;1;2;12;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;98;39;2610;26;66;640,386661154791
508258;1;5;66;70;4;48;1; ;1;1;2;16;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;45;21;6422;64;66;640,386661154791
508262;1;1;66;70;4;48;3; ;1;1;2;60;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;55;5225;52;66;167,619187342198
508262;1;3;66;70;4;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;66;167,619187342198
508274;1;3;66;70;12;48;4; ;2;2;2;12;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;7800000;1;20;13;8043;80;66;583,4916105794
508280;1;1;66;70;48;48;1; ;2;2;2;52;1; ;5;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;33;9242;92;66;223,563757446495
508280;1;3;66;70;96;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;16; ; ; ;66;223,563757446495
508290;1;4;66;70;20;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;66;513,247388536469
508294;1;3;66;70;12;48;1; ;1;1;2;32;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;84;53;5530;55;66;665,0314536425
508298;4;1;66;70;12;48;1; ;1;1;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;433700;1;2700000;1;53;33;5530;55;66;282,90081397433
508313;1;2;66;70;250;48;1; ;1;2;2;250;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;02;02;4530;45;66;286,83313657966
508313;1;3;66;70;200;48;1; ;1;1;2;18;4; ;5;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2; ;1;21;85;4530;45;66;286,83313657966
508332;1;3;66;70;8;48;1; ;1;1;2;8;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;53;93;4552;45;66;495,229515239543
508334;1;2;66;70;77;40;1; ;1;1;2;77;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;62;0117;01;66;317,741200281547
508342;1;2;66;70;4;50;1; ;2;1;2;4;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;1;550000;1;6000000;1;45;45;5051;50;66;280,592332156941
508348;1;2;66;70;4;48;1; ;1;1;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;1;3000000;1;55;54;9500;95;66;293,949066539652
508349;1;3;66;70;4;50;1; ;2;1;2;4;1; ;6;7; ; ; ; ; ; ; ; ; ;1; ;1;560000;1;3500000;1;37;95;4521;45;66;281,756522536527
508350;1;7;66;70;52;50;1; ;1;1;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;55;7493;74;66;297,521040723295
508351;1;2;66;70;4;48;1; ;2;1;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;1200000;1;95;95;4521;45;66;242,008756546854
508351;1;4;66;70;12;60;1; ;1;1;2;52;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;66;242,008756546854
508353;1;2;66;70;17;60;1; ;1;1;2;17;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;53;55;7493;74;66;284,342990491034
508354;1;6;66;70;52;60;1; ;1;1;2;52;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;97;1589;15;66;227,063629166438
508366;1;2;66;70;17;48;1; ;1;1;2;17;1; ;9;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;05;02;6604;66;66;281,756522536527
508371;1;1;66;70;2;25;1; ;2;2;2;260;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;32;5030;50;66;232,338012778202
508372;1;4;66;70;8;48;1; ;1;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;66;260,53394142065
508377;1;1;66;70;4;48;1; ;1;1;2;4;1; ;9;6; ; ; ; ; ; ; ; ; ;1; ;1;450000;1;4000000;1;95;95;4521;45;66;204,589371316353
508377;1;2;66;70;24;48;1; ;1;1;2;24;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;55;7493;74;66;204,589371316353
508377;1;4;66;70;36;48;1; ;1;1;2;40;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;435000;1;45;79;1810;18;66;204,589371316353
508382;1;1;66;70;19;48;1; ;1;2;2;20;1; ;9;9;LE  DESCONTABAN PARA SALUD; ; ; ; ; ; ; ; ;1; ;2; ;1;1550000;1;98;75;1720;17;66;218,040118658148
508390;1;3;66;70;12;48;1; ;1;1;2;13;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2200000;1;45;53;5521;55;66;281,346147104054
508390;1;6;66;70;40;48;1; ;1;1;2;48;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5237;52;66;281,346147104054
508396;1;1;66;70;8;48;1; ;1;1;2;12;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3600000;1;87;58;8045;80;66;341,289982152956
508401;1;2;66;70;16;48;1; ;1;1;2;16;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3200000;1;53;53;5521;55;66;264,395528042316
508405;1;2;66;70;12;50;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;66;234,415606923223
508405;1;3;66;70;4;40;1; ;1;1;2;5;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;70000;1;2000000;1;79;79;1810;18;66;234,415606923223
508419;1;2;66;70;4;25;1; ;1;1;2;12;1; ;5;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;32;32;2211;22;66;175,301725849962
508426;1;2;68;70;1;48;1; ;1;1;2;4;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4800000;1;53;33;5125;51;68;867,69040174851
508431;1;4;68;70;2;48;1; ;1;1;2;24;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;45;45;5020;50;68;211,191203430934
508434;1;3;68;70;36;48;2; ;1;1;2;29;2; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;13;13;8043;80;68;396,280172005978
508462;1;2;68;70;12;54;3; ;1;1;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;54;54;9500;95;68;292,287521321046
508468;1;1;68;70;32;50;4; ;1;1;2;50;4; ;3;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1;4000000;1;37;37;6412;64;68;329,586711648113
508472;1;1;68;70;48;48;1; ;2;2;2;36;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;58;95;4521;45;68;657,706172775029
508486;1;3;68;70;52;48;1; ;1;1;2;54;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;11;11;1810;18;68;401,835486883615
508487;2;2;68;70;35;48;3; ;1;1;2;12;4; ;1;1; ; ; ; ;1; ; ; ; ; ; ;2; ;1;300000;1;54;54;8532;85;68;245,404010609515
508487;3;1;68;70;24;48;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;68;245,404010609515
508500;1;1;68;70;32;48;1; ;1;2;2;192;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;41;5233;52;68;273,998915435619
508506;1;3;68;70;3;48;1; ;2;2;2;3;1; ;9;4; ; ;1; ; ; ; ; ; ; ; ;1;433700;1;5040000;1;45;45;9242;92;68;351,40550951198
508512;1;3;68;70;1;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;68;292,758741883671
508525;1;2;68;70;24;48;1; ;2;1;2;40;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;45;40;1921;19;68;662,39667595527
508542;1;4;68;70;12;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;68;323,294160297715
508546;1;2;68;70;4;48;1; ;1;1;2;8;4; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2100000;1;33;59;8532;85;68;909,680542380025
508547;1;2;68;70;24;48;1; ;1;1;2;312;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8044;80;68;331,198337977635
508548;1;4;68;70;104;48;1; ;1;1;2;104;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;16;16;1810;18;68;383,993054661991
508552;1;2;68;70;36;24;1; ;1;1;2;540;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;94;32;8512;85;68;419,653988185813
508552;1;3;68;70;3;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;83; ; ; ;68;419,653988185813
508553;1;4;68;70;12;48;1; ;1;1;2;12;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3600000;1;45;39;8511;85;68;380,490609136668
508559;1;2;68;70;12;60;1; ;1;1;2;16;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3300000;1;53;53;5521;55;68;1047,37197737932
508573;2;2;68;70;4;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;68;359,337006521234
508579;1;2;68;70;8;48;1; ;1;1;2;144;1; ;3;9;COTIZABA EPS; ; ; ; ; ; ; ; ;1; ;1;80000;1;450000;1;45;40;1921;19;68;824,652764604606
508591;1;2;68;70;2;48;1; ;2;2;2;40;1; ;4;9;SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;79;1810;18;68;392,75453774154
508596;1;3;68;70;48;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;68;292,287521321046
508598;1;6;68;70;52;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;68;272,020178505052
508600;1;3;68;70;4;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;68;293,899147650568
508606;2;1;68;70;8;48;1; ;1;1;2;8;8; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;1;95;62;0115;01;68;205,04445917451
508609;1;1;68;70;44;48;1; ;1;1;2;44;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;45;84;0121;01;68;430,885369122898
508610;1;1;68;70;2;60;1; ;1;1;2;2;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;750000;1;3750000;1;85;85;4521;45;68;470,065040816236
508615;1;1;68;70;2;55;5; ;1;1;2;2;5; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;800000;1;8000000;1;95;95;4521;45;68;344,137757487354
508620;1;2;68;70;1;48;1; ;2;2;2;1;1; ;8;9;SEGURO; ; ; ; ; ; ; ; ;1; ;1;220000;1;5400000;1;45;45;5139;51;68;367,83335619629
508630;2;2;68;70;20;70;1; ;2;2;2;20;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;433700;1;45;45;1551;15;68;247,789098705425
508633;3;2;68;70;8;25;1; ;2;2;2;32;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;750000;1;33;45;5135;51;68;343,606365643081
508635;2;1;68;70;16;50;2; ;2;2;2;16;1; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;1;8000000;1;20;39;6596;65;68;421,807667919557
508635;4;1;68;70;1;60;1; ;2;2;2;1;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;90000;1;5300000;1;98;77;0123;01;68;421,807667919557
508639;1;4;68;70;36;48;1; ;1;1;2;36;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3600000;1;21;33;7512;75;68;338,244276459998
508667;1;4;68;70;60;48;1; ;1;1;2;60;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;45;5237;52;68;291,060781830322
508669;1;3;68;70;4;60;1; ;2;2;2;4;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;800000;1;1200000;1;95;95;4521;45;68;261,620906653803
508671;1;1;68;70;2;48;1; ;2;2;2;2;4; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;1;3600000;1;97;62;0115;01;68;260,231368015309
508863;1;1;73;70;208;48;1; ;1;1;2;312;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8043;80;73;268,320487471532
508868;1;2;73;70;208;48;1; ;1;1;2;104;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;45;9242;92;73;180,777741301258
508870;1;3;73;70;40;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;73;215,565220055871
508875;1;1;73;70;3;48;1; ;1;1;2;4;4; ;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1;800000;1;97;97;6310;63;73;368,632859722033
508875;1;2;73;70;36;40;1; ;2;1;2;260;1; ;5;9;PATRON CUBRIA LOS COSTOS; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;79;79;1931;19;73;368,632859722033
508878;1;1;73;70;48;48;4; ;1;1;2;24;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;45;5232;52;73;194,939544983483
508881;1;3;73;70;12;60;1; ;1;1;2;16;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;59;38;6421;64;73;224,647011964657
508886;1;1;73;70;12;70;1; ;1;1;2;12;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;58;97;1561;15;73;164,70968760862
508890;1;2;73;70;12;24;4; ;1;2;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;56;56;1810;18;73;388,337643665498
508891;1;2;73;70;64;48;1; ;2;2;2;64;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;73;172,304010700491
508891;1;4;73;70;4;40;3; ;2;2;2;4;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;100000;2; ;1;54;54;9500;95;73;172,304010700491
508893;1;5;73;70;8;48;1; ;1;1;2;10;1; ;4;2; ; ; ; ;1; ; ; ; ; ; ;2; ;1;350000;1;21;33;8041;80;73;193,980973125807
508900;1;2;73;70;104;48;1; ;2;2;2;258;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;33;5211;52;73;184,316429861017
508909;1;4;73;70;26;18;1; ;2;2;2;62;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;59;9309;93;73;210,485208282432
508911;1;3;73;70;52;16;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;53; ; ; ;73;186,800232981675
508924;1;1;73;70;8;60;1; ;1;1;2;36;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;73;73;2090;20;73;264,894081356108
508927;1;2;73;70;8;84;5; ;1;1;2;8;4; ;1;1; ; ; ; ; ;1; ; ; ; ; ;1;1000000;1;12000000;1;51;45;5233;52;73;180,777741301258
508942;1;4;73;70;52;35;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;73;460,680566583748
508944;1;2;73;70;2;54;1; ;1;1;2;2;3; ;1;6; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;200000;1;55;56;9500;95;73;431,130440111743
508953;1;2;73;70;3;6;4; ;1;1;2;3;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;20000;1;200000;1;56;56;9301;93;73;337,54128694856
508954;1;3;73;70;2;18;4; ;1;1;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;15000;1;250000;1;56;56;9301;93;73;324,821180050741
508967;1;2;73;70;2;25;4; ;2;1;2;104;5; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;80000;1;500000;1;38;41;5522;55;73;136,132426153579
508977;1;2;73;70;5;48;1; ;2;1;2;5;1; ;9;9;SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;1;6500000;1;33;33;7492;74;73;117,843857286083
508978;1;3;73;70;52;40;1; ;1;1;2;52;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;7411;74;73;168,77064347428
508984;1;2;73;70;24;48;1; ;1;1;2;24;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;55;54;9500;95;73;209,106546911467
508985;1;2;73;70;16;48;3; ;1;1;2;16;3; ;1;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1140000;1;54;54;9500;95;73;197,099449084488
508990;1;2;73;70;4;20;1; ;2;2;2;52;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5139;51;73;182,932447156505
508996;1;1;73;70;4;45;1; ;1;1;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;10000000;1;11;11;6593;65;73;199,254154939735
509001;1;2;73;70;64;40;3; ;1;1;2;64;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;73;175,542572044935
509014;1;2;73;70;24;40;1; ;1;1;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;32;41;5232;52;73;208,330625514974
509015;1;1;73;70;104;48;1; ;1;1;2;250;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;7499;74;73;157,074618973577
