directorio;secuencia_p;orden;p6020;p6040;mes;area;clase;DPTO;fex_c_2011
18988;1;1;2;61;04;44;1;44;148,77025189924
18988;1;2;2;24;04;44;1;44;148,77025189924
18988;1;3;1;20;04;44;1;44;148,77025189924
18988;1;4;1;10;04;44;1;44;148,77025189924
18988;1;5;2;8;04;44;1;44;148,77025189924
18988;1;6;2;3;04;44;1;44;148,77025189924
18989;1;1;1;42;04;18;1;18;91,6368222773211
18989;1;2;2;24;04;18;1;18;91,6368222773211
18989;1;3;2;18;04;18;1;18;91,6368222773211
18989;1;4;1;12;04;18;1;18;91,6368222773211
18989;1;5;1;9;04;18;1;18;91,6368222773211
18992;1;1;2;37;04;70;1;70;137,092508008348
18992;1;2;2;7;04;70;1;70;137,092508008348
18992;1;3;2;59;04;70;1;70;137,092508008348
18992;1;4;1;20;04;70;1;70;137,092508008348
18993;1;1;1;62;04;27;1;27;118,371837579905
18993;1;2;2;46;04;27;1;27;118,371837579905
18993;1;3;2;20;04;27;1;27;118,371837579905
18993;1;4;1;15;04;27;1;27;118,371837579905
18993;1;5;1;11;04;27;1;27;118,371837579905
18993;1;6;2;6;04;27;1;27;118,371837579905
18996;1;1;2;78;04;23;1;23;177,53870086507
18996;1;2;1;55;04;23;1;23;177,53870086507
18997;1;1;2;23;04;15;1;15;53,1802604162694
18998;1;1;2;24;04;54;1;54;198,802747037186
18998;1;2;2;66;04;54;1;54;198,802747037186
18998;1;3;1;43;04;54;1;54;198,802747037186
18998;1;4;2;38;04;54;1;54;198,802747037186
18998;1;5;2;19;04;54;1;54;198,802747037186
18998;1;6;1;14;04;54;1;54;198,802747037186
18998;1;7;1;4;04;54;1;54;198,802747037186
19001;1;1;1;41;04;23;1;23;111,059558516098
19001;1;2;2;40;04;23;1;23;111,059558516098
19001;1;3;2;14;04;23;1;23;111,059558516098
19001;1;4;2;2;04;23;1;23;111,059558516098
19002;1;1;2;47;04;15;1;15;76,672534348481
19002;1;2;2;20;04;15;1;15;76,672534348481
19002;1;3;1;27;04;15;1;15;76,672534348481
19002;1;4;1;2;04;15;1;15;76,672534348481
19003;1;1;1;66;04;44;1;44;103,24488504927
19003;1;2;2;51;04;44;1;44;103,24488504927
19003;1;3;2;16;04;44;1;44;103,24488504927
19003;1;4;1;13;04;44;1;44;103,24488504927
19003;1;5;2;12;04;44;1;44;103,24488504927
19003;1;6;1;7;04;44;1;44;103,24488504927
19004;1;1;2;36;04;47;1;47;330,460684488233
19004;1;2;2;15;04;47;1;47;330,460684488233
19004;1;3;2;2;04;47;1;47;330,460684488233
19004;1;4;2;21;04;47;1;47;330,460684488233
19004;1;5;1;5;04;47;1;47;330,460684488233
19004;1;6;2;0;04;47;1;47;330,460684488233
19005;1;1;1;25;04;19;1;19;91,4481803305801
19005;1;2;2;22;04;19;1;19;91,4481803305801
19005;1;3;2;0;04;19;1;19;91,4481803305801
19006;1;1;1;53;04;17;1;17;229,977042452789
19006;1;2;2;36;04;17;1;17;229,977042452789
19006;1;3;1;17;04;17;1;17;229,977042452789
19006;1;4;2;12;04;17;1;17;229,977042452789
19007;1;1;1;35;04;23;1;23;219,907736245603
19007;1;2;2;30;04;23;1;23;219,907736245603
19007;1;3;2;12;04;23;1;23;219,907736245603
19007;1;4;1;5;04;23;1;23;219,907736245603
19007;1;5;2;55;04;23;1;23;219,907736245603
19008;1;1;1;54;04;17;1;17;238,817066384652
19008;1;2;2;45;04;17;1;17;238,817066384652
19008;1;3;2;18;04;17;1;17;238,817066384652
19009;1;1;2;55;04;50;1;50;280,24112988047
19009;1;2;2;26;04;50;1;50;280,24112988047
19009;1;3;1;4;04;50;1;50;280,24112988047
19009;1;4;1;36;04;50;1;50;280,24112988047
19010;1;1;2;50;04;47;1;47;252,642456744698
19010;1;2;2;18;04;47;1;47;252,642456744698
19010;1;3;2;16;04;47;1;47;252,642456744698
19010;1;4;1;23;04;47;1;47;252,642456744698
19010;1;5;2;1;04;47;1;47;252,642456744698
19011;1;1;1;48;04;54;1;54;317,092696735118
19011;1;2;2;49;04;54;1;54;317,092696735118
19011;1;3;1;24;04;54;1;54;317,092696735118
19011;1;4;2;22;04;54;1;54;317,092696735118
19012;1;1;2;69;04;19;1;19;77,3143753867814
19012;1;2;1;31;04;19;1;19;77,3143753867814
19013;1;1;1;24;04;23;1;23;153,074810741701
19013;1;2;2;21;04;23;1;23;153,074810741701
19013;1;3;1;0;04;23;1;23;153,074810741701
19013;1;4;2;46;04;23;1;23;153,074810741701
19013;1;5;2;22;04;23;1;23;153,074810741701
19013;1;6;1;3;04;23;1;23;153,074810741701
19013;1;7;2;19;04;23;1;23;153,074810741701
19013;1;8;1;27;04;23;1;23;153,074810741701
19014;1;1;2;61;04;44;1;44;141,994503877689
19014;1;2;1;72;04;44;1;44;141,994503877689
19014;1;3;2;5;04;44;1;44;141,994503877689
19014;1;4;2;2;04;44;1;44;141,994503877689
19015;1;1;2;64;04;17;1;17;398,036269573231
19015;1;2;2;43;04;17;1;17;398,036269573231
19015;1;3;2;24;04;17;1;17;398,036269573231
19015;1;4;1;7;04;17;1;17;398,036269573231
19015;1;5;2;42;04;17;1;17;398,036269573231
19015;1;6;1;20;04;17;1;17;398,036269573231
19015;1;7;1;30;04;17;1;17;398,036269573231
19015;1;8;2;27;04;17;1;17;398,036269573231
19016;1;1;2;53;04;54;1;54;402,544703238052
19016;1;2;2;31;04;54;1;54;402,544703238052
19016;1;3;2;6;04;54;1;54;402,544703238052
19017;1;1;1;23;04;19;1;19;97,8442130380173
19018;1;1;1;49;04;68;1;68;344,87716343175
19018;1;2;2;48;04;68;1;68;344,87716343175
19018;1;3;1;16;04;68;1;68;344,87716343175
19018;2;1;1;50;04;68;1;68;344,87716343175
19019;1;1;1;30;04;47;1;47;256,894577127689
19019;1;2;2;32;04;47;1;47;256,894577127689
19019;1;3;1;5;04;47;1;47;256,894577127689
19019;1;4;1;28;04;47;1;47;256,894577127689
19019;1;5;2;32;04;47;1;47;256,894577127689
19019;1;6;2;12;04;47;1;47;256,894577127689
19019;1;7;2;7;04;47;1;47;256,894577127689
19019;1;8;2;22;04;47;1;47;256,894577127689
19019;1;9;2;5;04;47;1;47;256,894577127689
19019;1;10;1;3;04;47;1;47;256,894577127689
19019;1;11;1;11;04;47;1;47;256,894577127689
19020;1;1;2;56;04;17;1;17;110,638223972796
19020;1;2;2;25;04;17;1;17;110,638223972796
19020;1;3;2;83;04;17;1;17;110,638223972796
19020;1;4;1;53;04;17;1;17;110,638223972796
19021;1;1;1;74;04;19;1;19;95,725726224298
19023;1;1;1;52;04;50;1;50;286,551675989477
19023;1;2;2;53;04;50;1;50;286,551675989477
19023;1;3;1;18;04;50;1;50;286,551675989477
19024;1;1;2;35;04;20;1;20;201,073991199899
19024;1;2;1;9;04;20;1;20;201,073991199899
19024;1;3;1;4;04;20;1;20;201,073991199899
19024;1;4;1;1;04;20;1;20;201,073991199899
19025;1;1;2;73;04;17;1;17;319,653160075767
19025;1;2;2;35;04;17;1;17;319,653160075767
19025;1;3;1;39;04;17;1;17;319,653160075767
19025;1;4;2;7;04;17;1;17;319,653160075767
19025;1;5;2;2;04;17;1;17;319,653160075767
19026;1;1;2;54;04;54;1;54;287,334941636854
19026;1;2;2;19;04;54;1;54;287,334941636854
19026;1;3;1;0;04;54;1;54;287,334941636854
19026;1;4;1;16;04;54;1;54;287,334941636854
19026;1;5;1;14;04;54;1;54;287,334941636854
19026;1;6;2;11;04;54;1;54;287,334941636854
19027;1;1;1;40;04;08;1;08;1015,24456624006
19027;1;2;2;56;04;08;1;08;1015,24456624006
19027;1;3;1;24;04;08;1;08;1015,24456624006
19028;1;1;2;62;04;66;1;66;230,39814818777
19028;1;2;1;81;04;66;1;66;230,39814818777
19028;1;3;2;35;04;66;1;66;230,39814818777
19028;1;4;1;31;04;66;1;66;230,39814818777
19030;1;1;2;59;04;15;1;15;73,015876789134
19030;1;2;1;65;04;15;1;15;73,015876789134
19030;1;3;2;24;04;15;1;15;73,015876789134
19030;1;4;1;4;04;15;1;15;73,015876789134
19031;1;1;2;71;04;66;1;66;391,509196941979
19031;1;2;2;31;04;66;1;66;391,509196941979
19031;1;3;1;36;04;66;1;66;391,509196941979
19031;1;4;2;15;04;66;1;66;391,509196941979
19031;1;5;2;9;04;66;1;66;391,509196941979
19031;1;6;1;6;04;66;1;66;391,509196941979
19032;1;1;1;28;04;17;1;17;424,550125014882
19032;1;2;2;20;04;17;1;17;424,550125014882
19032;1;3;1;0;04;17;1;17;424,550125014882
19035;1;1;2;54;04;17;1;17;231,816137398342
19035;1;2;2;19;04;17;1;17;231,816137398342
19036;1;1;1;45;04;50;1;50;301,317149523663
19036;1;2;2;40;04;50;1;50;301,317149523663
19036;1;3;1;18;04;50;1;50;301,317149523663
19036;1;4;2;11;04;50;1;50;301,317149523663
19036;1;5;2;67;04;50;1;50;301,317149523663
19038;1;1;1;24;04;54;1;54;349,91902344984
19039;1;1;1;40;04;47;1;47;324,23510952599
19039;1;2;2;34;04;47;1;47;324,23510952599
19039;1;3;2;8;04;47;1;47;324,23510952599
19039;1;4;2;0;04;47;1;47;324,23510952599
19039;1;5;2;0;04;47;1;47;324,23510952599
19040;1;1;1;36;04;17;1;17;424,550125014882
19040;1;2;2;28;04;17;1;17;424,550125014882
19040;1;3;1;10;04;17;1;17;424,550125014882
19040;1;4;1;5;04;17;1;17;424,550125014882
19041;1;1;1;39;04;05;1;05;729,332808802618
19041;1;2;2;43;04;05;1;05;729,332808802618
19041;1;3;2;47;04;05;1;05;729,332808802618
19041;1;4;1;17;04;05;1;05;729,332808802618
19043;1;1;2;29;04;54;1;54;390,765669844866
19043;1;2;1;29;04;54;1;54;390,765669844866
19043;1;3;1;12;04;54;1;54;390,765669844866
19043;1;4;1;2;04;54;1;54;390,765669844866
19044;1;1;1;40;04;11;1;11;2487,61375649534
19044;1;2;1;30;04;11;1;11;2487,61375649534
19044;1;3;2;7;04;11;1;11;2487,61375649534
19044;1;4;1;0;04;11;1;11;2487,61375649534
19045;1;1;1;57;04;54;1;54;209,48155769548
19045;1;2;2;84;04;54;1;54;209,48155769548
19045;1;3;2;58;04;54;1;54;209,48155769548
19047;1;1;2;39;04;13;1;13;343,992220821516
19047;1;2;2;8;04;13;1;13;343,992220821516
19047;1;3;2;0;04;13;1;13;343,992220821516
19048;1;1;1;39;04;50;1;50;338,689514051647
19048;1;2;2;38;04;50;1;50;338,689514051647
19048;1;3;1;13;04;50;1;50;338,689514051647
19048;1;4;2;8;04;50;1;50;338,689514051647
19049;1;1;1;77;04;23;1;23;208,543791005021
19049;1;2;2;73;04;23;1;23;208,543791005021
19050;1;1;2;53;04;54;1;54;342,440977483957
19050;1;2;2;30;04;54;1;54;342,440977483957
19050;1;3;2;5;04;54;1;54;342,440977483957
19051;1;1;1;62;04;66;1;66;316,628964893931
19051;1;2;2;52;04;66;1;66;316,628964893931
19052;1;1;2;70;04;44;1;44;30,2813012725943
19052;1;2;2;48;04;44;1;44;30,2813012725943
19052;1;3;2;24;04;44;1;44;30,2813012725943
19052;1;4;1;18;04;44;1;44;30,2813012725943
19052;1;5;2;25;04;44;1;44;30,2813012725943
19052;1;6;1;5;04;44;1;44;30,2813012725943
19053;1;1;2;37;04;15;1;15;94,8698606408606
19053;1;2;1;40;04;15;1;15;94,8698606408606
19053;1;3;2;16;04;15;1;15;94,8698606408606
19053;1;4;1;15;04;15;1;15;94,8698606408606
19053;1;5;2;13;04;15;1;15;94,8698606408606
19054;1;1;1;39;04;54;1;54;705,182695246594
19054;1;2;2;38;04;54;1;54;705,182695246594
19054;1;3;2;11;04;54;1;54;705,182695246594
19054;1;4;2;7;04;54;1;54;705,182695246594
19054;1;5;2;5;04;54;1;54;705,182695246594
19057;1;1;1;35;04;15;1;15;113,784363519405
19057;1;2;2;35;04;15;1;15;113,784363519405
19057;1;3;1;14;04;15;1;15;113,784363519405
19057;1;4;1;6;04;15;1;15;113,784363519405
19057;1;5;2;70;04;15;1;15;113,784363519405
19058;1;1;2;24;04;15;1;15;95,5074064618716
19059;1;1;2;41;04;08;1;08;180,257641765692
19059;1;2;1;15;04;08;1;08;180,257641765692
19059;1;3;2;11;04;08;1;08;180,257641765692
19059;1;4;2;80;04;08;1;08;180,257641765692
19060;1;1;1;40;04;44;1;44;164,145941220121
19060;1;2;1;42;04;44;1;44;164,145941220121
19060;1;3;1;17;04;44;1;44;164,145941220121
19060;1;4;2;10;04;44;1;44;164,145941220121
19060;1;5;2;16;04;44;1;44;164,145941220121
19061;1;1;1;49;04;73;1;73;154,869369167642
19061;1;2;2;45;04;73;1;73;154,869369167642
19062;1;1;1;46;04;13;1;13;218,734135979284
19062;1;2;2;30;04;13;1;13;218,734135979284
19062;1;3;2;11;04;13;1;13;218,734135979284
19062;1;4;2;10;04;13;1;13;218,734135979284
19062;1;5;1;9;04;13;1;13;218,734135979284
19062;1;6;2;15;04;13;1;13;218,734135979284
19063;1;1;2;43;04;13;1;13;361,202930672178
19064;1;1;2;57;04;23;1;23;201,862472325123
19064;1;2;1;52;04;23;1;23;201,862472325123
19064;1;3;1;34;04;23;1;23;201,862472325123
19064;1;4;2;36;04;23;1;23;201,862472325123
19064;1;5;1;20;04;23;1;23;201,862472325123
19064;1;6;1;14;04;23;1;23;201,862472325123
19064;1;7;2;16;04;23;1;23;201,862472325123
19064;1;8;1;21;04;23;1;23;201,862472325123
19064;1;9;1;20;04;23;1;23;201,862472325123
19065;1;1;1;69;04;47;1;47;126,27423746203
19065;1;2;2;63;04;47;1;47;126,27423746203
19065;1;3;1;17;04;47;1;47;126,27423746203
19065;1;4;2;35;04;47;1;47;126,27423746203
19065;1;5;1;9;04;47;1;47;126,27423746203
19068;1;1;1;32;04;50;1;50;297,300039859317
19070;1;1;1;68;04;52;1;52;82,888190663021
19070;1;2;2;57;04;52;1;52;82,888190663021
19070;1;3;2;34;04;52;1;52;82,888190663021
19070;1;4;1;7;04;52;1;52;82,888190663021
19071;1;1;1;75;04;23;1;23;55,6115777908958
19071;1;2;2;67;04;23;1;23;55,6115777908958
19071;1;3;1;40;04;23;1;23;55,6115777908958
19071;1;4;1;18;04;23;1;23;55,6115777908958
19072;2;1;1;33;04;68;1;68;273,245351810022
19072;2;2;2;34;04;68;1;68;273,245351810022
19072;2;3;1;13;04;68;1;68;273,245351810022
19072;2;4;1;0;04;68;1;68;273,245351810022
19073;1;1;1;66;04;13;1;13;464,182771311877
19073;1;2;1;33;04;13;1;13;464,182771311877
19074;1;1;1;30;04;15;1;15;144,376569752361
19074;1;2;2;28;04;15;1;15;144,376569752361
19074;1;3;1;11;04;15;1;15;144,376569752361
19074;1;4;1;53;04;15;1;15;144,376569752361
19076;1;1;1;51;04;50;1;50;345,732727047814
19076;1;2;2;49;04;50;1;50;345,732727047814
19076;1;3;1;20;04;50;1;50;345,732727047814
19076;1;4;1;7;04;50;1;50;345,732727047814
19077;1;1;2;35;04;54;1;54;230,730623187765
19077;1;2;1;27;04;54;1;54;230,730623187765
19077;1;3;2;8;04;54;1;54;230,730623187765
19077;1;4;2;58;04;54;1;54;230,730623187765
19077;1;5;1;21;04;54;1;54;230,730623187765
19077;2;1;1;23;04;54;1;54;230,730623187765
19077;2;2;2;57;04;54;1;54;230,730623187765
19077;2;3;1;29;04;54;1;54;230,730623187765
19077;2;4;1;25;04;54;1;54;230,730623187765
19079;1;1;2;58;04;47;1;47;173,285160917523
19079;1;2;1;50;04;47;1;47;173,285160917523
19079;1;3;1;24;04;47;1;47;173,285160917523
19079;1;4;1;16;04;47;1;47;173,285160917523
19079;1;5;2;39;04;47;1;47;173,285160917523
19079;1;6;2;18;04;47;1;47;173,285160917523
19080;1;1;1;52;04;20;1;20;135,847554459146
19080;1;2;2;54;04;20;1;20;135,847554459146
19080;1;3;2;29;04;20;1;20;135,847554459146
19081;1;1;2;21;04;15;1;15;73,1371618351765
19081;1;2;2;26;04;15;1;15;73,1371618351765
19083;1;1;2;44;04;27;1;27;68,6600511023272
19083;1;2;1;30;04;27;1;27;68,6600511023272
19083;1;3;2;23;04;27;1;27;68,6600511023272
19083;1;4;1;5;04;27;1;27;68,6600511023272
19083;1;5;2;20;04;27;1;27;68,6600511023272
19083;1;6;2;2;04;27;1;27;68,6600511023272
19084;1;1;2;55;04;66;1;66;224,823106812211
19084;1;2;1;74;04;66;1;66;224,823106812211
19087;1;1;2;43;04;23;1;23;192,400240617084
19087;1;2;2;17;04;23;1;23;192,400240617084
19087;1;3;1;0;04;23;1;23;192,400240617084
19088;1;1;2;58;04;11;1;11;1490,40527787396
19088;1;2;1;15;04;11;1;11;1490,40527787396
19090;1;1;1;48;04;54;1;54;518,732693345807
19090;1;2;2;25;04;54;1;54;518,732693345807
19090;1;3;1;10;04;54;1;54;518,732693345807
19090;1;4;1;9;04;54;1;54;518,732693345807
19090;1;5;2;7;04;54;1;54;518,732693345807
19090;1;6;1;25;04;54;1;54;518,732693345807
19090;1;7;1;19;04;54;1;54;518,732693345807
19090;1;8;2;44;04;54;1;54;518,732693345807
19092;1;1;2;25;04;68;1;68;352,619996233804
19092;1;2;1;29;04;68;1;68;352,619996233804
19094;1;1;2;72;04;17;1;17;182,140758872421
19096;1;1;1;56;04;08;1;08;988,844551049147
19096;1;2;2;41;04;08;1;08;988,844551049147
19096;1;3;1;21;04;08;1;08;988,844551049147
19097;1;1;2;33;04;50;1;50;385,523503647616
19097;1;2;1;13;04;50;1;50;385,523503647616
19097;1;3;1;11;04;50;1;50;385,523503647616
19097;1;4;2;1;04;50;1;50;385,523503647616
19099;1;1;1;51;04;23;1;23;226,409143008578
19099;1;2;2;56;04;23;1;23;226,409143008578
19099;1;3;1;29;04;23;1;23;226,409143008578
19099;1;4;2;27;04;23;1;23;226,409143008578
19099;1;5;1;23;04;23;1;23;226,409143008578
19099;1;6;2;5;04;23;1;23;226,409143008578
19099;1;7;1;25;04;23;1;23;226,409143008578
19099;1;8;2;22;04;23;1;23;226,409143008578
19099;1;9;1;5;04;23;1;23;226,409143008578
19100;1;1;1;40;04;20;1;20;217,420782891067
19100;1;2;2;34;04;20;1;20;217,420782891067
19100;1;3;2;11;04;20;1;20;217,420782891067
19100;1;4;1;8;04;20;1;20;217,420782891067
19100;1;5;1;32;04;20;1;20;217,420782891067
19101;1;1;1;78;04;66;1;66;298,930139986023
19101;1;2;2;72;04;66;1;66;298,930139986023
19101;1;3;2;48;04;66;1;66;298,930139986023
19101;1;4;2;46;04;66;1;66;298,930139986023
19101;1;5;2;12;04;66;1;66;298,930139986023
19104;1;1;1;34;04;47;1;47;200,219848077885
19104;1;2;2;28;04;47;1;47;200,219848077885
19104;1;3;2;11;04;47;1;47;200,219848077885
19104;1;4;2;8;04;47;1;47;200,219848077885
19104;1;5;2;76;04;47;1;47;200,219848077885
19105;1;1;2;28;04;20;1;20;158,9862677713
19105;1;2;2;10;04;20;1;20;158,9862677713
19105;1;3;1;8;04;20;1;20;158,9862677713
19107;2;1;1;30;04;05;1;05;528,867293422582
19107;2;2;1;30;04;05;1;05;528,867293422582
19110;1;1;2;40;04;27;1;27;21,30273318149
19110;1;2;1;27;04;27;1;27;21,30273318149
19112;1;1;1;58;04;68;1;68;355,780837789087
19112;1;2;2;56;04;68;1;68;355,780837789087
19112;1;3;2;28;04;68;1;68;355,780837789087
19113;1;1;1;30;04;19;1;19;150,130493961134
19114;1;1;2;60;04;20;1;20;157,539784613417
19114;1;2;2;96;04;20;1;20;157,539784613417
19114;1;3;1;30;04;20;1;20;157,539784613417
19117;1;1;1;66;04;23;1;23;211,742335721516
19117;1;2;2;53;04;23;1;23;211,742335721516
19117;1;3;2;27;04;23;1;23;211,742335721516
19117;1;4;2;24;04;23;1;23;211,742335721516
19119;1;1;2;35;04;50;1;50;294,136761874461
19119;1;2;2;15;04;50;1;50;294,136761874461
19119;1;3;2;13;04;50;1;50;294,136761874461
19119;1;4;1;11;04;50;1;50;294,136761874461
19121;1;1;1;40;04;54;1;54;567,009375911445
19121;1;2;2;39;04;54;1;54;567,009375911445
19121;1;3;2;11;04;54;1;54;567,009375911445
19121;1;4;1;1;04;54;1;54;567,009375911445
19123;1;1;1;31;04;70;1;70;206,669534217261
19123;1;2;2;27;04;70;1;70;206,669534217261
19123;1;3;1;14;04;70;1;70;206,669534217261
19123;1;4;2;1;04;70;1;70;206,669534217261
19123;1;5;1;17;04;70;1;70;206,669534217261
19125;1;1;2;40;04;27;1;27;21,30273318149
19125;1;2;1;25;04;27;1;27;21,30273318149
19125;1;3;1;28;04;27;1;27;21,30273318149
19125;1;4;2;19;04;27;1;27;21,30273318149
19125;1;5;1;1;04;27;1;27;21,30273318149
19125;1;6;2;15;04;27;1;27;21,30273318149
19127;1;1;1;31;04;13;1;13;1097,64105301378
19127;1;2;2;32;04;13;1;13;1097,64105301378
19127;1;3;1;6;04;13;1;13;1097,64105301378
19127;1;4;1;1;04;13;1;13;1097,64105301378
19127;1;5;2;54;04;13;1;13;1097,64105301378
19128;1;1;1;65;04;20;1;20;106,228326255518
19128;1;2;2;58;04;20;1;20;106,228326255518
19128;1;3;1;23;04;20;1;20;106,228326255518
19130;1;1;2;81;04;11;1;11;1439,12417784255
19132;1;1;1;71;04;11;1;11;3059,27747041941
19132;1;2;2;68;04;11;1;11;3059,27747041941
19133;1;1;2;39;04;17;1;17;501,31429719166
19133;1;2;1;42;04;17;1;17;501,31429719166
19133;1;3;2;22;04;17;1;17;501,31429719166
19133;1;4;1;16;04;17;1;17;501,31429719166
19135;1;1;2;40;04;50;1;50;253,105870950902
19135;1;2;1;17;04;50;1;50;253,105870950902
19135;1;3;1;15;04;50;1;50;253,105870950902
19136;1;1;2;76;04;19;1;19;123,70300061885
19136;1;2;1;27;04;19;1;19;123,70300061885
19137;1;1;2;37;04;63;1;63;107,837523347215
19137;1;2;2;19;04;63;1;63;107,837523347215
19137;1;3;2;63;04;63;1;63;107,837523347215
19138;1;1;2;80;04;73;1;73;158,415102691586
19138;1;2;1;64;04;73;1;73;158,415102691586
19138;1;3;2;58;04;73;1;73;158,415102691586
19139;1;1;1;28;04;11;1;11;2038,75766937443
19139;1;2;2;32;04;11;1;11;2038,75766937443
19139;1;3;1;7;04;11;1;11;2038,75766937443
19140;1;1;2;44;04;19;1;19;112,432430684103
19140;1;2;1;20;04;19;1;19;112,432430684103
19141;1;1;2;39;04;44;1;44;157,402502607399
19141;1;2;1;12;04;44;1;44;157,402502607399
19141;1;3;1;6;04;44;1;44;157,402502607399
19141;1;4;2;11;04;44;1;44;157,402502607399
19141;1;5;1;8;04;44;1;44;157,402502607399
19144;1;1;1;25;04;50;1;50;246,027472639517
19144;1;2;2;21;04;50;1;50;246,027472639517
19144;1;3;1;23;04;50;1;50;246,027472639517
19147;1;1;1;25;04;68;1;68;303,531903192137
19147;1;2;2;24;04;68;1;68;303,531903192137
19147;1;3;2;3;04;68;1;68;303,531903192137
19148;1;1;2;51;04;08;1;08;491,71466393264
19148;1;2;1;11;04;08;1;08;491,71466393264
19150;1;1;2;60;04;73;1;73;169,539596035608
19150;1;2;1;49;04;73;1;73;169,539596035608
19151;1;1;1;70;04;15;1;15;91,7894976087318
19152;1;1;1;75;04;08;1;08;110,713612324471
19152;1;2;1;70;04;08;1;08;110,713612324471
19152;1;3;1;60;04;08;1;08;110,713612324471
19153;1;1;2;50;04;08;1;08;333,01934962687
19153;1;2;2;71;04;08;1;08;333,01934962687
19156;1;1;1;65;04;20;1;20;111,681683268221
19156;1;2;2;61;04;20;1;20;111,681683268221
19156;1;3;2;37;04;20;1;20;111,681683268221
19156;1;4;1;8;04;20;1;20;111,681683268221
19160;1;1;2;61;04;08;1;08;441,717122677259
19160;1;2;1;65;04;08;1;08;441,717122677259
19160;1;3;2;40;04;08;1;08;441,717122677259
19160;1;4;1;46;04;08;1;08;441,717122677259
19160;1;5;2;18;04;08;1;08;441,717122677259
19160;1;6;2;6;04;08;1;08;441,717122677259
19161;1;1;2;48;04;73;1;73;193,031415780709
19161;1;2;2;27;04;73;1;73;193,031415780709
19161;1;3;1;14;04;73;1;73;193,031415780709
19164;1;1;2;34;04;66;1;66;816,872928202445
19164;1;2;1;13;04;66;1;66;816,872928202445
19164;1;3;1;8;04;66;1;66;816,872928202445
19164;1;4;2;4;04;66;1;66;816,872928202445
19165;1;1;1;34;04;68;1;68;283,174705596216
19165;1;2;2;30;04;68;1;68;283,174705596216
19165;1;3;1;10;04;68;1;68;283,174705596216
19165;1;4;1;4;04;68;1;68;283,174705596216
19165;1;5;2;1;04;68;1;68;283,174705596216
19166;1;1;1;50;04;23;1;23;179,949619971493
19166;1;2;2;49;04;23;1;23;179,949619971493
19166;1;3;1;27;04;23;1;23;179,949619971493
19166;1;4;2;20;04;23;1;23;179,949619971493
19166;1;5;2;18;04;23;1;23;179,949619971493
19166;1;6;2;81;04;23;1;23;179,949619971493
19167;1;1;2;48;04;15;1;15;82,8692201949129
19167;1;2;1;49;04;15;1;15;82,8692201949129
19167;1;3;2;26;04;15;1;15;82,8692201949129
19167;1;4;2;6;04;15;1;15;82,8692201949129
19168;1;1;2;65;04;13;1;13;793,657130531202
19168;1;2;2;24;04;13;1;13;793,657130531202
19168;1;3;2;15;04;13;1;13;793,657130531202
19169;1;1;2;37;04;66;1;66;508,42861087454
19169;1;2;1;8;04;66;1;66;508,42861087454
19170;1;1;1;31;04;23;1;23;94,6511374752519
19170;1;2;2;31;04;23;1;23;94,6511374752519
19170;1;3;2;1;04;23;1;23;94,6511374752519
19170;1;4;2;68;04;23;1;23;94,6511374752519
19171;1;1;2;71;04;41;1;41;113,043161382984
19171;1;2;1;48;04;41;1;41;113,043161382984
19171;1;4;1;19;04;41;1;41;113,043161382984
19171;1;5;1;16;04;41;1;41;113,043161382984
19172;1;1;1;35;04;15;1;15;115,48838987379
19172;1;2;2;41;04;15;1;15;115,48838987379
19173;1;1;1;21;04;63;1;63;277,288944347865
19173;1;2;2;23;04;63;1;63;277,288944347865
19173;1;3;1;2;04;63;1;63;277,288944347865
19174;1;1;1;42;04;08;1;08;369,620450618262
19174;1;2;2;36;04;08;1;08;369,620450618262
19174;1;3;2;13;04;08;1;08;369,620450618262
19174;1;4;1;9;04;08;1;08;369,620450618262
19174;1;5;2;40;04;08;1;08;369,620450618262
19175;1;1;2;38;04;23;1;23;192,16756803288
19175;1;2;1;40;04;23;1;23;192,16756803288
19176;1;1;1;44;04;08;1;08;159,441597160359
19176;1;2;2;44;04;08;1;08;159,441597160359
19176;1;3;1;24;04;08;1;08;159,441597160359
19176;1;4;2;22;04;08;1;08;159,441597160359
19176;1;5;1;1;04;08;1;08;159,441597160359
19178;1;1;2;59;04;63;1;63;53,6947590385738
19178;1;2;2;73;04;63;1;63;53,6947590385738
19178;1;3;2;56;04;63;1;63;53,6947590385738
19179;1;1;2;51;04;68;1;68;548,021004405144
19179;1;2;2;41;04;68;1;68;548,021004405144
19179;1;3;2;23;04;68;1;68;548,021004405144
19179;1;4;2;13;04;68;1;68;548,021004405144
19180;1;1;1;51;04;11;1;11;1784,42037297023
19180;1;2;2;50;04;11;1;11;1784,42037297023
19180;1;3;2;18;04;11;1;11;1784,42037297023
19181;1;1;1;37;04;68;1;68;519,309684003283
19182;1;1;2;49;04;70;1;70;173,135055476584
19182;1;2;1;17;04;70;1;70;173,135055476584
19182;1;3;1;14;04;70;1;70;173,135055476584
19183;1;1;1;33;04;73;1;73;245,905689783917
19183;1;2;2;31;04;73;1;73;245,905689783917
19183;1;3;1;15;04;73;1;73;245,905689783917
19183;1;4;1;8;04;73;1;73;245,905689783917
19184;1;1;2;39;04;70;1;70;227,518959468239
19184;1;2;1;26;04;70;1;70;227,518959468239
19184;1;3;2;18;04;70;1;70;227,518959468239
19184;1;4;1;15;04;70;1;70;227,518959468239
