DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7250;P7260;P7280;P7280S1;P7290;P7300;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P7424;P7424S1;CLASE;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DSI;DPTO;AREA;fex_c_2011
554340;1;2;70;1;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;1;66;66;254,757431681072
554344;1;3;70;12;48;1; ;1;1;2;54;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;33;5211;52;1;66;66;238,257204876415
554352;1;1;70;4;48;3; ;1;1;2;288;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;37;5244;52;1;66;66;243,712857274638
554352;1;2;70;24;48;1; ;2;1;2;24;1; ;7;2; ; ; ; ;1; ; ; ; ; ; ;2; ;1;2980000;1;45;45;5233;52;1;66;66;243,712857274638
554354;1;1;70;1;48;1; ;2;2;2;2;1; ;9;2; ; ;1; ; ; ; ; ; ; ; ;1;1850000;1;14800000;1;13;13;8050;80;1;66;66;258,160023102731
554359;1;2;70;3;48;1; ;1;1;2;312;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;53;5521;55;1;66;66;223,663479151165
554365;1;6;70;2;48;1; ;1;1;2;52;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;79;1810;18;1;66;66;133,348858958893
554365;1;11;70;2;48;1; ;2;2;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;150000;1;53;54;9500;95;1;66;66;133,348858958893
554366;1;3;70;48;48;1; ;1;1;2;48;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;38;6421;64;1;66;66;276,597294932311
554367;1;2;70;20;72;1; ;2;2;2;20;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;58;55;7499;74;1;66;66;187,376450071834
554379;1;2;70;4;48;3; ;1;1;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;54;53;5521;55;1;66;66;237,815620569377
554381;1;4;70;16;48;3; ;1;1;2;16;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;54;54;9500;95;1;66;66;218,173965648533
554386;2;1;70;48;48;1; ;2;2;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;6000000;1;39;39;6041;60;1;66;66;272,968565608112
554395;1;4;70;4;48;1; ;2;2;2;4;1; ;9;3; ; ;1; ; ; ; ; ; ; ; ;2; ;1;15000000;1;45;45;5011;50;1;66;66;256,155501303649
554408;1;1;70;4;20;1; ;1;1;2;1;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;2000000;1;55;36;6021;60;1;66;66;241,659796298073
554419;1;1;70;8;48;1; ;1;1;2;80;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;45;5155;51;1;66;66;256,94383589063
554425;1;3;70;1;48;1; ;1;1;2;4;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;280000;1;800000;1;39;39;7512;75;1;66;66;256,94383589063
554438;1;5;70;3;72;1; ;2;2;2;8;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;95;95;4521;45;1;66;66;266,487541387008
554445;1;3;70;16;50;1; ;1;1;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;1;98;94;3591;35;1;66;66;269,673127079376
554449;1;4;70;16;48;1; ;1;1;2;250;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;37;59;5530;55;1;66;66;242,663244775573
554452;1;1;70;3;48;1; ;2;2;2;3;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;95;62;0121;01;1;66;66;248,897482950909
554457;1;1;70;3;48;1; ;2;2;2;4;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3200000;1;95;95;4521;45;1;66;66;254,019487126741
554460;1;2;70;4;40;1; ;1;1;2;52;8; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;93;62;0111;01;1;66;66;251,019727545203
554461;1;1;70;12;40;1; ;2;2;2;24;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;55;6512;65;1;66;66;307,88329246418
554461;1;4;70;4;50;1; ;1;2;2;4;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;95;95;4521;45;1;66;66;307,88329246418
554464;1;1;70;8;48;1; ;1;1;2;24;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;45;75;1730;17;1;66;66;216,082228910965
554471;1;2;70;2;48;1; ;2;2;2;2;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;1;290000;1;3100000;1;33;32;1810;18;1;66;66;203,760660924848
554476;1;2;70;8;50;4; ;2;2;2;400;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;41;79;1810;18;1;66;66;332,320564580876
554479;1;1;70;4;48;4; ;1;1;2;12;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4600000;1;41;30;0000;00;1;66;66;258,973378474711
554482;1;3;70;8;48;1; ;1;1;2;12;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;95;37;5211;52;1;66;66;192,678798543316
554482;1;4;70;3;48;1; ;1;1;2;18;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;37;91;2102;21;1;66;66;192,678798543316
554485;1;3;70;2;60;1; ;1;1;2;50;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;45;54;9500;95;1;66;66;242,435863694955
554498;1;3;70;8;48;1; ;1;2;2;9;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;840000;1;45;45;1530;15;1;66;66;258,973378474711
554514;1;2;70;4;48;1; ;1;1;2;480;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;1;500000;1;3000000;1;42;42;5244;52;1;68;68;471,886252167409
554514;1;3;70;4;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;68;68;471,886252167409
554518;4;1;70;4;48;4; ;1;1;2;4;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;1;5000000;1;95;95;4530;45;1;68;68;415,136974696005
554519;1;4;70;12;48;1; ;1;1;2;12;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;1;45;38;6421;64;1;68;68;764,428182945954
554525;1;1;70;4;48;1; ;2;2;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;580000;1;5800000;1;92;92;1810;18;1;68;68;532,659501410902
554525;1;2;70;4;48;1; ;2;2;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;1;6600000;1;45;97;1810;18;1;68;68;532,659501410902
554527;1;1;70;40;48;1; ;1;1;2;44;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;250000;1;39;59;9309;93;1;68;68;356,240570458177
554530;1;1;70;12;48;1; ;2;2;2;12;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;540000;1;40;40;5231;52;1;68;68;393,280768356854
554531;1;1;70;24;48;3; ;1;1;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;54;45;1530;15;1;68;68;434,577816792855
554538;1;1;70;8;55;1; ;1;1;2;8;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;95;95;4521;45;1;68;68;791,479854766413
554539;1;1;70;16;48;3; ;2;2;2;16;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;54;54;9500;95;1;68;68;432,608879267346
554541;1;3;70;4;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;68;68;368,536784922022
554547;1;3;70;20;48;4; ;1;1;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;41;03;4530;45;1;68;68;330,70799200395
554549;1;1;70;48;48;1; ;1;1;2;20;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;1;68;68;467,719305505835
554576;1;1;70;8;48;1; ;1;1;2;8;1; ;8;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;7500000;1;58;97;1110;11;1;68;68;438,369054158924
554584;1;2;70;4;60;1; ;2;2;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;220000;1;2800000;1;45;58;4530;45;1;68;68;487,571215608833
554591;1;2;70;52;48;1; ;1;1;2;52;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;45;5233;52;1;68;68;511,2143630779
554603;1;2;70;48;48;1; ;1;1;2;48;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;09;44;6512;65;1;68;68;395,904715548611
554606;1;4;70;4;40;1; ;1;1;2;4;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;360000;1;800000;1;09;39;7512;75;1;68;68;493,04927875095
554608;1;1;70;72;72;1; ;1;1;2;2;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;1;1800000;1;8100000;1;80;80;1929;19;1;68;68;558,075162058003
554620;1;5;70;8;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;68;68;406,946056262341
554621;3;2;70;12;60;3; ;1;1;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;1;54;54;9500;95;1;68;68;439,069471408429
554626;2;1;70;2;48;1; ;2;2;2;3;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;1;434000;1;5280000;1;58;58;6022;60;1;68;68;436,131477569742
554629;1;2;70;2;48;1; ;1;1;2;48;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5234;52;1;68;68;335,520558795436
554637;1;3;70;12;30;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;1;68;68;578,499165449848
554637;2;1;70;1;48;1; ;2;2;2;1;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;1;99;1;37;97;4521;45;1;68;68;578,499165449848
554646;1;2;70;96;60;1; ;1;1;2;20;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;3600000;1;95;99;4530;45;1;68;68;442,144575326873
554661;1;6;70;2;48;1; ;1;1;2;4;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;1;1600000;1;45;97;3611;36;1;68;68;503,919008017477
554661;1;7;70;4;36;9;EMPLEADO DE UN E;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;80; ; ; ;1;68;68;503,919008017477
554661;1;8;70;52;48;1; ;2;2;2;4;9;EMPLEADA DE UN EMPLADO;4;8; ; ; ; ; ; ; ; ; ;1; ;1;25000;2; ;1;45;80;1921;19;1;68;68;503,919008017477
554675;1;4;70;54;60;4; ;2;2;2;54;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;45;5241;52;1;68;68;210,518895736881
554683;2;1;70;60;60;1; ;1;1;2;258;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;71;71;1110;11;1;68;68;611,91507806551
554684;1;6;70;1;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;68;68;210,518895736881
554712;1;3;70;40;40;1; ;1;1;2;8;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;150000;1;58;95;4521;45;1;70;70;92,2868751741799
554720;1;3;70;4;25;1; ;1;1;2;24;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;53;45;5261;52;1;70;70;63,9185786541807
554733;1;3;70;3;40;1; ;1;1;2;20;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;30000;1;84;84;5020;50;1;70;70;105,653705710857
554738;1;2;70;40;44;1; ;2;2;2;12;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;59;8512;85;1;70;70;79,9643526923156
554740;1;1;70;224;40;1; ;1;2;2;224;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;4100;41;1;70;70;143,922002788759
554746;1;5;70;8;24;1; ;1;1;2;32;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;34;8044;80;1;70;70;155,175295394582
554759;1;2;70;56;48;1; ;2;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;1;70;70;99,7192329748998
554766;1;2;70;56;20;1; ;1;1;2;56;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;37;39;7512;75;1;70;70;99,7593895139569
554771;1;1;70;56;48;1; ;2;2;2;56;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;1;70;70;72,7999176425875
554774;1;2;70;24;40;1; ;1;2;2;168;1; ;9;2; ; ; ; ; ;1; ; ; ; ; ;2; ;2; ;1;13;45;1530;15;1;70;70;96,8854813814569
554783;1;2;70;104;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;70;70;206,59263948696
554787;1;2;70;8;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;70;70;72,3285584989101
554789;1;5;70;8;48;1; ;1;1;2;52;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;38;54;9500;95;1;70;70;82,9537446175339
554793;1;2;70;52;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;59; ; ; ;1;70;70;89,1941783901306
554800;1;2;70;2;48;1; ;1;1;2;2;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;80000;1;1300000;1;38;54;9500;95;1;70;70;98,4039511006259
554800;1;3;70;3;48;1; ;1;1;2;3;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;1900000;1;45;54;9500;95;1;70;70;98,4039511006259
554808;1;1;70;3;48;4; ;1;1;2;3;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;95;95;4521;45;1;70;70;101,871344600219
554812;1;3;70;8;24;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;95; ; ; ;1;70;70;89,9294892068031
554833;1;1;70;72;40;1; ;1;1;2;576;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;54;9500;95;1;70;70;64,3899377978582
554838;1;2;70;6;48;1; ;1;1;2;48;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;53;5521;55;1;70;70;76,7402553782267
554849;1;2;70;24;40;1; ;1;1;2;96;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5219;52;1;70;70;79,6427951582343
554851;1;1;70;96;40;1; ;1;1;2;96;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;5252;52;1;70;70;105,380479731238
554852;1;2;70;28;20;3; ;1;1;2;28;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;54;54;9500;95;1;70;70;96,8854813814569
554859;1;4;70;1;48;4; ;1;1;2;1;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;3600000;1;98;98;6031;60;1;70;70;85,1563268021387
554869;1;1;70;5;40;1; ;1;1;2;24;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;5134;51;1;70;70;76,8533700372337
554888;1;6;70;2;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;03; ; ; ;1;70;70;65,7308108089267
554904;1;2;70;4;40;1; ;1;1;2;120;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6021;60;1;70;70;117,482446445266
554906;1;3;70;4;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;70;70;83,0871471847087
554912;1;2;70;3;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;70;70;108,169369358686
554916;1;2;70;8;48;1; ;1;1;2;104;1; ;4;9;ES COTIZANTE; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;19;32;8512;85;1;70;70;96,8854813814569
554917;1;2;70;8;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;70;70;105,90814815638
554920;1;2;70;3;24;1; ;1;1;2;8;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;53;45;5231;52;1;70;70;69,9711725315333
554931;1;4;70;4;48;1; ;2;2;2;24;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;97;5239;52;1;70;70;102,648147933045
554954;1;4;70;12;40;1; ;1;1;2;48;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;38;6421;64;1;70;70;104,115615908589
554954;1;5;70;24;48;1; ;1;1;2;24;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;6000000;1;40;40;5137;51;1;70;70;104,115615908589
554959;1;4;70;96;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;59; ; ; ;1;70;70;110,890288929671
554960;1;5;70;12;40;1; ;2;2;2;32;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;45;45;5239;52;1;70;70;124,598549940531
554965;1;1;70;12;40;1; ;1;1;2;32;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;32;32;6041;60;1;70;70;76,8533700372337
554982;1;3;70;12;40;1; ;1;1;2;8;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;97;18;9241;92;1;73;73;191,115464593305
554984;1;2;70;258;48;1; ;2;2;2;2;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;500000;1;3000000;1;11;11;8512;85;1;73;73;170,518100025735
554985;1;1;70;17;48;1; ;2;2;2;17;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;8000000;1;98;98;6412;64;1;73;73;170,518100025735
554989;1;3;70;12;48;1; ;2;1;2;60;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;20000;1;33;39;1593;15;1;73;73;83,5536745207724
554990;1;3;70;12;50;1; ;2;2;2;104;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;70000;1;45;45;5234;52;1;73;73;222,600781615374
554993;1;2;70;4;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;137,998386735742
554995;1;1;70;45;48;1; ;2;1;2;104;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;79;45;5261;52;1;73;73;308,260068340846
554996;1;2;70;6;48;4; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;287,554429263463
554999;1;1;70;4;48;1; ;1;1;2;11;2; ;9;1; ; ; ; ; ; ; ; ;1; ;ES PENSIONADO;2; ;1;2400000;1;95;58;7523;75;1;73;73;165,430158040776
555000;1;4;70;100;40;1; ;1;1;2;2;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;1;10000;1;40000;1;37;99;4521;45;1;73;73;210,03816389623
555006;1;3;70;52;40;1; ;1;1;2;52;1; ;7;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;95;4521;45;1;73;73;242,853828474046
555008;1;1;70;52;40;1; ;1;2;2;52;1; ;9;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;45;45;1511;15;1;73;73;472,054146548501
555010;1;3;70;8;40;1; ;1;1;2;52;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5521;55;1;73;73;188,885135353898
555012;1;3;70;10;40;1; ;1;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;1;73;73;88,9188927038203
555012;1;5;70;24;24;1; ;1;2;2;24;1; ;9;2; ; ;1; ; ; ; ;1; ; ; ;2; ;1;40000;1;32;03;7499;74;1;73;73;88,9188927038203
555018;1;2;70;20;40;3; ;1;1;2;20;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;13000;1;54;55;9500;95;1;73;73;126,747115482818
555019;1;3;70;208;40;1; ;1;1;2;104;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8041;80;1;73;73;87,3773583600608
555023;1;3;70;52;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;203,500033242684
555027;1;3;70;24;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;301,602921968248
555027;1;4;70;4;40;1; ;1;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;301,602921968248
555031;1;3;70;10;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;117,037378573653
555040;1;3;70;8;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;282,270712020464
555043;1;3;70;8;40;1; ;1;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;158,273729668958
555048;1;1;70;1;48;1; ;1;1;2;1;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;1500000;1;95;95;4521;45;1;73;73;188,686392457165
555048;1;4;70;12;48;1; ;1;1;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;50000;1;95;95;4521;45;1;73;73;188,686392457165
555049;1;1;70;26;30;1; ;2;2;2;26;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;53;53;5521;55;1;73;73;315,081431585488
555049;1;4;70;4;48;1; ;1;1;2;12;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;20000;1;45;81;3611;36;1;73;73;315,081431585488
555050;1;5;70;26;48;1; ;2;2;2;72;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;44;6512;65;1;73;73;84,0866460654566
555050;1;7;70;1;25;1; ;1;1;2;17;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;81;3611;36;1;73;73;84,0866460654566
555051;1;1;70;4;40;1; ;1;1;2;4;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;9395000;1;32;32;7512;75;1;73;73;237,336703845913
555051;1;2;70;8;40;1; ;1;1;2;8;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;1;32;32;7512;75;1;73;73;237,336703845913
555051;1;3;70;12;48;1; ;1;1;2;12;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;45;39;7421;74;1;73;73;237,336703845913
555053;1;5;70;4;48;1; ;1;1;2;78;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;53;1511;15;1;73;73;151,745707470548
555054;1;4;70;52;48;1; ;2;2;2;52;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5521;55;1;73;73;122,125320558612
555056;1;2;70;2;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;102,922631859258
555057;1;3;70;4;48;1; ;1;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;15; ; ; ;1;73;73;168,712213380847
555062;1;2;70;52;40;1; ;2;2;2;208;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;7412;74;1;73;73;488,977921743001
555062;1;3;70;26;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;03; ; ; ;1;73;73;488,977921743001
555064;1;1;70;208;40;1; ;1;1;2;260;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;0121;01;1;73;73;332,233745211149
555065;1;2;70;44;48;1; ;2;1;2;52;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;41;5231;52;1;73;73;123,502921034441
555067;1;2;70;6;48;3; ;2;1;2;6;3; ;1;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;540000;1;54;54;9500;95;1;73;73;341,03620005147
555069;1;2;70;2;48;1; ;1;1;2;2;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;240000;1;1500000;1;79;79;1810;18;1;73;73;398,557238378338
555071;1;1;70;52;54;1; ;1;1;2;52;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;95;4552;45;1;73;73;166,116872605575
555072;1;1;70;6;54;1; ;1;1;2;12;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2900000;1;95;95;4552;45;1;73;73;204,109029252503
555073;1;3;70;12;48;1; ;1;1;2;52;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5521;55;1;73;73;180,779656281933
555073;1;4;70;16;48;1; ;1;1;2;12;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;766000;1;79;79;1810;18;1;73;73;180,779656281933
555073;1;7;70;3;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;180,779656281933
555083;1;1;70;1;20;1; ;1;1;2;440;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;33;5231;52;1;73;73;110,872999969763
555093;1;3;70;8;40;1; ;2;1;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;40;44;6421;64;1;73;73;108,231141348263
555104;1;4;70;4;48;1; ;2;2;2;4;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;1;433700;1;4770700;1;45;45;5233;52;1;73;73;124,362788782943
555107;1;3;70;1;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;181,342134445525
555122;1;3;70;2;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;398,805711180752
