DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;DPTO;fex_c_2011
5146228;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;25;5181,11120333291
5146228;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;25;5181,11120333291
5146229;1;1;1;50; ;2; ; ;1;6;DESCANSANDO;2;2;2;2;1;11; ; ; ; ; ; ;02;25;1546,91419159705
5146229;1;2;1;50; ;2; ; ;2;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;02;25;1546,91419159705
5146229;1;3;1;50; ;2; ; ;3;4; ;2;2;2;2;1;10; ; ; ; ; ; ;02;25;1546,91419159705
5146229;1;4;1;50; ;2; ; ;3;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;02;25;1546,91419159705
5146230;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;25;2936,92636345704
5146230;1;2;1;50; ;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;02;25;2936,92636345704
5146230;1;3;1;50; ;2; ; ;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ;02;25;2936,92636345704
5146230;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;25;2936,92636345704
5146231;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;25;1558,56572054462
5146231;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;25;1558,56572054462
5146231;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;25;1558,56572054462
5146231;1;4;1;50; ;2; ; ;2;6;ENFERMA DE ARTROSIS DEGENERATIVA;2;2;2;2;2; ; ; ; ; ; ; ;02;25;1558,56572054462
5146232;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;25;4315,91121739812
5146232;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;02;25;4315,91121739812
5146233;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;25;2441,28424664075
5146233;1;2;1;50; ;2; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;25;2441,28424664075
5146233;1;3;1;50; ;2; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;02;25;2441,28424664075
5146234;1;1;1;50; ;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;25;2546,60258348113
5146235;1;1;1;50; ;2; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;02;25;1787,53041912523
5146235;1;2;1;50; ;2; ; ;3;6;DESCANSANDO;1; ; ; ; ; ; ; ; ; ; ; ;02;25;1787,53041912523
5146235;1;3;1;50; ;2;1; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;25;1787,53041912523
5146236;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;25;2529,65577468347
5146236;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;25;2529,65577468347
5146281;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;493,329593321151
5146281;1;2;1;50; ;2;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;27;493,329593321151
5146281;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;493,329593321151
5146283;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;614,283994842236
5146284;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1214,27460703639
5146284;1;2;1;50; ;2; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1214,27460703639
5146285;1;1;1;50; ;2; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;539,370474983824
5146285;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;539,370474983824
5146285;1;3;1;50; ;2; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;539,370474983824
5146286;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;7; ;2; ;2; ; ;02;27;866,927929682523
5146286;1;2;1;50; ;2;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;27;866,927929682523
5146287;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;698,276724640971
5146287;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;698,276724640971
5146288;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;2; ;1;1; ;4;1;02;27;1039,06506963106
5146288;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1039,06506963106
5146288;1;3;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1039,06506963106
5146300;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;866,927929682523
5146300;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;866,927929682523
5146306;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;9; ; ; ; ; ; ;02;27;614,283994842236
5146307;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;27;882,055975826053
5146307;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;882,055975826053
5146311;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;870,895861578707
5146311;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;870,895861578707
5146312;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1199,14656089286
5146312;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1199,14656089286
5146313;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1123,53979641899
5146313;1;2;1;50; ;2;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;27;1123,53979641899
5146313;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1123,53979641899
5146314;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1344,51050832174
5146314;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1344,51050832174
5146314;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1344,51050832174
5146314;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1344,51050832174
5146315;1;1;1;50; ;2; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1199,71494510973
5146316;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;27;1199,14656089286
5146316;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1199,14656089286
5146317;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1079,32892780551
5146317;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1079,32892780551
5146318;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1199,71494510973
5146319;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1247,98013284706
5146319;1;2;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1247,98013284706
5146320;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1086,34833570133
5146320;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1086,34833570133
5146321;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;27;709,350451660647
5146321;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;709,350451660647
5146322;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;792,014409824111
5146322;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;792,014409824111
5146322;1;3;1;50; ;2; ; ;3;6;SIEMBRA PARA AUTOCONSUMO;2;2;2;2;2; ; ; ; ; ; ; ;02;27;792,014409824111
5146322;1;4;1;50; ;2; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;792,014409824111
5146323;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;870,982248806377
5146323;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;870,982248806377
5146324;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;614,283994842236
5146325;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1134,61352343867
5146325;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1134,61352343867
5146325;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1134,61352343867
5146326;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;614,283994842236
5146327;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;742,041034296583
5146327;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;742,041034296583
5146327;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;742,041034296583
5146327;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;742,041034296583
5146327;1;5;1;50; ;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;742,041034296583
5146327;1;6;1;50; ;2; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;742,041034296583
5146328;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;659,756492288039
5146328;1;2;1;50; ;2; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;659,756492288039
5146329;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;866,927929682523
5146329;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;866,927929682523
5146330;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;27;946,58901328024
5146331;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;471,551539186628
5146331;1;3;1;50; ;2; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;471,551539186628
5146332;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;27;1003,15377911478
5146332;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1003,15377911478
5146332;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1003,15377911478
5146332;1;4;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1003,15377911478
5146333;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;02;27;1070,46096549144
5146334;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1171,80498415633
5146334;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1171,80498415633
5146334;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1171,80498415633
5146334;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1171,80498415633
5146335;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1232,36774195188
5146335;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1232,36774195188
5146336;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;27;1199,14656089286
5146336;1;2;1;50; ;2; ; ;2;6;SIEMBRA ARROZ YUCA PLATANO PARA AUTOCONSUMO;2;2;2;2;1;2; ;2; ;2; ; ;02;27;1199,14656089286
5146337;1;1;1;50; ;2; ; ;1;6;SIEMBRA ARROZ YUCA PLATANO ÑAME PARA SU AUTO CONSUMO;2;2;2;2;1;2; ;2; ;2; ; ;02;27;792,014409824111
5146337;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;792,014409824111
5146337;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;792,014409824111
5146337;1;4;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;792,014409824111
5146338;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1145,68725045835
5146338;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1145,68725045835
5146338;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1145,68725045835
5146339;1;1;1;50; ;2; ; ;1;6;CULTIVA YUCA PLATANO ARROZ PARA AUTOCONSUMO;2;2;2;2;2; ; ; ; ; ; ; ;02;27;882,767761810564
5146339;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;27;882,767761810564
5146339;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;882,767761810564
5146339;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;882,767761810564
5146339;1;5;1;50; ;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;882,767761810564
5146340;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1112,55010886454
5146340;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1112,55010886454
5146341;1;1;1;50; ;2;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;27;1075,27460868166
5146341;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1075,27460868166
5146342;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1171,80498415633
5146342;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;27;1171,80498415633
5146342;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1171,80498415633
5146342;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1171,80498415633
5146343;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;504,971704557697
5146343;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;504,971704557697
5146344;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;659,756492288039
5146344;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;659,756492288039
5146345;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;829,736468964862
5146346;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;866,927929682523
5146346;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;866,927929682523
5146347;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1086,34833570133
5146347;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1086,34833570133
5146351;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1199,71494510973
5146352;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;942,534694156386
5146353;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1323,01851310406
5146353;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1323,01851310406
5146354;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;659,756492288039
5146354;1;2;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;659,756492288039
5146355;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;988,575575819058
5146356;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1078,76054358864
5146356;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;27;1078,76054358864
5146356;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1078,76054358864
5146357;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;768,689366417659
5146357;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;768,689366417659
5146357;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;768,689366417659
5146358;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;27;866,927929682523
5146358;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;866,927929682523
5146359;1;1;1;50; ;2; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;916,36835902451
5146359;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;916,36835902451
5146359;1;3;1;50; ;2;1; ;3;6;SIEMBRA ARROZ MAIZ YUCA PARA AUTO CONSUMO;2;2;2;1; ; ; ; ; ; ; ;1;02;27;916,36835902451
5146360;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1070,46096549144
5146361;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;27;580,788653305772
5146361;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;580,788653305772
5146361;1;3;1;50; ;2; ; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;580,788653305772
5146361;1;4;1;50; ;2; ; ;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;580,788653305772
5146362;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;988,575575819058
5146363;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1489,96153035542
5146363;1;2;1;50; ;2; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1489,96153035542
5146363;1;3;1;50; ;2; ; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1489,96153035542
5146363;1;4;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1489,96153035542
5146363;1;5;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1489,96153035542
5146364;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1199,71494510973
5146365;1;1;1;50; ;2; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;659,756492288039
5146365;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;659,756492288039
5146366;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1075,27460868166
5146366;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1075,27460868166
5146367;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1210,22028791253
5146367;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1210,22028791253
5146368;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1012,94733593307
5146368;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1012,94733593307
5146369;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;882,767761810564
5146369;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;882,767761810564
5146369;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;882,767761810564
5146369;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;882,767761810564
5146369;1;5;1;50; ;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;882,767761810564
5146370;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1075,27460868166
5146370;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;27;1075,27460868166
5146371;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1022,5085428626
5146371;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;2; ;2; ;1;7;1;02;27;1022,5085428626
5146371;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1022,5085428626
5146371;1;6;1;50; ;2; ; ;6;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1022,5085428626
5146372;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1075,27460868166
5146372;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1075,27460868166
5146373;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1199,71494510973
5146374;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;988,575575819058
5146375;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1225,34833405606
5146375;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1225,34833405606
5146376;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;882,055975826053
5146376;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;882,055975826053
5146377;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1199,71494510973
5146378;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1162,93702184226
5146378;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1162,93702184226
5146378;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1162,93702184226
5146379;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;02;27;882,055975826053
5146379;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;882,055975826053
5146380;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1127,02573132598
5146380;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1127,02573132598
5146380;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1127,02573132598
5146380;1;4;1;50; ;2; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1127,02573132598
5146381;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;539,370474983824
5146381;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;539,370474983824
5146381;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;539,370474983824
5146382;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;988,575575819058
5146383;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1003,15377911478
5146383;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1003,15377911478
5146383;1;3;1;50; ;2;2; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;27;1003,15377911478
5146383;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;1003,15377911478
5146386;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;866,927929682523
5146386;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;27;866,927929682523
5146387;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;671,628392519895
5146387;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;27;671,628392519895
5146387;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;671,628392519895
5146387;1;4;1;50; ;2; ; ;4;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;27;671,628392519895
5146387;1;5;1;50; ;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;27;671,628392519895
5146388;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;1199,14656089286
5146388;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;2; ;2; ;1;1;1;02;27;1199,14656089286
5146389;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;27;822,148676852171
5146389;1;2;1;50; ;2; ; ;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ;02;27;822,148676852171
