directorio;secuencia_p;orden;p6020;p6040;mes;area;dpto;clase;fex_c_2011
3271;1;1;1;59;03;44;44;1;57,0031353765154
3271;1;2;2;54;03;44;44;1;57,0031353765154
3271;1;3;2;19;03;44;44;1;57,0031353765154
3271;1;4;2;75;03;44;44;1;57,0031353765154
3271;1;5;2;52;03;44;44;1;57,0031353765154
3271;1;6;1;13;03;44;44;1;57,0031353765154
3272;1;1;2;38;03;27;27;1;57,4211672122593
3272;1;2;1;35;03;27;27;1;57,4211672122593
3272;1;3;2;18;03;27;27;1;57,4211672122593
3272;1;4;1;11;03;27;27;1;57,4211672122593
3272;1;5;2;1;03;27;27;1;57,4211672122593
3272;1;6;2;8;03;27;27;1;57,4211672122593
3274;1;1;2;55;03;15;15;1;161,394941879168
3274;1;2;2;0;03;15;15;1;161,394941879168
3274;1;3;1;4;03;15;15;1;161,394941879168
3278;1;1;1;61;03;05;05;1;1054,55483632007
3278;1;2;2;58;03;05;05;1;1054,55483632007
3279;1;1;1;32;03;11;11;1;1718,69028867002
3281;1;1;2;43;03;11;11;1;2319,82479621184
3281;1;2;1;17;03;11;11;1;2319,82479621184
3282;1;1;1;73;03;54;54;1;322,993928925868
3282;1;2;2;50;03;54;54;1;322,993928925868
3282;1;3;1;67;03;54;54;1;322,993928925868
3286;1;1;1;39;03;52;52;1;171,073431969736
3286;1;2;2;33;03;52;52;1;171,073431969736
3286;1;3;1;16;03;52;52;1;171,073431969736
3286;1;4;2;12;03;52;52;1;171,073431969736
3286;1;5;1;6;03;52;52;1;171,073431969736
3287;1;1;2;32;03;20;20;1;114,173750677537
3287;1;2;2;5;03;20;20;1;114,173750677537
3288;1;1;2;39;03;27;27;1;20,2812866773529
3288;1;2;1;9;03;27;27;1;20,2812866773529
3291;1;1;1;71;03;73;73;1;72,8376242913311
3291;1;2;2;61;03;73;73;1;72,8376242913311
3292;1;1;2;58;03;70;70;1;111,266625236036
3292;1;2;2;68;03;70;70;1;111,266625236036
3292;1;3;2;23;03;70;70;1;111,266625236036
3293;1;1;2;42;03;41;41;1;180,42619317457
3293;1;2;1;19;03;41;41;1;180,42619317457
3293;1;3;1;77;03;41;41;1;180,42619317457
3294;1;1;2;44;03;27;27;1;23,1786133455462
3294;1;2;2;26;03;27;27;1;23,1786133455462
3294;1;3;1;24;03;27;27;1;23,1786133455462
3294;1;4;1;15;03;27;27;1;23,1786133455462
3295;1;1;1;47;03;17;17;1;264,922245766344
3295;1;2;2;43;03;17;17;1;264,922245766344
3295;1;3;2;24;03;17;17;1;264,922245766344
3295;1;4;2;17;03;17;17;1;264,922245766344
3297;1;1;2;42;03;70;70;1;135,40613275804
3297;1;2;1;51;03;70;70;1;135,40613275804
3297;1;3;1;26;03;70;70;1;135,40613275804
3297;1;4;2;24;03;70;70;1;135,40613275804
3297;1;5;1;22;03;70;70;1;135,40613275804
3297;1;6;1;19;03;70;70;1;135,40613275804
3298;1;1;2;56;03;08;08;1;351,12264665274
3298;1;2;2;25;03;08;08;1;351,12264665274
3298;1;3;1;17;03;08;08;1;351,12264665274
3298;1;4;2;23;03;08;08;1;351,12264665274
3298;1;5;1;27;03;08;08;1;351,12264665274
3298;1;6;1;5;03;08;08;1;351,12264665274
3299;1;1;1;48;03;20;20;1;279,097629639964
3299;1;2;2;49;03;20;20;1;279,097629639964
3299;1;3;2;17;03;20;20;1;279,097629639964
3300;1;1;2;39;03;70;70;1;160,148376068118
3300;1;2;1;49;03;70;70;1;160,148376068118
3300;1;3;2;20;03;70;70;1;160,148376068118
3300;1;4;1;14;03;70;70;1;160,148376068118
3301;1;1;2;37;03;05;05;1;1095,98471560997
3301;1;2;1;14;03;05;05;1;1095,98471560997
3301;1;3;2;14;03;05;05;1;1095,98471560997
3302;1;1;1;36;03;13;13;1;323,566951506763
3302;1;2;2;36;03;13;13;1;323,566951506763
3302;1;3;1;16;03;13;13;1;323,566951506763
3302;1;4;1;4;03;13;13;1;323,566951506763
3302;1;5;2;0;03;13;13;1;323,566951506763
3303;1;1;2;59;03;19;19;1;113,424766241997
3303;1;2;1;39;03;19;19;1;113,424766241997
3303;1;3;1;21;03;19;19;1;113,424766241997
3304;2;1;1;52;03;19;19;1;123,047947219579
3304;2;2;2;54;03;19;19;1;123,047947219579
3304;2;3;1;35;03;19;19;1;123,047947219579
3304;2;4;1;19;03;19;19;1;123,047947219579
3304;2;5;2;25;03;19;19;1;123,047947219579
3304;2;6;1;25;03;19;19;1;123,047947219579
3304;2;7;1;9;03;19;19;1;123,047947219579
3304;2;8;2;1;03;19;19;1;123,047947219579
3304;2;9;1;22;03;19;19;1;123,047947219579
3304;2;10;2;19;03;19;19;1;123,047947219579
3306;1;1;1;30;03;20;20;1;106,855935610296
3306;1;2;2;26;03;20;20;1;106,855935610296
3306;1;3;2;1;03;20;20;1;106,855935610296
3306;1;4;2;69;03;20;20;1;106,855935610296
3307;1;1;2;63;03;70;70;1;119,333226678123
3308;1;1;2;47;03;66;66;1;426,20847326811
3308;1;2;1;29;03;66;66;1;426,20847326811
3308;1;3;1;22;03;66;66;1;426,20847326811
3308;1;4;2;12;03;66;66;1;426,20847326811
3309;1;1;1;56;03;66;66;1;164,114909923171
3309;1;2;2;29;03;66;66;1;164,114909923171
3309;1;3;2;55;03;66;66;1;164,114909923171
3309;1;4;1;26;03;66;66;1;164,114909923171
3309;1;5;2;21;03;66;66;1;164,114909923171
3311;1;1;2;39;03;15;15;1;140,161875550389
3311;1;2;1;17;03;15;15;1;140,161875550389
3311;1;3;2;9;03;15;15;1;140,161875550389
3311;1;4;2;72;03;15;15;1;140,161875550389
3312;1;1;1;36;03;66;66;1;455,416936146108
3312;1;2;2;34;03;66;66;1;455,416936146108
3314;1;1;2;30;03;54;54;1;687,689879553539
3314;1;2;2;11;03;54;54;1;687,689879553539
3314;1;3;2;6;03;54;54;1;687,689879553539
3315;1;1;2;46;03;70;70;1;115,113177066904
3315;1;2;2;16;03;70;70;1;115,113177066904
3316;1;1;2;49;03;41;41;1;279,846277873537
3316;1;2;2;27;03;41;41;1;279,846277873537
3316;1;3;1;14;03;41;41;1;279,846277873537
3317;1;1;1;64;03;11;11;1;1541,5767901288
3317;1;2;2;66;03;11;11;1;1541,5767901288
3317;1;3;2;42;03;11;11;1;1541,5767901288
3317;1;4;1;36;03;11;11;1;1541,5767901288
3317;1;5;1;39;03;11;11;1;1541,5767901288
3318;1;1;1;64;03;20;20;1;96,0976885177466
3318;1;2;2;42;03;20;20;1;96,0976885177466
3318;1;3;1;23;03;20;20;1;96,0976885177466
3318;1;4;2;23;03;20;20;1;96,0976885177466
3318;1;5;1;4;03;20;20;1;96,0976885177466
3318;1;6;1;1;03;20;20;1;96,0976885177466
3319;1;1;1;67;03;17;17;1;173,979862350679
3319;1;2;2;67;03;17;17;1;173,979862350679
3319;1;3;1;45;03;17;17;1;173,979862350679
3319;1;4;2;38;03;17;17;1;173,979862350679
3319;1;5;2;20;03;17;17;1;173,979862350679
3319;1;6;2;2;03;17;17;1;173,979862350679
3320;1;1;2;63;03;52;52;1;206,093402270419
3320;1;2;1;41;03;52;52;1;206,093402270419
3320;1;3;2;20;03;52;52;1;206,093402270419
3320;1;4;2;30;03;52;52;1;206,093402270419
3320;1;5;2;11;03;52;52;1;206,093402270419
3321;1;1;1;47;03;23;23;1;123,086136896361
3321;1;2;2;45;03;23;23;1;123,086136896361
3321;1;3;2;22;03;23;23;1;123,086136896361
3321;1;4;2;21;03;23;23;1;123,086136896361
3323;1;1;2;54;03;70;70;1;143,692614477653
3323;1;2;1;32;03;70;70;1;143,692614477653
3323;1;3;1;23;03;70;70;1;143,692614477653
3328;1;1;2;23;03;68;68;1;383,792478170585
3328;1;2;1;8;03;68;68;1;383,792478170585
3329;1;1;1;64;03;05;05;1;1144,35425715242
3330;1;1;1;55;03;23;23;1;93,1861148904979
3330;1;2;2;58;03;23;23;1;93,1861148904979
3330;1;3;2;19;03;23;23;1;93,1861148904979
3332;1;1;1;60;03;73;73;1;144,606495433424
3332;1;2;2;54;03;73;73;1;144,606495433424
3332;1;3;2;23;03;73;73;1;144,606495433424
3333;1;1;1;38;03;20;20;1;245,33857369432
3333;1;2;2;33;03;20;20;1;245,33857369432
3333;1;3;1;11;03;20;20;1;245,33857369432
3333;1;4;1;3;03;20;20;1;245,33857369432
3334;1;1;2;57;03;41;41;1;158,386267147476
3334;1;2;2;31;03;41;41;1;158,386267147476
3334;1;3;1;9;03;41;41;1;158,386267147476
3334;1;4;1;1;03;41;41;1;158,386267147476
3334;1;5;2;80;03;41;41;1;158,386267147476
3335;1;1;2;63;03;05;05;1;1168,19043569062
3335;1;2;2;39;03;05;05;1;1168,19043569062
3335;1;3;1;23;03;05;05;1;1168,19043569062
3336;1;1;1;33;03;15;15;1;76,274542719875
3336;1;2;2;14;03;15;15;1;76,274542719875
3338;1;1;1;61;03;68;68;1;744,354952129561
3338;1;2;2;58;03;68;68;1;744,354952129561
3339;1;1;1;67;03;05;05;1;1180,0114199575
3339;1;2;2;70;03;05;05;1;1180,0114199575
3339;1;3;1;32;03;05;05;1;1180,0114199575
3339;1;4;2;44;03;05;05;1;1180,0114199575
3341;1;1;2;39;03;54;54;1;692,041387195555
3341;1;2;2;20;03;54;54;1;692,041387195555
3341;1;3;1;44;03;54;54;1;692,041387195555
3341;1;4;2;11;03;54;54;1;692,041387195555
3341;1;5;2;3;03;54;54;1;692,041387195555
3342;1;1;2;37;03;70;70;1;113,217677327955
3342;1;2;1;12;03;70;70;1;113,217677327955
3344;1;1;1;58;03;44;44;1;89,9978168114607
3345;1;1;2;28;03;41;41;1;285,152976328431
3345;1;2;1;35;03;41;41;1;285,152976328431
3346;1;1;2;48;03;08;08;1;1236,33969926635
3346;1;2;1;17;03;08;08;1;1236,33969926635
3346;1;3;1;16;03;08;08;1;1236,33969926635
3347;1;1;2;45;03;27;27;1;31,7843469779434
3347;1;2;1;24;03;27;27;1;31,7843469779434
3347;1;3;1;19;03;27;27;1;31,7843469779434
3347;1;4;2;9;03;27;27;1;31,7843469779434
3347;1;5;2;17;03;27;27;1;31,7843469779434
3347;1;6;2;15;03;27;27;1;31,7843469779434
3348;1;1;1;57;03;41;41;1;74,1655320644612
3348;1;2;2;58;03;41;41;1;74,1655320644612
3349;1;1;2;46;03;70;70;1;145,588114216602
3349;1;2;1;50;03;70;70;1;145,588114216602
3349;1;3;2;18;03;70;70;1;145,588114216602
3351;1;1;1;64;03;23;23;1;106,839704213045
3351;1;2;2;61;03;23;23;1;106,839704213045
3351;1;3;1;31;03;23;23;1;106,839704213045
3352;1;1;2;64;03;73;73;1;259,119038316171
3352;1;2;1;44;03;73;73;1;259,119038316171
3353;1;1;1;54;03;68;68;1;390,929265391571
3353;1;2;2;49;03;68;68;1;390,929265391571
3353;1;3;1;20;03;68;68;1;390,929265391571
3353;1;4;2;18;03;68;68;1;390,929265391571
3354;1;1;2;71;03;15;15;1;115,932741311801
3356;1;1;1;37;03;70;70;1;138,819445038427
3356;1;2;2;30;03;70;70;1;138,819445038427
3357;1;1;2;54;03;50;50;1;210,812709594255
3357;1;2;1;41;03;50;50;1;210,812709594255
3357;1;3;2;6;03;50;50;1;210,812709594255
3358;1;1;1;58;03;19;19;1;72,9898200076067
3358;1;2;2;48;03;19;19;1;72,9898200076067
3358;1;3;2;15;03;19;19;1;72,9898200076067
3359;1;1;1;40;03;05;05;1;1553,08310189321
3359;1;2;2;5;03;05;05;1;1553,08310189321
3361;1;1;2;59;03;05;05;1;927,564364385365
3361;1;2;1;38;03;05;05;1;927,564364385365
3361;1;3;2;36;03;05;05;1;927,564364385365
3361;1;4;2;7;03;05;05;1;927,564364385365
3361;1;5;1;29;03;05;05;1;927,564364385365
3361;1;6;2;82;03;05;05;1;927,564364385365
3361;1;7;1;55;03;05;05;1;927,564364385365
3367;1;1;1;52;03;52;52;1;275,583353419949
3367;1;2;2;50;03;52;52;1;275,583353419949
3367;1;3;1;31;03;52;52;1;275,583353419949
3367;1;4;1;25;03;52;52;1;275,583353419949
3367;1;5;2;25;03;52;52;1;275,583353419949
3367;1;6;2;1;03;52;52;1;275,583353419949
3371;1;1;2;34;03;70;70;1;69,8517902767476
3371;1;2;2;8;03;70;70;1;69,8517902767476
3371;1;3;1;6;03;70;70;1;69,8517902767476
3372;1;1;2;36;03;08;08;1;382,575719035126
3372;1;2;1;45;03;08;08;1;382,575719035126
3372;1;3;1;19;03;08;08;1;382,575719035126
3372;1;4;2;15;03;08;08;1;382,575719035126
3372;1;5;1;7;03;08;08;1;382,575719035126
3372;1;6;1;0;03;08;08;1;382,575719035126
3373;1;1;2;38;03;19;19;1;35,9469243837268
3373;1;2;2;18;03;19;19;1;35,9469243837268
3373;1;3;2;9;03;19;19;1;35,9469243837268
3373;1;4;1;2;03;19;19;1;35,9469243837268
3373;1;5;1;70;03;19;19;1;35,9469243837268
3373;1;6;2;70;03;19;19;1;35,9469243837268
3374;1;1;1;60;03;73;73;1;238,541066645232
3374;1;2;1;23;03;73;73;1;238,541066645232
3374;1;3;1;20;03;73;73;1;238,541066645232
3374;1;4;2;88;03;73;73;1;238,541066645232
3375;1;1;1;46;03;17;17;1;164,558140804475
3375;1;2;2;49;03;17;17;1;164,558140804475
3375;1;3;1;34;03;17;17;1;164,558140804475
3375;1;4;2;17;03;17;17;1;164,558140804475
3375;1;5;1;13;03;17;17;1;164,558140804475
3376;1;1;1;60;03;08;08;1;1281,67995331286
3376;1;2;2;63;03;08;08;1;1281,67995331286
3376;1;3;2;26;03;08;08;1;1281,67995331286
3377;1;1;1;41;03;41;41;1;180,550629508214
3377;1;2;2;36;03;41;41;1;180,550629508214
3377;1;3;2;17;03;41;41;1;180,550629508214
3377;1;4;2;14;03;41;41;1;180,550629508214
3378;1;1;1;30;03;68;68;1;734,720382637275
3378;1;2;2;25;03;68;68;1;734,720382637275
3378;1;3;1;9;03;68;68;1;734,720382637275
3378;1;4;2;7;03;68;68;1;734,720382637275
3378;1;5;1;2;03;68;68;1;734,720382637275
3381;1;1;1;28;03;70;70;1;102,245778923662
3381;1;2;2;26;03;70;70;1;102,245778923662
3381;1;3;2;52;03;70;70;1;102,245778923662
3383;1;1;1;71;03;70;70;1;91,440755017218
3383;1;2;2;68;03;70;70;1;91,440755017218
3385;1;1;2;79;03;73;73;1;99,4589383412457
3385;1;2;1;64;03;73;73;1;99,4589383412457
3385;1;3;2;56;03;73;73;1;99,4589383412457
3385;1;4;1;59;03;73;73;1;99,4589383412457
3386;1;1;1;68;03;68;68;1;445,067831789022
3386;1;2;2;62;03;68;68;1;445,067831789022
3386;1;3;1;26;03;68;68;1;445,067831789022
3387;1;1;2;47;03;11;11;1;2595,89907233252
3387;1;2;2;20;03;11;11;1;2595,89907233252
3387;1;3;2;18;03;11;11;1;2595,89907233252
3387;1;4;2;16;03;11;11;1;2595,89907233252
3387;1;5;2;15;03;11;11;1;2595,89907233252
3387;1;6;2;13;03;11;11;1;2595,89907233252
3387;1;7;1;2;03;11;11;1;2595,89907233252
3387;1;8;1;1;03;11;11;1;2595,89907233252
3388;1;1;1;55;03;19;19;1;79,6993634297737
3388;1;2;2;39;03;19;19;1;79,6993634297737
3388;1;3;2;14;03;19;19;1;79,6993634297737
3388;1;4;2;22;03;19;19;1;79,6993634297737
3389;1;1;2;40;03;70;70;1;102,290484499938
3389;1;2;1;46;03;70;70;1;102,290484499938
3389;1;3;1;22;03;70;70;1;102,290484499938
3389;1;4;1;20;03;70;70;1;102,290484499938
3389;1;5;2;8;03;70;70;1;102,290484499938
3389;2;1;2;16;03;70;70;1;102,290484499938
3390;1;1;2;75;03;23;23;1;210,983895260808
3390;1;2;1;0;03;23;23;1;210,983895260808
3390;1;3;2;46;03;23;23;1;210,983895260808
3390;1;4;1;13;03;23;23;1;210,983895260808
3390;1;5;1;38;03;23;23;1;210,983895260808
3390;1;6;2;37;03;23;23;1;210,983895260808
3390;1;7;1;11;03;23;23;1;210,983895260808
3393;1;1;1;24;03;70;70;1;87,3393510815648
3393;1;2;2;39;03;70;70;1;87,3393510815648
3395;1;1;1;56;03;73;73;1;175,537813378557
3395;1;2;2;55;03;73;73;1;175,537813378557
3395;1;3;1;24;03;73;73;1;175,537813378557
3399;1;1;1;66;03;44;44;1;79,998059387965
3401;1;1;1;43;03;15;15;1;129,093820119077
3401;1;2;2;35;03;15;15;1;129,093820119077
3401;1;3;1;12;03;15;15;1;129,093820119077
3401;1;4;2;4;03;15;15;1;129,093820119077
3402;1;1;2;64;03;68;68;1;1022,12577649214
3402;1;2;2;84;03;68;68;1;1022,12577649214
3404;1;1;2;33;03;08;08;1;669,230187057257
3404;1;2;2;12;03;08;08;1;669,230187057257
3404;1;3;2;7;03;08;08;1;669,230187057257
3406;1;1;2;69;03;19;19;1;57,7092800096654
3406;1;2;1;76;03;19;19;1;57,7092800096654
3407;1;1;1;47;03;08;08;1;984,32828833542
3407;1;2;2;44;03;08;08;1;984,32828833542
3407;1;3;1;18;03;08;08;1;984,32828833542
3407;1;4;1;41;03;08;08;1;984,32828833542
3407;1;5;2;33;03;08;08;1;984,32828833542
3407;1;6;1;34;03;08;08;1;984,32828833542
3407;1;7;1;7;03;08;08;1;984,32828833542
3408;1;1;2;24;03;08;08;1;1046,5975111662
3408;1;2;1;21;03;08;08;1;1046,5975111662
3409;1;1;1;29;03;68;68;1;541,635926315265
3409;1;2;2;26;03;68;68;1;541,635926315265
3409;1;3;2;2;03;68;68;1;541,635926315265
3409;1;4;2;46;03;68;68;1;541,635926315265
3409;1;5;1;0;03;68;68;1;541,635926315265
3409;1;6;1;56;03;68;68;1;541,635926315265
3409;1;7;1;74;03;68;68;1;541,635926315265
3409;1;8;1;25;03;68;68;1;541,635926315265
3412;1;1;1;32;03;13;13;1;488,489029078056
3412;1;3;2;28;03;13;13;1;488,489029078056
3412;1;4;2;8;03;13;13;1;488,489029078056
3412;1;5;1;5;03;13;13;1;488,489029078056
3413;1;1;2;75;03;13;13;1;480,416459305218
3415;1;1;1;40;03;66;66;1;580,851575604327
3415;1;2;2;40;03;66;66;1;580,851575604327
3415;1;3;1;24;03;66;66;1;580,851575604327
3415;1;4;1;22;03;66;66;1;580,851575604327
3415;1;5;1;0;03;66;66;1;580,851575604327
3416;1;1;1;51;03;11;11;1;2416,4643223958
3416;1;2;2;53;03;11;11;1;2416,4643223958
3416;1;3;1;22;03;11;11;1;2416,4643223958
3418;1;1;1;56;03;70;70;1;86,1067399554681
3418;1;2;2;50;03;70;70;1;86,1067399554681
3418;1;3;1;17;03;70;70;1;86,1067399554681
3418;1;4;1;79;03;70;70;1;86,1067399554681
3420;1;1;1;73;03;41;41;1;139,900307042425
3421;1;1;1;49;03;68;68;1;484,615585587391
3421;1;2;2;23;03;68;68;1;484,615585587391
3421;1;3;1;7;03;68;68;1;484,615585587391
3421;2;1;1;27;03;68;68;1;484,615585587391
3422;1;1;1;25;03;19;19;1;87,656593949418
3422;1;2;2;22;03;19;19;1;87,656593949418
3422;1;3;1;1;03;19;19;1;87,656593949418
3423;1;1;1;47;03;20;20;1;154,247899599056
3423;1;2;2;40;03;20;20;1;154,247899599056
3423;1;3;1;15;03;20;20;1;154,247899599056
3423;1;4;2;14;03;20;20;1;154,247899599056
3423;1;5;2;13;03;20;20;1;154,247899599056
3425;1;1;1;57;03;13;13;1;634,194642629801
3425;1;2;2;0;03;13;13;1;634,194642629801
3425;1;3;1;8;03;13;13;1;634,194642629801
3426;1;1;2;66;03;17;17;1;191,019913712889
3426;1;2;1;29;03;17;17;1;191,019913712889
3427;1;1;1;60;03;15;15;1;117,02007354992
3427;1;2;2;55;03;15;15;1;117,02007354992
3427;1;3;1;11;03;15;15;1;117,02007354992
3428;1;1;2;63;03;50;50;1;169,125285651821
3428;1;2;2;18;03;50;50;1;169,125285651821
3428;1;3;1;0;03;50;50;1;169,125285651821
3428;1;4;1;17;03;50;50;1;169,125285651821
3429;1;1;2;61;03;68;68;1;439,302078887217
3429;1;2;2;65;03;68;68;1;439,302078887217
3429;1;3;1;72;03;68;68;1;439,302078887217
3430;1;1;1;37;03;73;73;1;186,209849367072
3430;1;2;2;32;03;73;73;1;186,209849367072
3430;1;3;2;6;03;73;73;1;186,209849367072
3432;1;1;1;58;03; ;76;1;1687,07452167826
3432;1;2;2;55;03; ;76;1;1687,07452167826
3433;1;1;1;54;03;50;50;1;151,371117162106
3433;1;2;2;37;03;50;50;1;151,371117162106
3433;1;3;2;12;03;50;50;1;151,371117162106
3434;1;1;1;53;03;08;08;1;647,972300978498
3434;1;2;2;52;03;08;08;1;647,972300978498
3435;1;1;1;70;03;68;68;1;206,611755461979
3435;1;2;1;68;03;68;68;1;206,611755461979
3435;1;3;2;26;03;68;68;1;206,611755461979
3435;1;4;1;7;03;68;68;1;206,611755461979
3436;1;1;2;54;03;05;05;1;864,368591757519
3436;1;2;2;77;03;05;05;1;864,368591757519
3436;1;3;2;30;03;05;05;1;864,368591757519
3436;1;4;2;28;03;05;05;1;864,368591757519
3437;1;1;1;50;03;54;54;1;481,44468585084
3437;1;2;1;45;03;54;54;1;481,44468585084
3437;1;3;2;5;03;54;54;1;481,44468585084
3438;2;1;1;41;03;52;52;1;164,485938086453
3438;2;2;2;37;03;52;52;1;164,485938086453
3438;2;3;1;14;03;52;52;1;164,485938086453
3438;2;4;1;11;03;52;52;1;164,485938086453
3439;1;1;2;23;03;19;19;1;78,4468248695986
3442;1;1;1;53;03;17;17;1;298,059414268268
3442;1;2;2;49;03;17;17;1;298,059414268268
3442;1;3;1;24;03;17;17;1;298,059414268268
3445;1;1;2;56;03;23;23;1;150,817790987652
3445;1;2;1;54;03;23;23;1;150,817790987652
3447;1;1;1;61;03;50;50;1;86,4290756066633
3447;1;2;2;55;03;50;50;1;86,4290756066633
3447;1;3;1;8;03;50;50;1;86,4290756066633
3448;1;1;1;63;03;19;19;1;57,7092800096654
3448;1;2;2;65;03;19;19;1;57,7092800096654
3451;1;1;2;72;03;73;73;1;148,37293837123
3451;1;2;1;57;03;73;73;1;148,37293837123
3453;1;1;1;65;03;15;15;1;152,126993007445
3453;1;2;2;58;03;15;15;1;152,126993007445
3453;1;3;1;31;03;15;15;1;152,126993007445
3453;1;4;1;17;03;15;15;1;152,126993007445
3453;1;5;1;18;03;15;15;1;152,126993007445
3455;1;1;2;71;03;19;19;1;99,8639659692868
3455;1;2;2;36;03;19;19;1;99,8639659692868
3455;1;3;1;36;03;19;19;1;99,8639659692868
3455;1;4;2;12;03;19;19;1;99,8639659692868
3456;1;1;1;54;03;70;70;1;126,552721603747
3456;1;2;2;39;03;70;70;1;126,552721603747
3456;1;4;2;11;03;70;70;1;126,552721603747
3456;1;5;1;13;03;70;70;1;126,552721603747
3457;1;1;2;66;03;63;63;1;122,390160314231
3458;1;1;2;74;03;05;05;1;911,250461508974
3459;1;1;1;61;03;68;68;1;801,122097220241
3459;1;2;2;65;03;68;68;1;801,122097220241
3459;1;3;1;26;03;68;68;1;801,122097220241
3460;1;1;2;94;03;73;73;1;177,192794167597
3464;1;1;1;51;03;23;23;1;150,817790987652
3464;1;2;2;55;03;23;23;1;150,817790987652
3465;1;1;1;63;03;68;68;1;425,245678898203
3465;1;2;2;56;03;68;68;1;425,245678898203
3465;1;3;1;30;03;68;68;1;425,245678898203
3465;1;4;2;25;03;68;68;1;425,245678898203
3465;1;5;2;87;03;68;68;1;425,245678898203
3466;1;1;1;58;03;05;05;1;892,590374489531
3466;1;2;2;48;03;05;05;1;892,590374489531
3467;1;1;2;30;03;20;20;1;105,120566004154
3467;1;2;1;36;03;20;20;1;105,120566004154
3467;1;3;1;11;03;20;20;1;105,120566004154
3467;1;4;2;8;03;20;20;1;105,120566004154
3467;1;5;1;2;03;20;20;1;105,120566004154
3470;1;1;1;35;03;73;73;1;274,200806793406
3470;1;2;2;41;03;73;73;1;274,200806793406
3470;1;3;1;12;03;73;73;1;274,200806793406
3470;1;4;2;9;03;73;73;1;274,200806793406
3470;1;5;2;2;03;73;73;1;274,200806793406
3471;1;1;2;49;03;19;19;1;106,446265799958
3471;1;2;2;23;03;19;19;1;106,446265799958
3471;1;3;2;2;03;19;19;1;106,446265799958
3471;1;4;2;13;03;19;19;1;106,446265799958
3474;1;1;2;47;03;05;05;1;1951,60981863665
3474;1;2;1;27;03;05;05;1;1951,60981863665
3474;1;3;1;21;03;05;05;1;1951,60981863665
3475;1;1;1;36;03;19;19;1;101,704297113026
3475;1;2;2;38;03;19;19;1;101,704297113026
3475;1;3;2;9;03;19;19;1;101,704297113026
3475;1;4;2;4;03;19;19;1;101,704297113026
3476;1;1;1;55;03;23;23;1;96,8062669328374
3476;1;2;2;57;03;23;23;1;96,8062669328374
3481;1;1;2;59;03;27;27;1;20,2812866773529
3481;1;2;1;63;03;27;27;1;20,2812866773529
3481;1;3;2;29;03;27;27;1;20,2812866773529
3483;1;1;2;34;03;50;50;1;152,944375609109
3483;1;2;1;12;03;50;50;1;152,944375609109
3483;1;3;2;9;03;50;50;1;152,944375609109
3483;1;4;2;61;03;50;50;1;152,944375609109
3483;1;5;2;21;03;50;50;1;152,944375609109
3484;1;1;2;52;03;08;08;1;694,280352136431
3484;1;2;2;29;03;08;08;1;694,280352136431
3485;1;1;2;37;03;15;15;1;87,5872998109069
3485;1;2;1;17;03;15;15;1;87,5872998109069
3485;1;3;1;13;03;15;15;1;87,5872998109069
3485;1;4;1;9;03;15;15;1;87,5872998109069
3486;1;1;2;52;03;05;05;1;1461,38962363096
3486;1;2;1;54;03;05;05;1;1461,38962363096
3486;1;3;2;20;03;05;05;1;1461,38962363096
3486;1;4;1;15;03;05;05;1;1461,38962363096
3489;1;1;2;55;03;68;68;1;567,847653606743
3489;1;2;2;81;03;68;68;1;567,847653606743
3492;1;1;1;57;03;73;73;1;140,554424750779
3492;1;2;2;52;03;73;73;1;140,554424750779
3493;1;1;1;51;03;08;08;1;1726,67591005596
3493;1;2;2;39;03;08;08;1;1726,67591005596
3493;1;3;1;5;03;08;08;1;1726,67591005596
3493;1;4;1;3;03;08;08;1;1726,67591005596
3494;1;1;1;49;03;20;20;1;121,04439756668
3494;1;2;2;54;03;20;20;1;121,04439756668
3494;1;3;2;30;03;20;20;1;121,04439756668
3495;1;1;1;65;03;66;66;1;91,8115649404999
3495;1;2;2;60;03;66;66;1;91,8115649404999
3495;1;3;2;84;03;66;66;1;91,8115649404999
3495;1;4;2;70;03;66;66;1;91,8115649404999
3496;1;1;2;60;03;18;18;1;81,1161865981149
3496;1;2;1;2;03;18;18;1;81,1161865981149
3496;1;3;2;5;03;18;18;1;81,1161865981149
3497;1;1;1;25;03; ;76;1;4489,46386254331
3497;1;2;2;25;03; ;76;1;4489,46386254331
3497;1;3;2;6;03; ;76;1;4489,46386254331
3497;1;4;1;4;03; ;76;1;4489,46386254331
3500;1;1;2;29;03;27;27;1;30,8170200162375
3500;1;2;2;13;03;27;27;1;30,8170200162375
3503;1;1;1;62;03;23;23;1;85,6418643251517
3503;1;2;2;52;03;23;23;1;85,6418643251517
3503;1;3;2;25;03;23;23;1;85,6418643251517
3504;1;1;2;69;03;70;70;1;133,620901593408
3504;1;2;1;48;03;70;70;1;133,620901593408
3504;1;3;1;20;03;70;70;1;133,620901593408
3504;1;4;2;14;03;70;70;1;133,620901593408
3507;1;1;2;65;03;50;50;1;95,9120866773447
3507;1;2;2;27;03;50;50;1;95,9120866773447
3507;1;3;1;29;03;50;50;1;95,9120866773447
3510;1;1;2;63;03;17;17;1;189,467405609383
3511;1;1;2;29;03;66;66;1;488,674078036704
3511;1;2;2;6;03;66;66;1;488,674078036704
3514;1;1;1;38;03;63;63;1;222,457451063271
3514;1;2;2;37;03;63;63;1;222,457451063271
3514;1;3;1;11;03;63;63;1;222,457451063271
