DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
6,005,687;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;911.33901037
6,005,688;1;2;1;80;2;2;;400,000;1;3;;2;;;9;;2;2;;2;;1;11;4;20;1027.118111
6,005,688;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;1027.118111
6,005,690;1;2;1;80;2;2;;350,000;2;;;;2;;;.;2;2;;2;;1;11;;20;2067.0556005
6,005,691;1;1;1;80;2;;;;1;3;;2;;;4;;2;2;;2;;1;11;4;20;697.41444633
6,005,691;1;3;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;20;697.41444633
6,005,692;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;2114.7078511
6,005,692;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;2114.7078511
6,005,693;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;20;1611.4188764
6,005,693;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;1611.4188764
6,005,693;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;1611.4188764
6,005,693;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;1611.4188764
6,005,693;1;7;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;1611.4188764
6,005,694;1;3;1;80;2;1;40;400,000;1;7;;2;;;1;;2;2;;2;;1;11;1.1;20;1508.0460074
6,005,694;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;1508.0460074
6,005,694;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;1508.0460074
6,005,695;1;2;1;80;2;1;48;600,000;1;3;;2;;;9;;2;2;;2;;1;11;1.2;20;1330.4817218
6,005,695;1;5;1;80;2;2;;200,000;1;4;;2;;;4;;2;2;;2;;1;11;1.2;20;1330.4817218
6,005,696;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;697.41444633
6,005,696;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;697.41444633
6,005,697;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;20;1247.4034955
6,005,697;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;1247.4034955
6,005,698;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;1568.3862823
6,005,699;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;2206.5838215
6,005,699;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;2206.5838215
6,005,699;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;2206.5838215
6,005,699;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;2206.5838215
6,005,700;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;2408.1172108
6,005,700;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;2408.1172108
6,005,700;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;2408.1172108
6,005,700;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;2408.1172108
6,005,700;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;2408.1172108
6,005,702;1;2;1;80;2;1;40;400,000;1;4;;2;;;4;;2;2;;2;;1;11;2;20;1673.0343083
6,005,702;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;1673.0343083
6,005,702;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;1673.0343083
6,005,703;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;1.4;20;807.96554558
6,005,703;1;2;1;80;2;;;;1;6;;2;;;1;;2;2;;2;;1;11;2;20;807.96554558
6,005,704;1;1;1;80;2;2;;500,000;1;4;;2;;;4;;2;2;;1;200,000;1;11;1.2;20;697.41444633
6,005,704;1;3;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;20;697.41444633
6,005,705;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;1262.5829314
6,005,706;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;1492.8665714
6,005,706;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;1492.8665714
6,005,706;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;1492.8665714
6,005,706;1;4;1;80;2;1;40;600,000;1;8;;2;;;1;;2;2;;1;700,000;1;11;1.2;20;1492.8665714
6,005,707;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;1144.0300307
6,005,708;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;3;20;926.51844629
6,005,708;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;20;926.51844629
6,005,708;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;926.51844629
6,005,709;1;2;1;80;2;1;40;500,000;1;3;;2;;;9;;2;2;;2;;1;11;3;20;697.41444633
6,005,709;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;697.41444633
6,005,709;1;5;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;2;20;697.41444633
6,005,710;1;1;1;80;2;1;48;400,000;1;4;;2;;;4;;2;2;;2;;1;11;4;20;1361.8876909
6,005,710;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;1361.8876909
6,005,710;1;7;1;80;2;2;;500,000;1;3;;2;;;9;;2;2;;2;;1;11;4;20;1361.8876909
6,005,711;1;3;1;80;2;1;48;800,000;1;8;;2;;;1;;2;2;;2;;1;11;2;20;999.02402965
6,005,711;1;5;1;80;2;2;;600,000;1;8;;2;;;9;;2;2;;2;;1;11;2;20;999.02402965
6,005,711;1;9;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;999.02402965
6,005,786;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;20;1348.0031602
6,005,786;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;1348.0031602
6,005,789;1;1;1;80;2;;;;1;5;;2;;;10;;3;3;;2;;1;11;2;20;1516.7134294
6,005,789;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;20;1516.7134294
6,005,789;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;1516.7134294
6,005,789;1;9;1;80;2;2;;98;1;3;;2;;;9;;2;2;;2;;1;11;4;20;1516.7134294
6,005,790;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;20;1946.0390472
6,005,790;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;20;1946.0390472
6,005,791;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;2253.4095539
6,005,792;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;20;1389.59144
6,005,793;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;20;2527.4688706
6,005,793;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;2527.4688706
6,005,793;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;2527.4688706
6,005,793;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;2527.4688706
6,005,794;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;1912.1076162
6,005,795;1;2;1;80;2;2;;908,000;1;3;;2;;;9;;2;2;;2;;1;11;3;20;1472.8400152
6,005,795;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;1472.8400152
6,005,797;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;1.4;20;1156.8020864
6,005,797;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;1156.8020864
6,005,799;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;20;1348.0031602
6,005,799;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;1348.0031602
6,005,800;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;20;833.08696477
6,005,800;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;20;833.08696477
6,005,800;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;833.08696477
6,005,800;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;20;833.08696477
6,005,826;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;3299.3320414
6,005,827;1;2;1;80;2;1;24;500,000;2;;;;2;;;.;2;2;;2;;1;11;;05;6945.1609148
6,005,827;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;6945.1609148
6,005,827;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;05;6945.1609148
6,005,829;1;1;1;80;2;;;;1;5;;2;;;4;;2;2;;2;;1;11;4;05;3299.3320414
6,005,829;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;3299.3320414
6,005,832;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;3299.3320414
6,005,832;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;05;3299.3320414
6,005,833;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;05;3299.3320414
6,005,833;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;3299.3320414
6,005,834;1;2;1;80;2;2;;500,000;1;8;;2;;;9;;2;2;;2;;1;11;1.4;05;5111.0203149
6,005,853;1;3;1;80;2;;;;1;8;;2;;;2;;2;2;;2;;1;11;1.3;05;2242.4232992
6,005,854;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;05;2242.4232992
6,005,855;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;05;7072.0559393
6,005,856;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;10090.904846
6,005,862;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;2242.4232992
6,005,862;1;3;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;2;05;2242.4232992
6,005,863;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;05;10090.904846
6,005,864;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;2242.4232992
6,005,865;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;05;2242.4232992
6,005,865;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;2242.4232992
6,005,869;1;3;1;80;2;2;;908,500;1;2;;2;;;2;;2;2;;2;;1;11;1.4;05;2462.1185701
6,005,871;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;05;2242.4232992
6,005,872;1;1;1;80;2;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;05;2242.4232992
6,005,872;1;2;1;80;2;;;;1;5;;2;;;9;;2;2;;2;;1;11;4;05;2242.4232992
6,005,872;1;3;1;80;2;;;;1;5;;2;;;10;;2;2;;2;;1;11;4;05;2242.4232992
6,005,873;1;1;1;80;2;;;;1;8;;2;;;8;;2;2;;2;;1;11;4;05;2242.4232992
6,005,874;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;05;2242.4232992
6,005,875;1;1;1;80;2;1;50;908,000;1;4;;1;;1;8;;2;2;;2;;1;11;3;05;2242.4232992
6,005,875;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;2242.4232992
6,005,876;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;2242.4232992
6,005,876;1;3;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;1.4;05;2242.4232992
6,005,877;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;10090.904846
6,005,878;1;1;1;80;2;;;;1;6;;2;;;7;;2;2;;2;;1;11;4;05;2242.4232992
6,005,900;1;2;1;80;2;1;48;600,000;1;3;;2;;;3;;2;2;;2;;1;11;4;47;1186.8597408
6,005,904;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1034.1186235
6,005,906;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1738.3738044
6,005,906;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1738.3738044
6,005,906;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1738.3738044
6,005,906;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1738.3738044
6,005,907;1;2;1;80;2;1;24;150,000;1;3;;2;;;9;;2;2;;2;;1;11;3;47;1199.8246029
6,005,907;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1199.8246029
6,005,908;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1071.9557937
6,005,910;1;2;1;80;2;1;48;908,526;1;3;;2;;;9;;2;2;;2;;1;11;4;47;791.34586712
6,005,911;1;1;1;80;2;;;;1;7;;2;;;1;;2;2;;2;;1;11;4;47;1323.4699745
6,005,911;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1323.4699745
6,005,912;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1884.6586321
6,005,912;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1884.6586321
6,005,913;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;988.03273026
6,005,914;1;1;1;80;2;1;48;800,000;1;3;;2;;;9;;2;2;;2;;1;11;4;47;890.2336045
6,005,914;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;890.2336045
6,005,914;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;890.2336045
6,005,915;1;2;1;80;2;1;20;500,000;1;3;;2;;;9;;2;2;;2;;1;11;4;47;877.26874241
6,005,917;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;2;47;690.08900776
6,005,918;1;2;1;80;2;;;;1;1;;2;;;8;;2;2;;2;;1;11;4;47;778.38100503
6,005,921;1;1;1;80;2;;;;2;;;;2;;;.;3;3;;2;;1;11;;47;595.66654284
6,005,921;1;2;1;80;2;;;;1;7;;2;;;9;;2;2;;2;;1;11;4;47;595.66654284
6,005,921;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;595.66654284
6,005,923;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;47;595.66654284
6,005,925;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1332.166757
6,005,926;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;853.6067771
6,005,926;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;853.6067771
6,005,926;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;853.6067771
6,005,927;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;3;47;1548.3275635
6,005,927;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1548.3275635
6,005,928;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1579.207593
6,005,928;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1579.207593
6,005,928;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1579.207593
6,005,928;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1579.207593
6,005,929;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1597.6236114
6,005,930;1;2;1;80;2;;;;1;9;POR PANDEMIA;2;;;9;;1;1;4;2;;1;11;3;47;1400.7488589
6,005,930;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1400.7488589
6,005,930;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1400.7488589
6,005,930;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1400.7488589
6,005,930;1;6;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;47;1400.7488589
6,005,930;1;7;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1400.7488589
6,005,931;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;595.66654284
6,005,936;1;1;1;80;2;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;47;595.66654284
6,005,936;1;2;1;80;2;;;;1;6;;2;;;1;;2;2;;2;;1;11;4;47;595.66654284
6,005,937;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;778.38100503
6,005,939;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;952.5958776
6,005,941;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;47;1310.5885908
6,005,941;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1310.5885908
6,005,942;1;2;1;80;2;1;48;98;2;;;;2;;;.;2;2;;2;;1;11;;47;1876.2505932
6,005,944;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;47;988.03273026
6,005,944;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;988.03273026
6,005,946;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;988.03273026
6,005,948;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;47;595.66654284
6,005,949;1;2;1;80;2;2;;500,000;1;8;;2;;;4;;2;2;;2;;1;11;1.3;47;1151.338901
6,005,950;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;988.03273026
6,005,951;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;1.3;47;1177.2686252
6,005,951;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1177.2686252
6,005,951;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1177.2686252
6,005,951;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1177.2686252
6,005,952;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1199.8246029
6,005,952;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1199.8246029
6,005,953;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;990.0888905
6,005,953;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;990.0888905
6,005,958;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;47;595.66654284
6,005,958;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;595.66654284
6,005,959;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;965.56073968
6,005,961;1;1;1;80;2;;;;1;3;;2;;;4;;2;2;;2;;1;11;4;47;988.03273026
6,005,961;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;988.03273026
6,005,962;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1557.1350904
6,005,962;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1557.1350904
6,005,962;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1557.1350904
6,005,962;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1557.1350904
6,005,965;1;4;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;47;807.20487421
6,005,968;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;47;906.23243837
6,005,968;1;2;1;80;2;1;25;300,000;1;3;;2;;;1;;2;2;;2;;1;11;2;47;906.23243837
6,005,968;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;906.23243837
6,005,969;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1323.4699745
6,005,969;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1323.4699745
6,005,971;1;2;1;80;2;;;;1;6;;2;;;11;;2;2;;2;;1;11;1.4;47;862.22008125
6,005,972;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1023.4700917
6,005,974;1;1;1;80;2;;;;1;7;;2;;;1;;2;2;;2;;1;11;2;47;1032.9394205
6,005,975;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1640.658157
6,005,975;1;6;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1640.658157
6,005,975;1;7;1;80;2;;;;1;8;;2;;;9;;2;2;;2;;1;11;1.2;47;1640.658157
6,005,979;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;595.66654284
6,005,979;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;595.66654284
6,005,982;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;1.3;47;595.66654284
6,005,982;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;595.66654284
6,005,982;1;6;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;595.66654284
6,005,983;1;1;1;80;2;1;25;300,000;1;3;;2;;;9;;2;2;;2;;1;11;3;47;1275.0677509
6,005,983;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1275.0677509
6,005,983;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1275.0677509
6,006,101;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1611.0003514
6,006,102;1;2;1;80;2;1;24;300,000;1;3;;2;;;9;;2;2;;2;;1;11;4;47;2111.8492375
6,006,102;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;2111.8492375
6,006,102;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;2111.8492375
6,006,107;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;2069.1400018
6,006,108;1;1;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;11;2;47;1999.1227523
6,006,111;1;2;1;80;2;2;;98;1;6;;2;;;8;;2;2;;2;;1;11;4;47;1688.5189422
6,006,111;1;5;1;80;2;1;48;300,000;1;2;;1;;1;2;;2;2;;2;;1;11;1.2;47;1688.5189422
6,006,111;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1688.5189422
6,006,120;1;2;1;80;2;;;;1;7;;2;;;9;;2;2;;2;;1;11;4;47;1408.3877165
6,006,121;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;2;47;2136.4446895
6,006,123;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;47;1667.6874796
6,006,124;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1902.096839
6,006,124;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;1902.096839
6,006,125;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;47;668.73981605
6,006,125;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;47;668.73981605
6,006,125;1;6;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;11;2;47;668.73981605
6,006,159;1;2;1;80;2;1;24;450,000;1;3;;1;;2;9;;2;2;;2;;1;11;2;52;7427.3718146
6,006,171;1;2;1;80;2;1;24;400,000;2;;;;1;2;9;;2;2;;2;;1;11;;52;2800.9432918
6,006,172;1;2;1;80;2;1;25;500,000;1;8;;2;;;9;;2;2;;2;;1;11;1.3;52;7427.3718146
6,006,172;1;3;1;80;2;;;;1;6;;2;;;2;;;;;2;;1;11;1.4;52;7427.3718146
6,006,173;1;2;1;80;2;1;48;908,526;1;8;;2;;;1;;2;2;;2;;1;11;1.3;52;1727.2957708
6,006,173;1;3;1;80;2;1;40;908,526;1;8;;2;;;1;;2;2;;2;;1;11;1.2;52;1727.2957708
6,006,174;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;1727.2957708
6,006,174;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;52;1727.2957708
6,006,175;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;1727.2957708
6,006,183;1;1;1;80;2;;;;1;5;;2;;;4;;3;3;;2;;1;11;4;52;1727.2957708
6,006,183;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;1727.2957708
6,006,184;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;1727.2957708
6,006,186;1;4;1;80;2;;;;1;2;;2;;;2;;2;2;;2;;1;11;3;52;1727.2957708
6,006,186;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;52;1727.2957708
6,006,187;1;1;1;80;2;1;24;300,000;1;3;;2;;;9;;2;2;;2;;1;11;4;52;7427.3718146
6,006,187;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;52;7427.3718146
6,006,190;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;52;1727.2957708
6,006,191;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;3;52;1727.2957708
6,006,191;1;2;1;80;2;;;;2;;;;1;4;9;;2;2;;2;;1;11;;52;1727.2957708
6,006,192;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;52;1727.2957708
6,006,195;1;3;1;80;2;;;;1;9;PANDEMIA COVID 19;2;;;4;;2;2;;2;;1;11;3;52;1727.2957708
6,006,197;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;52;7427.3718146
6,006,198;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;3;52;1727.2957708
6,006,198;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;1727.2957708
6,006,198;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;1727.2957708
6,006,199;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;1727.2957708
6,006,201;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;52;1727.2957708
6,006,204;1;1;1;80;2;2;;908,000;1;4;;2;;;1;;2;2;;2;;1;11;2;52;2549.4369703
6,006,205;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;2549.4369703
6,006,206;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;52;2549.4369703
6,006,208;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;2549.4369703
6,006,210;1;2;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;11;4;52;2549.4369703
6,006,212;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;2549.4369703
6,006,212;1;3;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;11;1.4;52;2549.4369703
6,006,212;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;11;;52;2549.4369703
