DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6290;P6290S1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;DPTO;fex_c_2011
995648;1;7;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;170.002.120.816.078
995652;1;1;1;50;2;1;4;;2;1;;;;;;;;;;;;;19;20.290.717.627.774
995652;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;20.290.717.627.774
995652;1;3;1;50;2;3;3;;2;2;2;2;;;1;12;;;;;;;19;20.290.717.627.774
995652;1;4;1;50;2;4;4;;2;2;2;1;2;;;;;;;;;1;19;20.290.717.627.774
995652;1;5;1;50;2;1;6;VER TELEVISION;2;2;2;2;;;2;;;;;;;;19;20.290.717.627.774
995654;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;180.664.170.420.948
995654;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;180.664.170.420.948
995654;1;6;1;50;2;6;1;;;;;;;;;;;;;;;;19;180.664.170.420.948
995654;1;7;1;50;2;7;3;;2;2;2;2;;;2;;;;;;;;19;180.664.170.420.948
995656;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;118.701.376.946.052
995659;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;968.925.980.317.234
995661;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;19;135.663.410.020.612
995661;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;135.663.410.020.612
995661;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;19;135.663.410.020.612
995661;1;4;1;50;2;4;4;;2;2;2;2;;;2;;;;;;;;19;135.663.410.020.612
995661;1;5;1;50;2;5;3;;2;2;2;2;;;2;;;;;;;;19;135.663.410.020.612
995664;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;853.236.836.958.496
995664;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;853.236.836.958.496
995665;1;1;1;50;2;1;4;;1;;;;;;;;;;;;;;19;926.964.668.326.418
995665;1;2;1;50;2;2;6;ESTABA ENFERMO;2;2;2;2;;;2;;;;;;;;19;926.964.668.326.418
995665;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;19;926.964.668.326.418
995665;1;4;1;50;2;4;1;;;;;;;;;;;;;;;;19;926.964.668.326.418
995668;1;1;1;50;2;1;6;ESTABA ENFERMO;2;2;2;2;;;2;;;;;;;;19;853.236.836.958.496
995668;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;19;853.236.836.958.496
995669;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;853.236.836.958.496
995669;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;853.236.836.958.496
995671;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;157.490.480.428.496
995671;1;2;1;50;2;2;6;ESTA A DIETA DE MATERNIDAD;2;2;2;2;;;2;;;;;;;;19;157.490.480.428.496
995671;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;19;157.490.480.428.496
995671;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;157.490.480.428.496
995673;1;1;1;50;2;1;6;ESTUVO DE VIAJE;2;1;;;;;;;;;;;;;19;923.819.842.599.372
995673;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;923.819.842.599.372
995673;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;923.819.842.599.372
995673;1;4;1;50;2;4;3;;1;;;;;;;;;;;;;;19;923.819.842.599.372
995676;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;19;853.236.836.958.496
995676;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;853.236.836.958.496
995678;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;105.789.977.605.231
995678;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;105.789.977.605.231
995682;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;125.897.713.373.454
995682;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;125.897.713.373.454
995682;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;125.897.713.373.454
995684;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;129.600.941.275.496
995684;1;2;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;129.600.941.275.496
995684;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;129.600.941.275.496
995685;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;128.374.066.060.688
995685;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;128.374.066.060.688
995685;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;128.374.066.060.688
995687;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;144.166.370.132.258
995687;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;144.166.370.132.258
995687;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;19;144.166.370.132.258
995687;1;4;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;19;144.166.370.132.258
995687;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;144.166.370.132.258
995688;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;952.884.293.100.149
995688;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;952.884.293.100.149
995688;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;19;952.884.293.100.149
995688;1;4;1;50;2;4;1;;;;;;;;;;;;;;;;19;952.884.293.100.149
995689;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;105.448.895.006.566
995689;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;105.448.895.006.566
995692;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;938.533.806.447.328
995692;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;938.533.806.447.328
995692;1;6;1;50;2;1;5;;;;;;;;;;;;;;;;19;938.533.806.447.328
995694;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;138.809.112.714.276
995694;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;138.809.112.714.276
995695;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;161.531.237.033.048
995695;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;161.531.237.033.048
995695;1;3;1;50;2;3;4;;2;2;2;2;;;2;;;;;;;;19;161.531.237.033.048
995697;1;1;1;50;2;1;4;;1;;;;;;;;;;;;;;19;126.534.987.051.268
995697;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;19;126.534.987.051.268
995697;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;126.534.987.051.268
995697;1;4;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;126.534.987.051.268
995702;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;127.240.198.378.402
995702;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;127.240.198.378.402
995702;1;3;1;50;2;3;4;;2;2;1;;;;;;;;;;;;19;127.240.198.378.402
995704;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;968.925.980.317.234
995705;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;946.460.289.170.768
995705;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;946.460.289.170.768
995706;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;138.268.537.276.416
995706;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;138.268.537.276.416
995706;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;138.268.537.276.416
995709;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;112.675.428.032.295
995709;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;112.675.428.032.295
995709;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;19;112.675.428.032.295
995709;1;4;1;50;2;4;4;;2;2;2;2;;;2;;;;;;;;19;112.675.428.032.295
995709;1;5;1;50;2;5;1;;;;;;;;;;;;;;;;19;112.675.428.032.295
995709;1;6;1;50;2;6;1;;;;;;;;;;;;;;;;19;112.675.428.032.295
995709;1;7;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;19;112.675.428.032.295
995711;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;147.643.681.353.587
995711;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;147.643.681.353.587
995711;1;3;1;50;2;3;4;;2;2;1;;;;;;;;;;;;19;147.643.681.353.587
995711;1;4;1;50;2;4;4;;2;2;1;;;;;;;;;;;;19;147.643.681.353.587
995711;1;5;1;50;2;5;4;;2;2;1;;;;;;;;;;;;19;147.643.681.353.587
995711;1;6;1;50;2;6;4;;2;2;2;2;;;2;;;;;;;;19;147.643.681.353.587
995730;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;968.925.980.317.234
995732;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;19;836.667.161.181.972
995732;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;836.667.161.181.972
995733;1;1;1;50;2;1;4;;2;2;1;;;;;;;;;;;;19;844.327.643.645.815
995734;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;126.534.987.051.268
995734;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;126.534.987.051.268
995734;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;126.534.987.051.268
995734;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;126.534.987.051.268
995736;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;104.088.934.459.126
995736;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;104.088.934.459.126
995736;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;104.088.934.459.126
995738;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;963.029.964.947.291
995738;2;1;2;50;2;1;1;;;;;;;;;;;;;;;;19;963.029.964.947.291
995744;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;135.202.583.052.188
995744;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;135.202.583.052.188
995744;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;135.202.583.052.188
995744;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;135.202.583.052.188
995745;1;1;1;50;2;1;4;;1;;;;;;;;;;;;;;19;167.118.278.023.617
995745;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;167.118.278.023.617
995745;1;4;1;50;2;4;4;;2;2;2;2;;;2;;;;;;;;19;167.118.278.023.617
995745;1;5;1;50;2;5;1;;;;;;;;;;;;;;;;19;167.118.278.023.617
995745;1;6;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;19;167.118.278.023.617
995745;1;8;1;50;2;8;4;;2;2;2;2;;;2;;;;;;;;19;167.118.278.023.617
995745;1;10;1;50;2;8;3;;2;2;2;2;;;2;;;;;;;;19;167.118.278.023.617
995748;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;115.259.483.173.239
995748;1;2;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;115.259.483.173.239
995748;1;5;1;50;2;5;4;;2;2;2;2;;;2;;;;;;;;19;115.259.483.173.239
995750;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;128.032.983.462.023
995750;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;128.032.983.462.023
995750;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;19;128.032.983.462.023
995752;1;1;1;50;2;1;4;;1;;;;;;;;;;;;;;19;83.077.114.581.203
995752;1;3;1;50;2;3;4;;2;2;2;2;;;2;;;;;;;;19;83.077.114.581.203
995752;1;4;1;50;2;3;5;;;;;;;;;;;;;;;;19;83.077.114.581.203
995755;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;126.534.987.051.268
995755;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;126.534.987.051.268
995755;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;19;126.534.987.051.268
995755;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;126.534.987.051.268
995757;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;125.539.155.232.297
995757;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;125.539.155.232.297
995757;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;19;125.539.155.232.297
995757;1;4;1;50;2;4;1;;;;;;;;;;;;;;;;19;125.539.155.232.297
995758;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;853.236.836.958.496
995758;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;19;853.236.836.958.496
995760;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;117.230.117.372.534
995760;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;117.230.117.372.534
995760;1;3;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;117.230.117.372.534
995762;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;126.238.795.972.119
995762;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;126.238.795.972.119
995762;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;126.238.795.972.119
995764;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;126.534.987.051.268
995764;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;126.534.987.051.268
995764;1;3;1;50;2;3;6;REALIZANDO UN CURSO EN EL SENA;2;2;2;2;;;1;13;SE ESTA CAPACITANDO;;;;;;19;126.534.987.051.268
995764;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;126.534.987.051.268
995766;1;1;1;50;2;1;6;DESCANSANDO;2;2;2;2;;;2;;;;;;;;19;596.454.892.415.232
995766;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;596.454.892.415.232
995766;1;3;1;50;2;3;4;;2;2;1;;;;;;;;;;;;19;596.454.892.415.232
995766;1;4;1;50;2;4;1;;;;;;;;;;;;;;;;19;596.454.892.415.232
995769;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;629.253.032.445.267
995769;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;629.253.032.445.267
995769;1;3;1;50;2;2;6;DESCANSANDO;2;2;2;2;;;2;;;;;;;;19;629.253.032.445.267
995771;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;838.431.628.275.873
995771;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;838.431.628.275.873
995772;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;853.236.836.958.496
995772;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;853.236.836.958.496
995776;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;19;150.413.888.370.853
995776;1;2;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;150.413.888.370.853
995776;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;150.413.888.370.853
995778;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;149.119.075.506.725
995778;1;2;1;50;2;2;6;CUIDANDO A UN FAMILIAR ENFERMO;2;2;2;2;;;2;;;;;;;;19;149.119.075.506.725
995778;1;3;1;50;2;3;4;;2;2;2;2;;;1;2;;2;;2;;;19;149.119.075.506.725
995778;1;4;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;149.119.075.506.725
995778;1;5;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;149.119.075.506.725
995780;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;13.939.871.425.127
995781;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;146.642.722.819.492
995781;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;146.642.722.819.492
995781;1;3;1;50;2;3;6;DESCANSANDO;1;;;;;;;;;;;;;;19;146.642.722.819.492
995781;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;146.642.722.819.492
995781;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;146.642.722.819.492
995783;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;705.732.053.456.085
995783;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;705.732.053.456.085
995783;1;3;1;50;2;3;4;;2;2;2;2;;;2;;;;;;;;19;705.732.053.456.085
995783;1;4;1;50;2;4;6;NADA;1;;;;;;;;;;;;;;19;705.732.053.456.085
995786;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;115.094.847.283.965
995786;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;115.094.847.283.965
995786;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;115.094.847.283.965
995788;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;124.058.634.364.035
995788;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;124.058.634.364.035
995788;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;124.058.634.364.035
995788;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;124.058.634.364.035
995791;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;172.785.668.796.217
995791;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;172.785.668.796.217
995794;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;620.343.839.132.586
995794;1;2;1;50;2;2;6;TRABAJO CULTIVANDO MAIZ;FRIJOL PARA EL AUTOCONSUMO;2;2;2;2;;;2;;;;;;;;19;620.343.839.132.586
995795;1;1;1;50;2;1;6;CULTIVANDO MAIZ;YUCA;ARRACAHA; PARA EL AUTOCONSUMO;2;2;2;2;;;2;;;;;;;;19;853.236.836.958.496
995795;1;2;1;50;2;2;6;CULTIVANDO MAIZ; YUCA;ARRACACHA PARA EL AUTOCONSUMO;2;2;2;2;;;2;;;;;;;;19;853.236.836.958.496
995797;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;118.111.775.409.058
995797;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;118.111.775.409.058
995798;1;1;1;50;2;1;4;;1;;;;;;;;;;;;;;19;129.600.941.275.496
995798;1;2;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;129.600.941.275.496
995798;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;129.600.941.275.496
995799;1;1;1;50;2;1;4;;1;;;;;;;;;;;;;;19;19.473.248.357.386
995799;1;4;1;50;2;4;6;DESCANSANDO;2;2;2;2;;;2;;;;;;;;19;19.473.248.357.386
995802;1;1;1;50;2;1;3;;2;2;2;2;;;1;2;;2;;2;;;19;117.571.199.971.198
995802;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;117.571.199.971.198
995802;1;3;1;50;2;3;4;;2;2;2;1;1;;;;;;;;;1;19;117.571.199.971.198
995804;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;946.460.289.170.768
995804;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;946.460.289.170.768
995805;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;197.301.399.921.428
995805;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;19;197.301.399.921.428
995805;1;5;1;50;2;1;6;DESCANSANDO;2;2;2;2;;;2;;;;;;;;19;197.301.399.921.428
995807;1;1;1;50;2;1;6;CULTIVANDO YUCA; MAIZ; FRIJOL PARA EL AUTOCONSUMO;2;2;2;2;;;2;;;;;;;;19;127.240.198.378.402
995807;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;127.240.198.378.402
995807;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;19;127.240.198.378.402
995808;1;1;1;50;2;1;4;;1;;;;;;;;;;;;;;19;152.429.414.089.663
995808;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;152.429.414.089.663
995810;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;117.230.117.372.534
995810;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;117.230.117.372.534
995810;1;3;1;50;2;2;6;DESCANSANDO;2;2;2;2;;;2;;;;;;;;19;117.230.117.372.534
995812;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;105.789.977.605.231
995812;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;105.789.977.605.231
995814;1;1;1;50;2;1;6;DESCANSANDO;2;2;2;2;;;2;;;;;;;;19;127.037.151.643.052
995814;1;2;1;50;2;2;4;;2;2;2;2;;;1;2;;2;;2;;;19;127.037.151.643.052
995814;1;3;1;50;2;3;6;CAPACITANDOSE EN ELECTRONICA;2;2;2;2;;;1;13;SE ESTA CAPACITANDO EN ELECTRONICA;;;;;;19;127.037.151.643.052
995815;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;853.236.836.958.496
995815;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;853.236.836.958.496
995817;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;106.131.060.203.895
995817;1;2;1;50;2;2;4;;2;2;2;1;1;;;;;;;;;1;19;106.131.060.203.895
995819;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;19;107.722.064.147.173
995821;1;1;1;50;2;1;4;;2;2;1;;;;;;;;;;;;19;107.132.462.610.178
995821;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;107.132.462.610.178
995823;1;1;1;50;2;1;4;;2;2;2;2;;;1;10;;;;;;;19;151.299.237.114.809
995823;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;151.299.237.114.809
995823;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;151.299.237.114.809
995823;1;4;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;151.299.237.114.809
995825;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;847.340.821.588.554
995825;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;847.340.821.588.554
995825;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;19;847.340.821.588.554
995826;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;128.032.983.462.023
995826;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;128.032.983.462.023
995826;1;3;1;50;2;3;2;;2;2;2;1;1;;;;;;;;;1;19;128.032.983.462.023
995828;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;968.925.980.317.234
995831;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;19;107.722.064.147.173
995833;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;963.029.964.947.291
995833;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;963.029.964.947.291
995837;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;104.726.208.136.939
995837;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;104.726.208.136.939
995837;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;19;104.726.208.136.939
995837;1;4;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;19;104.726.208.136.939
995839;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;107.318.170.614.313
995839;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;107.318.170.614.313
995839;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;19;107.318.170.614.313
995839;1;4;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;107.318.170.614.313
995840;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;1.147.537.646.853
995840;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;1.147.537.646.853
995840;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;1.147.537.646.853
995842;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;106.131.060.203.895
995842;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;106.131.060.203.895
995844;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;725.887.310.644.182
995844;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;725.887.310.644.182
995844;1;3;1;50;2;3;4;;2;2;2;2;;;2;;;;;;;;19;725.887.310.644.182
995847;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;725.887.310.644.182
995847;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;725.887.310.644.182
995847;1;4;1;50;2;4;6;INCAPACIDAD MEDICA TEMPORAL;2;2;2;2;;;2;;;;;;;;19;725.887.310.644.182
995848;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;137.337.853.140.758
995848;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;137.337.853.140.758
995848;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;137.337.853.140.758
995848;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;19;137.337.853.140.758
995850;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;101.890.037.485.299
995850;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;101.890.037.485.299
995850;1;3;1;50;2;3;5;;;;;;;;;;;;;;;;19;101.890.037.485.299
995850;1;4;1;50;2;4;1;;;;;;;;;;;;;;;;19;101.890.037.485.299
995850;1;5;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;101.890.037.485.299
995850;1;6;1;50;2;6;5;;;;;;;;;;;;;;;;19;101.890.037.485.299
995852;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;61.294.935.692.834
995852;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;61.294.935.692.834
995852;1;3;1;50;2;3;4;;2;2;2;2;;;2;;;;;;;;19;61.294.935.692.834
995854;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;949.871.115.157.411
995854;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;949.871.115.157.411
995855;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;137.337.853.140.758
995855;1;2;1;50;2;2;4;;2;2;2;1;1;;;;;;;;;1;19;137.337.853.140.758
995855;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;19;137.337.853.140.758
995855;1;4;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;19;137.337.853.140.758
995857;1;1;1;50;2;1;5;;;;;;;;;;;;;;;;19;847.340.821.588.554
995857;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;847.340.821.588.554
995857;1;3;1;50;2;1;1;;;;;;;;;;;;;;;;19;847.340.821.588.554
995859;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;206.513.705.939.828
995859;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;206.513.705.939.828
995859;1;5;1;50;2;5;4;;2;2;2;2;;;2;;;;;;;;19;206.513.705.939.828
995861;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;19;629.253.032.445.267
995861;1;2;1;50;2;2;5;;;;;;;;;;;;;;;;19;629.253.032.445.267
995861;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;19;629.253.032.445.267
995862;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;19;82.828.595.642.873
995862;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;82.828.595.642.873
995862;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;19;82.828.595.642.873
995862;1;4;1;50;2;4;1;;;;;;;;;;;;;;;;19;82.828.595.642.873
