DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
5578954;1;1;1;80;20;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;20;173.88615113
5578954;1;4;1;80;20;1;;;;2;;;;2;;;.;;;;2;;1;10;;20;173.88615113
5578955;1;1;1;80;20;1;;;;1;4;;2;;;8;;3;3;;2;;1;10;4;20;220.72328069
5578956;1;1;1;80;20;1;1;40;900000;1;3;;2;;;9;;2;2;;2;;1;10;4;20;228.16970563
5578956;1;2;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;228.16970563
5578956;1;5;1;80;20;1;;;;2;;;;2;;;.;;;;2;;1;10;;20;228.16970563
5578957;1;1;1;80;20;1;;;;1;8;;2;;;11;;2;2;;2;;1;10;3;20;195.67610304
5578960;1;2;1;80;20;1;;;;1;3;;2;;;4;;2;2;;2;;1;10;4;20;211.54713607
5578962;1;2;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;272.59643389
5578965;1;1;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;211.54713607
5578967;1;2;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;132.31841107
5578967;1;3;1;80;20;1;1;24;500000;2;;;;2;;;.;2;2;;2;;1;10;;20;132.31841107
5578968;1;1;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;239.62542264
5578972;1;2;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;325.72995828
5578973;1;1;1;80;20;1;;;;1;8;;2;;;8;;2;2;;2;;1;10;1.4;20;223.75438961
5578973;1;2;1;80;20;1;;;;2;;;;2;;;.;;;;2;;1;10;;20;223.75438961
5578974;1;2;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;188.7039517
5578975;1;1;1;80;20;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;20;197.57032393
5578976;1;1;1;80;20;1;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;20;219.63753878
5578977;1;1;1;80;20;1;1;48;908000;1;3;;1;;2;1;;2;2;;2;;1;10;3;20;245.45488963
5578977;1;3;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;245.45488963
5578977;1;4;1;80;20;1;;;;2;;;;2;;;.;;;;2;;1;10;;20;245.45488963
5578978;1;2;1;80;20;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;20;272.59643389
5578979;1;1;1;80;20;1;;;;1;5;;2;;;11;;3;3;;2;;1;10;4;20;189.78969361
5578979;1;3;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;189.78969361
5578980;1;1;1;80;20;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;20;171.69603064
5578980;1;2;1;80;20;1;;;;1;6;;2;;;8;;2;2;;2;;1;10;3;20;171.69603064
5578980;1;3;1;80;20;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;20;171.69603064
5578984;1;1;1;80;20;1;;;;1;3;;2;;;9;;3;3;;2;;1;10;4;20;132.31841107
5578987;1;2;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;306.44783184
5578988;1;1;1;80;20;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;20;183.04405048
5578988;1;2;1;80;20;1;1;24;908000;2;;;;2;;;.;2;2;;2;;1;10;;20;183.04405048
5578988;1;3;1;80;20;1;2;;908000;1;4;;2;;;4;;2;2;;2;;1;10;1.2;20;183.04405048
5578990;1;1;1;80;20;1;;;;1;9;DECISION PROPIA;2;;;8;;2;2;;2;;1;10;4;20;127.46944811
5578992;1;6;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;240.33387322
5578992;1;7;1;80;20;1;;;;2;;;;2;;;.;;;;2;;1;10;;20;240.33387322
5578993;1;1;1;80;20;1;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;20;219.63753878
5578994;1;2;1;80;20;1;;;;2;;;;2;;;.;;;;2;;1;10;;20;240.17227973
5578994;1;6;1;80;20;1;;;;1;8;;2;;;4;;2;2;;2;;1;10;4;20;240.17227973
5578996;1;2;1;80;20;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;20;166.91399979
5578996;1;5;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;166.91399979
5578997;1;2;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;248.37598049
5578997;1;3;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;248.37598049
5578998;1;3;1;80;20;1;;;;2;;;;2;;;.;;;;2;;1;10;;20;231.81228286
5578998;1;4;1;80;20;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;20;231.81228286
5578999;1;2;1;80;20;1;;;;1;9;PANDEMIA COVID 19;2;;;4;;2;2;;2;;1;10;2;20;177.58244007
5579000;1;1;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;177.0667749
5579000;1;4;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;177.0667749
5579000;1;5;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;177.0667749
5579000;1;6;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;177.0667749
5579001;1;3;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;175.71826936
5579002;1;2;1;80;20;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;20;214.41128449
5579002;1;3;1;80;20;1;;;;2;;;;2;;;.;;;;2;;1;10;;20;214.41128449
5579005;1;3;1;80;20;1;;;;2;;;;2;;;.;;;;2;;1;10;;20;280.50532754
5579005;1;4;1;80;20;1;;;;1;2;;2;;;2;;2;2;;2;;1;10;3;20;280.50532754
5579005;1;5;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;280.50532754
5579010;1;1;1;80;20;1;1;24;400000;1;9;COVID19;2;;;9;;2;2;;2;;1;10;2;20;246.99548073
5579010;1;3;1;80;20;1;2;;908000;1;2;;2;;;2;;2;2;;2;;1;10;1.3;20;246.99548073
5579010;1;4;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;246.99548073
5579016;1;1;1;80;20;1;2;;800000;1;3;;1;;2;9;;2;2;;2;;1;10;2;20;272.78163966
5579017;1;1;1;80;20;1;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;20;209.42394769
5579017;1;3;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;209.42394769
5579018;1;2;1;80;20;1;1;24;908000;2;;;;2;;;.;2;2;;2;;1;10;;20;229.68909448
5579026;1;1;1;80;20;1;1;24;600000;1;3;;2;;;9;;2;2;;2;;1;10;4;20;246.84601515
5579028;1;1;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;280.0716806
5579028;1;5;1;80;20;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;280.0716806
5579028;1;6;1;80;20;1;;;;2;;;;2;;;.;;;;2;;1;10;;20;280.0716806
5579030;1;1;1;80;20;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;20;254.94699435
5579031;1;2;1;80;20;1;1;24;600000;1;3;;2;;;9;;2;2;;2;;1;10;4;20;246.99548073
5579031;1;3;1;80;20;1;;;;2;;;;2;;;.;;;;2;;1;10;;20;246.99548073
5579031;1;4;1;80;20;1;;;;2;;;;2;;;.;;;;2;;1;10;;20;246.99548073
5579032;1;4;1;80;20;1;;;;2;;;;2;;;.;;;;2;;1;10;;20;246.99548073
5579033;1;2;1;80;20;1;1;24;600000;1;3;;2;;;9;;2;2;;2;;1;10;3;20;223.56918385
5579066;1;1;1;80;44;1;;;;1;7;;2;;;9;;2;2;;2;;1;10;4;44;52.276469425
5579067;1;2;1;80;54;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;401.42044851
5579067;1;3;1;80;54;1;;;;2;;;;2;;;.;;;;2;;1;10;;54;401.42044851
5579069;1;1;1;80;54;1;;;;1;1;;2;;;1;;2;2;;2;;1;10;4;54;373.24899587
5579070;1;2;1;80;54;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;351.24273723
5579071;1;1;1;80;54;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;438.92270677
5579071;1;2;1;80;54;1;;;;1;5;;2;;;4;;3;3;;2;;1;10;4;54;438.92270677
5579071;1;3;1;80;54;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;438.92270677
5579072;1;1;1;80;54;1;;;;1;3;;2;;;4;;2;2;;2;;1;10;4;54;233.55625617
5579072;1;3;1;80;54;1;;;;2;;;;2;;;.;;;;2;;1;10;;54;233.55625617
5579072;1;4;1;80;54;1;;;;1;2;;2;;;2;;2;2;;2;;1;10;2;54;233.55625617
5579073;1;1;1;80;54;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;2;54;703.55738528
5579073;1;3;1;80;54;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;703.55738528
5579073;1;4;1;80;54;1;;;;2;;;;2;;;.;;;;2;;1;10;;54;703.55738528
5579074;1;1;1;80;54;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;223.98165558
5579076;1;1;1;80;54;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;223.98165558
5579076;1;2;1;80;54;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;223.98165558
5579077;1;2;1;80;54;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;509.61061466
5579079;1;2;1;80;54;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;317.60175728
5579079;1;4;1;80;54;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;317.60175728
5579079;1;6;1;80;54;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;317.60175728
5579079;1;7;1;80;54;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;317.60175728
5579080;1;1;1;80;54;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;54;386.15087858
5579080;1;2;1;80;54;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;54;386.15087858
5579081;1;1;1;80;54;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;54;283.96163261
5579082;1;1;1;80;63;1;;;;1;9;CAMBIO DE RESIDENCIA;2;;;11;;2;2;;2;;1;10;3;63;129.22709029
5579085;1;5;1;80;68;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;68;738.62773748
5579086;1;1;1;80;68;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;68;560.0041943
5579291;1;4;1;80;;1;2;;600000;2;;;;2;;;.;2;2;;2;;1;10;;44;1294.9114663
5579291;1;5;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;1294.9114663
5579292;1;1;1;80;;1;;;;1;9;POR LA EDAD;2;;;4;;2;2;;2;;1;10;4;44;1040.9848637
5579294;1;2;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;44;1357.0219937
5579295;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;44;861.00947047
5579295;1;2;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;44;861.00947047
5579296;1;1;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;44;707.79980769
5579296;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;707.79980769
5579297;1;1;1;80;;1;;;;1;5;;2;;;8;;2;2;;2;;1;10;4;44;847.05340186
5579297;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;44;847.05340186
5579298;1;2;1;80;;1;2;;950000;1;3;;2;;;9;;2;2;;2;;1;10;2;44;1404.5277141
5579299;1;1;1;80;;1;;;;1;4;;2;;;4;;3;3;;2;;1;10;4;44;597.09726323
5579299;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;597.09726323
5579303;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;1024.9015616
5579304;1;2;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;44;602.70580832
5579304;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;602.70580832
5579305;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;44;1040.9848637
5579308;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;1219.8568376
5579309;1;1;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;44;618.78911039
5579309;1;2;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;44;618.78911039
5579310;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;44;707.79980769
5579311;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;745.32712204
5579313;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;1168.3734546
5579314;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;44;771.99877317
5579315;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;654.18919127
5579316;1;1;1;80;;1;2;;950000;1;9;EMPEZO ESTUDIOS;1;;3;9;;2;2;;2;;1;10;3;44;1602.914023
5579317;1;2;1;80;;1;;;;1;5;;2;;;8;;2;2;;2;;1;10;4;44;861.00947047
5579319;1;1;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;44;1394.7899444
5579319;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;44;1394.7899444
5579320;1;6;1;80;;1;1;48;906526;2;;;;1;1;1;;2;2;;2;;1;10;;44;1383.4409211
5579320;1;7;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;1383.4409211
5579339;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;44;1569.7230511
5579340;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;750.94149338
5579340;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;750.94149338
5579340;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;750.94149338
5579340;1;5;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;47;750.94149338
5579340;1;6;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;750.94149338
5579341;1;4;1;80;;1;1;48;908000;1;6;;2;;;1;;2;2;;2;;1;10;1.3;47;1705.5450039
5579343;1;2;1;80;;1;1;20;450000;1;9;POR LA PANDEMIA;2;;;1;;2;2;;2;;1;10;2;47;1388.0149396
5579343;1;6;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1388.0149396
5579344;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1354.4712429
5579344;1;3;1;80;;1;1;24;908526;2;;;;1;1;1;;2;2;;2;;1;10;;47;1354.4712429
5579344;1;5;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1354.4712429
5579344;1;7;1;80;;1;2;;98;1;3;;2;;;9;;2;2;;2;;1;10;4;47;1354.4712429
5579345;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;47;1400.0766662
5579345;1;6;1;80;;1;1;48;908000;2;;;;2;;;.;2;2;;2;;1;10;;47;1400.0766662
5579345;1;7;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1400.0766662
5579346;1;6;1;80;;1;2;;908526;1;3;;2;;;9;;2;2;;2;;1;10;4;47;1298.6095011
5579346;1;9;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1298.6095011
5579346;1;10;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;1298.6095011
5579346;1;11;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1298.6095011
5579346;1;12;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1298.6095011
5579347;1;2;1;80;;1;1;40;908000;1;9;POR LA PANDEMIA;2;;;1;;2;2;;2;;1;10;2;47;1241.7747282
5579348;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;2109.697997
5579349;1;2;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;1420.1862653
5579349;1;5;1;80;;1;1;24;200000;1;7;;2;;;1;;2;2;;2;;1;10;2;47;1420.1862653
5579350;1;1;1;80;;1;;;;1;8;;2;;;9;;2;2;;2;;1;10;4;47;970.90699843
5579352;1;1;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;47;1324.5241449
5579352;1;2;1;80;;1;1;48;600000;2;;;;1;3;12;NO LE DAN TRABAJO POR SER DISCAPACITADO  CAMINA CON MULETAS;2;2;;2;;1;10;;47;1324.5241449
5579352;1;4;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;1324.5241449
5579352;1;5;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;47;1324.5241449
5579352;2;2;2;80;;1;;;;1;4;;2;;;9;;2;2;;2;;1;10;3;47;1324.5241449
5579353;1;2;1;80;;1;;;;1;5;;2;;;8;;3;3;;2;;1;10;4;47;778.22232199
5579354;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;825.41868214
5579355;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1528.852125
5579355;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;1528.852125
5579460;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;47;750.94149338
5579460;1;4;1;80;;1;;;;1;6;;2;;;4;;2;2;;2;;1;10;4;47;750.94149338
5579462;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;47;1776.2473458
5579462;1;6;1;80;;1;1;24;98;1;6;;2;;;1;;2;2;;2;;1;10;1.4;47;1776.2473458
5579468;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1046.6325985
5579468;1;6;1;80;;1;;;;1;9;POR LA PANDEMIA;2;;;1;;2;2;;2;;1;10;1.2;47;1046.6325985
5579469;1;2;1;80;;1;2;;908526;1;4;;2;;;4;;2;2;;2;;1;10;3;47;1569.1069029
5579469;1;3;1;80;;1;1;24;98;2;;;;2;;;.;2;2;;2;;1;10;;47;1569.1069029
5579469;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1569.1069029
5579469;1;5;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1569.1069029
5579472;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;2479.6607482
5579480;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1250.5071046
5579480;1;5;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;1250.5071046
5579483;1;3;1;80;;1;2;;908000;1;8;;2;;;12;ESTA EMBARAZADA;2;2;;2;;1;10;3;47;1646.101903
5579484;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;2021.3641295
5579484;1;4;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;2021.3641295
5579485;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;2120.9931766
5579488;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1669.1870451
5579488;1;2;1;80;;1;1;40;908000;2;;;;1;2;1;;2;2;;2;;1;10;;47;1669.1870451
5579488;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1669.1870451
5579488;1;5;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;1669.1870451
5579489;1;2;1;80;;1;2;;800000;1;3;;2;;;9;;2;2;;2;;1;10;4;47;1754.1625264
5579489;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1754.1625264
5579490;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;47;1964.814917
5579490;1;5;1;80;;1;1;48;908000;2;;;;2;;;.;2;2;;2;;1;10;;47;1964.814917
5579491;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;47;1420.1862653
5579491;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;1420.1862653
5579492;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;47;946.41351696
5579492;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;946.41351696
5579494;1;1;1;80;;1;;;;1;9;POR LA PANDEMIA;2;;;12;POR LA PANDEMIA;2;2;;2;;1;10;2;47;1240.4358003
5579494;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1240.4358003
5579494;1;5;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1240.4358003
5579495;1;1;1;80;;1;1;24;908526;1;9;POR LA PANDEMIA;2;;;12;POR LA PANDEMIA;2;2;;2;;1;10;2;47;1746.4828453
5579495;1;2;1;80;;1;1;48;1200000;1;9;POR LA PANDEMIA;1;;1;12;POR LA PANDEMIA;2;2;;2;;1;10;1.3;47;1746.4828453
5579495;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1746.4828453
5579495;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1746.4828453
5579495;1;8;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;47;1746.4828453
5579495;1;11;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1746.4828453
5579497;1;6;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;47;1588.7984165
5579498;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;1.4;47;1015.4280359
5579499;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;47;1746.1820452
5579499;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1746.1820452
5579500;1;2;1;80;;1;1;48;908000;1;3;;2;;;1;;2;2;;2;;1;10;4;47;1801.3588865
5579500;1;4;1;80;;1;1;48;908000;2;;;;2;;;.;2;2;;2;;1;10;;47;1801.3588865
5579501;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1252.682541
5579501;1;5;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;47;1252.682541
5579502;1;2;1;80;;1;;;;1;8;;2;;;1;;2;2;;2;;1;10;4;47;825.41868214
5579502;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;825.41868214
5579503;1;2;1;80;;1;1;48;900000;2;;;;1;2;1;;2;2;;2;;1;10;;47;1576.0484851
5579503;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1576.0484851
5579503;1;4;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;1576.0484851
5579504;1;2;1;80;;1;2;;100000;1;3;;2;;;9;;2;2;;2;;1;10;4;47;1781.4830929
5579504;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1781.4830929
5579504;1;4;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;1781.4830929
5579505;1;2;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;47;1082.851618
5579506;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;47;1002.1115611
5579507;1;2;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;47;1390.8420247
5579507;1;4;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;1390.8420247
5579507;1;7;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1390.8420247
5579508;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;47;1008.8534773
5579508;1;2;1;80;;1;;;;1;5;;2;;;10;;2;2;;2;;1;10;4;47;1008.8534773
5579508;1;3;1;80;;1;1;24;400000;2;;;;2;;;.;2;2;;2;;1;10;;47;1008.8534773
5579508;1;5;1;80;;1;1;48;700000;2;;;;2;;;.;2;2;;2;;1;10;;47;1008.8534773
5579508;1;6;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1008.8534773
5579508;1;7;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;1008.8534773
5579509;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1521.9105427
5579509;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1521.9105427
5579510;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1569.1069029
5579510;1;4;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;1569.1069029
5579510;1;5;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;1569.1069029
5579512;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;47;1375.6045012
5579514;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1890.2979903
5579514;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1890.2979903
5579515;1;2;1;80;;1;1;24;500000;1;8;;2;;;1;;2;2;;2;;1;10;4;47;2098.0564925
5579515;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;2098.0564925
5579515;1;5;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;2098.0564925
5579516;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1628.5500038
5579516;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1628.5500038
5579516;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1628.5500038
5579516;1;5;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;1628.5500038
5579517;1;1;1;80;;1;1;24;450000;1;1;;2;;;1;;2;2;;2;;1;10;1.2;47;2092.6028761
5579517;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;2092.6028761
5579519;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;970.90699843
5579520;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;10;3;47;1309.1983103
5579521;1;2;1;80;;1;;;;1;9;POR PANDEMIA;2;;;4;;2;2;;2;;1;10;3;47;2473.170261
5579521;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;2473.170261
5579524;1;1;1;80;;1;;;;1;8;;2;;;1;;2;2;;2;;1;10;4;47;778.22232199
5579524;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;778.22232199
5579525;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;47;1082.851618
5579526;1;1;1;80;;1;1;48;700000;1;8;;2;;;1;;1;2;;2;;1;10;1.2;47;1422.2126639
5579526;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;1422.2126639
5579527;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;47;938.43303574
5579527;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;47;938.43303574
5579527;1;4;1;80;;1;;;;1;1;;2;;;1;;2;2;;2;;1;10;2;47;938.43303574
