DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P1806;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P1519;P1883;P7420;P7420S7A1;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7422;P7422S1;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
6,004,199;1;2;1;70;66;1;52;48;908,526;1;;2;52;1;;3;2;6;;2;;;;;;;;;;;1;2;;56;45;53;1;2;11;5611;66;397.99513855
6,004,203;1;4;1;70;66;1;1;48;908,526;1;;2;1;1;;3;2;1;;2;;;;1;;;;;;;;2;;56;97;53;1;1;11;5611;66;521.52241446
6,004,204;1;3;1;70;66;1;4;48;500,000;8;;2;4;8;;3;2;1;;2;;;;;;;;;;;1;1;550000;01;62;62;1;1;11;0121;66;306.16574261
6,004,208;1;1;1;70;66;1;48;48;1,500,000;1;;2;48;1;;4;2;1;;3;;;;;;;;;;;1;2;;47;45;45;1;2;11;4711;66;347.53083448
6,004,214;1;2;1;70;66;1;104;48;1,100,000;1;;2;104;1;;9;2;2;;2;;;;;;;;;;;1;2;;47;97;97;1;2;11;4711;66;330.95210279
6,004,240;2;2;2;70;68;1;28;48;1,000,000;1;;2;30;4;;1;2;8;;2;;;;;;;;;;;1;2;;47;03;45;1;2;11;4781;68;614.32569537
6,004,241;1;1;1;70;68;1;75;48;1,014,000;1;;2;208;1;;4;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;11;5619;68;514.38660365
6,004,241;1;2;1;70;68;1;1;48;1,014,000;3;;2;4;3;;1;2;8;;2;;;;;;;;;;;1;1;1014000;97;54;54;1;1;11;9700;68;514.38660365
6,004,266;1;1;1;70;68;1;104;48;1,000,000;1;;2;109;1;;4;2;2;;2;;;;;;;;;;;1;2;;47;88;45;1;2;11;4711;68;418.15166496
6,004,275;1;4;1;70;68;1;52;48;1,400,000;1;;2;104;1;;9;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;11;8530;68;587.58702963
6,004,276;1;1;1;70;68;1;2;40;1,500,000;1;;2;2;1;;4;2;2;;2;;;;;;;;;;;1;1;1000000;85;13;13;1;1;11;8530;68;504.56388664
6,004,285;1;2;1;70;68;1;12;48;908,600;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;44;;1;1;11;;68;711.74874993
6,004,300;1;2;1;70;68;1;24;48;1,500,000;1;;2;24;1;;5;2;2;;2;;;;;;;;;;;1;2;;85;39;39;1;2;11;8530;68;605.58880168
6,004,309;1;1;1;70;68;1;4;48;1,200,000;1;;2;4;1;;6;2;7;;2;;;;;;;;;;;1;1;600000;96;03;21;1;1;11;9603;68;692.00102336
6,004,312;1;2;1;70;68;1;52;48;908,526;1;;2;52;1;;9;2;1;;2;;;;;;;;;;;1;2;;82;38;38;1;2;11;8220;68;563.53080338
6,004,316;1;2;1;70;68;1;76;48;1,000,000;1;;2;76;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;53;45;1;2;11;5613;68;733.23522681
6,004,330;1;1;1;70;68;1;8;48;9,080,000;1;;2;8;1;;3;2;4;;2;;;;;;;;;;;1;2;;46;45;45;1;1;11;4645;68;648.36086194
6,004,333;1;1;1;70;68;1;1;24;500,000;4;;2;99;1;;4;2;2;;2;;;;;;;;;;;1;2;;47;13;39;1;1;11;4711;68;515.58958263
6,004,334;1;3;1;70;68;1;52;48;908,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;11;;68;757.31576632
6,004,343;1;2;1;70;68;1;104;24;2,500,000;1;;2;104;1;;5;2;1;;2;;;;;;;;;;;1;2;;86;06;06;1;2;11;8621;68;700.40303923
6,004,351;1;4;1;70;68;1;52;48;908,000;1;;2;3;1;;2;2;7;;2;;;;;;;;;;;1;1;400000;41;95;95;1;2;11;4111;68;853.66786067
6,004,353;1;2;1;70;68;1;40;48;1,500,000;1;;2;40;4;;1;2;2;;2;;;;;;;;;;;1;2;;69;11;11;1;2;11;6920;68;605.58880168
6,004,354;1;1;1;70;68;1;16;48;908,526;1;;2;16;1;;9;2;2;;2;;;;;;;;;;;1;2;;71;39;39;1;2;11;7120;68;700.40303923
6,004,374;1;2;1;70;70;1;24;48;1,600,000;1;;2;96;1;;5;2;4;;2;;;;;;;;;;;1;2;;47;11;33;1;2;11;4772;70;84.653388581
6,004,379;1;3;1;70;70;1;8;48;908,526;1;;2;12;1;;2;2;1;;2;;;;;;;;;;;1;2;;61;45;38;1;1;11;6190;70;80.473521232
6,004,380;1;2;1;70;70;1;27;48;908,526;1;;2;50;1;;3;2;2;;2;;;;;;;;;1;;;2;;47;45;45;1;2;11;4719;70;125.85388491
6,004,382;1;4;1;70;70;1;104;48;908,526;1;;2;104;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;45;53;1;2;11;5611;70;106.12143502
6,004,383;1;3;1;70;70;1;6;48;908,526;1;;2;85;1;;5;2;1;;2;;;;;;;;;;;1;2;;55;45;39;1;1;11;5511;70;87.615311225
6,004,388;1;2;1;70;70;1;28;48;1,500,000;1;;2;56;1;;9;2;1;;2;;;;;;;;;;;1;2;;46;08;08;1;2;11;4632;70;103.91655188
6,004,395;1;2;1;70;70;1;10;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;38;;1;1;11;;70;108.3902814
6,004,402;1;2;1;70;70;1;104;48;1,000,000;4;;2;104;1;;6;2;2;;2;;;;;;;;;;;1;2;;85;19;19;1;2;11;8530;70;121.94557417
6,004,403;1;5;1;70;70;1;30;48;908,526;1;;2;96;4;;9;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;11;8544;70;99.365572907
6,004,406;1;2;1;70;70;1;2;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;11;;70;131.21544242
6,004,409;1;4;1;70;70;1;4;48;908,526;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;1;600000;46;44;97;1;1;11;4631;70;129.38013814
6,004,414;1;2;1;70;70;1;5;40;1,000,000;1;;2;40;1;;9;2;2;;2;;;;;;;;;;;1;2;;61;44;44;1;1;11;6120;70;127.30713168
6,004,415;1;2;1;70;70;1;4;48;1,500,000;4;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;600000;43;95;95;1;1;11;4330;70;89.222162082
6,004,418;1;3;1;70;70;1;5;48;908,526;1;;2;42;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;55;54;1;1;11;9700;70;87.756079344
6,004,419;1;3;1;70;70;1;4;40;950,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;1;11;;70;123.64200041
6,004,424;1;4;1;70;70;1;18;48;1,300,000;4;;2;18;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;39;39;1;2;11;8412;70;109.97620672
6,004,434;1;3;1;70;70;1;104;48;908,526;1;;2;104;9;AYUDANTE DE DOCENTE EN UN CENTRO EDUCATIVO;5;2;1;;2;;;;;;;;;;;1;2;;85;33;59;1;2;11;8530;70;127.67123922
6,004,437;1;4;1;70;70;1;3;40;1,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;95;;1;1;11;;70;110.47810683
6,004,437;1;5;1;70;70;1;10;48;600,000;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;95;;1;1;11;;70;110.47810683
6,004,443;1;2;1;70;70;1;6;60;500,000;4;;2;7;4;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;11;4111;70;146.79077806
6,004,443;1;4;1;70;70;1;28;48;908,526;1;;2;32;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;33;33;1;2;11;4723;70;146.79077806
6,004,446;1;2;1;70;70;1;8;48;908,526;1;;2;8;1;;9;2;1;;2;;;;;;;;;;;1;2;;10;98;98;1;1;11;1040;70;152.45656819
6,004,451;1;2;1;70;70;1;12;48;908,526;3;;2;24;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;54;45;1;1;11;4724;70;119.46213306
6,004,453;1;1;1;70;70;1;5;40;900,000;1;;2;50;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;1;11;5611;70;97.011662182
6,004,454;1;1;1;70;70;1;5;48;908,526;1;;2;65;2;;9;2;1;;2;;;;;;;;;;;1;2;;84;39;39;1;1;11;8412;70;98.785337867
6,004,460;1;2;1;70;70;1;4;48;908,526;1;;2;4;4;;1;2;2;;2;;;;;;;;;;;1;1;170000;95;97;03;1;1;11;9511;70;100.3021033
6,004,466;1;3;1;70;70;1;2;45;600,000;4;;2;5;4;;2;2;1;;2;;;;;;;;;;;1;1;600000;45;53;84;1;1;11;4520;70;128.77321442
6,004,473;1;1;1;70;70;1;15;48;908,526;1;;2;20;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;39;45;1;2;11;4773;70;128.77321442
6,004,474;1;1;1;70;70;1;40;48;2,000,000;1;;2;10;1;;9;2;1;;2;;;;;;;;;;;1;2;;80;39;30;1;2;11;8010;70;93.286059919
6,004,478;1;1;1;70;70;1;3;48;600,000;1;;2;4;1;;3;2;4;;2;;;;;;;;;;;1;1;300000;47;45;45;1;1;11;4724;70;125.71311679
6,004,480;1;3;1;70;70;1;20;48;908,526;1;;2;96;1;;5;2;2;;2;;;;;;;;;;;1;2;;47;33;33;1;2;11;4711;70;108.98722548
6,004,486;1;2;1;70;70;1;8;40;500,000;1;;2;40;1;;4;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;1;11;5611;70;120.38582477
6,004,488;1;4;1;70;70;1;8;48;600,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;53;;1;1;11;;70;115.47853235
6,004,493;1;1;1;70;70;1;12;48;400,000;3;;2;50;1;;4;2;8;;2;;;;;;;;;;;1;2;;10;54;53;1;1;11;1081;70;128.77321442
6,004,505;1;2;1;70;70;1;5;40;600,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;95;;1;1;11;;70;212.899907
6,004,506;1;1;1;70;70;1;3;40;908,526;1;;2;8;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;32;32;1;1;11;4771;70;241.91318586
6,004,508;1;3;1;70;70;1;12;40;800,000;2;;2;156;4;;1;2;1;;2;;;;;;;;;1;;;2;;85;13;59;1;1;11;8559;70;173.32792913
6,004,517;1;3;1;70;70;1;2;48;1,000,000;1;;2;55;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4771;70;94.106618091
6,004,520;1;3;1;70;70;1;3;48;950,000;1;;2;120;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4771;70;142.87750876
6,004,520;1;4;1;70;70;1;3;48;950,000;1;;2;114;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4771;70;142.87750876
6,004,523;1;7;1;70;70;1;2;48;500,000;1;;2;300;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;59;45;1;1;11;4773;70;145.58320381
6,004,524;1;1;1;70;70;1;2;46;908,526;1;;2;3;4;;1;2;1;;2;;;;;;;;;;;1;1;600000;33;93;93;1;1;11;3311;70;125.85388491
6,004,525;1;2;1;70;70;1;8;40;1,000,000;4;;2;206;4;;1;2;2;;2;;;;;;;;;1;;;2;;47;11;45;1;1;11;4771;70;122.79378729
6,005,429;1;4;1;70;;1;87;40;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;05;;1;2;11;;19;1086.3978133
6,005,429;1;5;1;70;;1;86;40;908,526;1;;2;4;1;;4;2;1;;1;1;;;1;;;;;;;;1;700000;42;33;95;1;2;11;4210;19;1086.3978133
6,005,433;1;2;1;70;;1;4;44;500,000;2;;2;4;2;;2;2;1;;2;;;;;;;;;;;1;1;908526;36;39;39;1;1;11;3600;19;1822.4162783
6,005,532;1;2;1;70;;1;156;40;1,200,000;2;;1;;;;;;;;;;.;.;;;;;;;;;;.;;03;;1;2;11;;19;2952.8831354
6,005,535;1;2;1;70;;1;24;40;900,000;1;;2;36;1;;3;2;2;;2;;;;;;;;;;;1;2;;56;53;53;1;2;11;5611;19;1661.6305479
6,005,535;1;3;1;70;;1;3;24;500,000;1;;2;102;1;;3;2;4;;2;;;;;;;;;;;1;2;;96;57;57;1;1;11;9602;19;1661.6305479
6,005,536;1;2;1;70;;1;8;25;400,000;1;;2;16;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4761;19;1703.6567256
6,005,540;1;1;1;70;;1;23;50;400,000;1;;2;999;3;;1;2;2;;2;;;;;;;;;;;1;2;;97;39;54;1;2;11;9700;19;2369.9624282
6,005,550;1;2;1;70;;1;52;25;450,000;4;;2;60;4;;9;2;1;;2;;;;;;;;;;;1;2;;85;18;18;1;2;11;8552;19;1086.3978133
6,005,618;1;3;1;70;;1;16;48;1,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;11;;20;493.7375347
6,005,621;1;3;1;70;;1;4;40;900,000;1;;2;52;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4771;20;1148.627043
6,005,627;1;4;1;70;;1;60;48;980,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;59;;1;2;11;;20;893.87983379
6,005,633;1;5;1;70;;1;36;40;700,000;4;;2;36;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;95;39;1;2;11;8413;20;1499.7553799
6,005,643;1;1;1;70;;1;24;40;600,000;4;;2;30;4;;3;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;11;4111;20;1258.1759351
6,005,650;1;5;1;70;;1;8;40;500,000;4;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;1;11;0161;20;1298.9146308
6,005,656;1;2;1;70;;1;40;40;900,000;2;;2;50;2;;9;2;1;;1;1;;;;;;;;;;1;2;;84;39;32;1;2;11;8423;20;1169.8694819
6,005,669;1;3;1;70;;1;24;48;600,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;11;;20;1177.2677793
6,005,722;1;2;1;70;;1;4;48;500,000;3;;2;4;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;11;9700;20;722.26885088
6,005,723;1;2;1;70;;1;60;40;500,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;11;;20;1139.6703225
6,005,727;1;1;1;70;;1;12;48;1,800,000;1;;2;18;1;;6;2;1;;2;;;;;;;;;;;1;2;;42;05;03;1;1;11;4210;20;722.26885088
6,005,727;1;4;1;70;;1;6;48;1,500,000;1;;2;18;1;;9;2;1;;2;;;;;;;;;;;1;2;;79;12;12;1;1;11;7911;20;722.26885088
6,005,746;1;1;1;70;;1;14;40;700,000;4;;2;6;4;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;11;4111;20;705.84762917
6,005,752;1;1;1;70;;1;2;40;300,000;4;;2;4;4;;2;2;1;;2;;;;;;;;;;;1;2;;10;77;77;1;1;11;1081;20;823.57096538
6,005,770;1;1;1;70;;1;2;40;950,000;1;;2;6;1;;6;2;2;;2;;;;;;;;;;;1;2;;10;97;97;1;1;11;1084;20;852.91015724
6,005,774;1;4;1;70;;1;2;48;900,000;3;;2;12;1;;2;2;1;;2;;;;;;;;;;;1;2;;56;54;53;1;1;11;5619;20;1074.7064399
6,005,776;1;1;1;70;;1;2;40;400,000;1;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;350000;56;53;45;1;1;11;5619;20;845.62988869
6,005,783;1;2;1;70;;1;12;48;904,000;1;;2;150;1;;5;2;4;;2;;;;;;;;;;;1;2;;10;33;53;1;1;11;1090;20;986.09433576
6,005,806;1;3;1;70;;1;52;40;950,000;1;;2;12;1;;2;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;11;5619;20;1102.9234964
6,005,812;1;2;1;70;;1;48;16;400,000;2;;2;12;3;;1;2;1;;2;;;ESTUDIANDO;;;;;;;1;;2;;97;39;54;1;2;11;9700;20;1298.5002878
6,005,849;1;2;1;70;;1;4;48;908,000;1;;2;24;1;;9;2;1;;2;;;;;;;;;;;1;2;;49;38;39;1;1;11;4921;05;2954.8645034
6,005,860;1;1;1;70;;1;32;48;908,500;1;;2;260;1;;3;2;8;;2;;;;;;;;;;;1;2;;85;55;55;1;2;11;8511;05;2644.7269789
6,005,868;1;1;1;70;;1;3;20;3,500,000;4;;2;106;1;;7;2;2;;2;;;;;;;;;;;1;2;;64;45;21;1;1;11;6412;05;6972.8557307
6,005,881;1;1;1;70;;1;52;48;98;1;;2;264;1;;2;2;1;;2;;;;;;;;;;;1;2;;87;53;53;1;2;11;8730;47;1107.5565525
6,005,883;1;5;1;70;;1;52;48;908,000;2;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;11;8559;47;1640.9593274
6,005,889;1;9;1;70;;1;12;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;11;;47;2517.8394202
6,005,899;1;3;1;70;;1;8;48;1,000,000;1;;2;12;1;;6;2;1;;2;;;;;;;;;;;1;2;;46;62;62;1;1;11;4631;47;1331.0417373
6,005,990;1;2;1;70;;1;102;48;908,000;2;;1;;;;;;;;;;.;.;;;;;;;;;;.;;55;;1;2;11;;47;1542.8649153
6,005,991;1;2;1;70;;1;16;48;1,000,000;1;;2;16;1;;8;2;1;;2;;;;;;;;;;;1;2;;01;62;53;1;2;11;0126;47;1323.4836146
6,005,999;1;2;1;70;;1;12;48;1,100,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;1;11;;47;1593.8140529
6,006,006;1;10;1;70;;1;52;24;98;3;;2;16;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;11;9700;47;1794.456938
6,006,007;1;3;1;70;;1;12;48;400,000;4;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;11;9700;47;842.99445292
6,006,016;1;2;1;70;;1;8;48;908,526;3;;2;336;1;;6;2;2;;2;;;;;;;;;;;1;2;;45;54;99;1;1;11;4520;47;1763.6261192
6,006,020;1;2;1;70;;1;12;48;2,000,000;1;;2;12;2;;9;2;2;;2;;;;;;;;;;;1;2;;84;39;39;1;1;11;8413;47;1407.6996962
6,006,024;1;3;1;70;;1;4;48;1,000,000;1;;2;4;1;;9;2;1;;2;;;;;;1;;;;;;2;;80;58;58;1;1;11;8010;47;1522.108564
6,006,026;1;2;1;70;;1;16;48;600,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;11;;47;1542.8649153
6,006,034;1;2;1;70;;1;4;24;908,526;3;;2;240;6;;2;2;1;;2;;;;;;;;;;;1;2;;56;54;77;1;1;11;5619;47;1388.3753755
6,006,037;1;3;1;70;;1;52;48;98;1;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;52;45;97;1;2;11;5224;47;1393.395283
6,006,068;1;6;1;70;;1;20;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;11;;47;1906.84787
6,006,069;1;2;1;70;;1;24;40;600,000;4;;2;16;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;55;55;1;2;11;8121;47;1367.7859239
6,006,078;1;4;1;70;;1;96;48;2,500,000;1;;2;96;2;;7;2;1;;2;;;;;;;;;;;1;2;;84;30;03;1;2;11;8412;47;1079.1092148
6,006,078;1;7;1;70;;1;72;48;2,500,000;1;;2;120;1;;7;2;2;;2;;;;;;;;;;;1;2;;85;13;13;1;2;11;8511;47;1079.1092148
6,006,084;1;5;1;70;;1;8;48;908,526;1;;2;8;1;;2;2;1;;2;;;;;;;;;;;1;2;;55;50;50;1;1;11;5511;47;891.46617039
6,006,085;1;1;1;70;;1;48;48;1,500,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;33;;1;2;11;;47;1502.3652379
6,006,090;1;2;1;70;;1;96;48;1,800,000;1;;2;96;1;;9;2;1;;2;;;;;;;;;;;1;2;;84;59;19;1;2;11;8413;47;1407.6996962
6,006,115;1;2;1;70;;1;24;48;908,526;8;;2;24;8;;7;2;2;;2;;;;;;;;;;;1;2;;01;62;62;1;2;11;0126;47;1519.098699
6,006,127;1;5;1;70;;1;3;40;600,000;8;;2;3;4;;1;2;5;;2;;;;;;;;;;;1;1;200000;47;62;45;1;1;11;4781;52;5786.6407002
6,006,144;1;2;1;70;;1;52;40;1,000,000;1;;2;76;1;;2;2;1;;2;;;;;;;;;;;1;2;;45;84;84;1;2;11;4542;52;1950.7585648
6,006,144;1;3;1;70;;1;52;30;500,000;1;;2;36;4;;1;2;1;;2;;;;;;;;;;;1;2;;96;57;57;1;2;11;9602;52;1950.7585648
6,006,145;1;2;1;70;;1;4;24;908,526;4;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;200000;85;13;13;1;1;11;8559;52;3931.7664975
6,006,146;1;2;1;70;;1;52;25;500,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;11;;52;1446.6601751
6,006,146;1;3;1;70;;1;56;40;800,000;1;;2;32;4;;1;2;1;;2;;;;;;;;;;;1;2;;82;03;97;1;2;11;8292;52;1446.6601751
6,006,146;1;4;1;70;;1;52;25;1,100,000;1;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;34;45;1;2;11;4792;52;1446.6601751
6,006,147;1;3;1;70;;1;28;40;1,000,000;1;;2;12;1;;3;2;1;;2;;;;;;;;;;;1;1;70000;45;16;45;1;2;11;4541;52;3479.6230285
6,006,147;1;4;1;70;;1;104;48;1,200,000;1;;2;40;3;;2;2;1;;2;;;;;;;;;;;1;1;400000;97;59;59;1;2;11;9700;52;3479.6230285
6,006,148;1;2;1;70;;1;52;40;1,000,000;1;;2;76;4;;1;2;2;;2;;;;;;;;;;;1;2;;47;39;45;1;2;11;4792;52;1446.6601751
6,006,149;1;2;1;70;;1;12;48;2,000,000;1;;2;12;4;;7;2;4;;2;;;;;;;;;;;1;2;;94;19;19;1;1;11;9499;52;1950.7585648
6,006,154;1;1;1;70;;1;40;48;908,526;1;;2;40;4;;9;2;1;;2;;;;;;;;;;;1;2;;86;07;07;1;2;11;8610;52;3076.5725958
6,006,156;1;1;1;70;;1;256;48;1,000,000;1;;2;256;1;;9;2;2;;2;;;;;;;;;;;1;2;;86;08;30;1;2;11;8610;52;1662.0184846
6,006,162;1;1;1;70;;1;52;40;1,200,000;1;;2;56;2;;9;2;2;;2;;;;;;;;;;;1;2;;84;58;58;1;2;11;8423;52;3932.0941013
6,006,242;1;1;1;70;;1;52;40;908,516;2;;2;54;4;;9;2;1;;2;;;;;;;;;;;1;1;300000;86;32;98;1;2;11;8699;52;4022.7458157
6,006,247;1;1;1;70;;1;74;48;600,000;1;;2;72;1;;3;2;1;;2;;;;;;;;;;;1;1;100000;41;95;95;1;2;11;4111;52;1248.5192739
6,006,256;1;5;1;70;;1;4;24;500,000;4;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;125000;01;57;62;1;1;11;0161;52;4690.2346023
6,006,273;1;3;1;70;;1;4;48;1,200,000;1;;2;4;1;;8;2;3;;2;;;;;;1;;;;;;1;1378000;86;32;32;1;1;11;8622;52;1172.5586506
6,006,342;1;2;1;70;;1;4;48;400,000;3;;2;4;3;;1;2;1;;2;;;;;;;;;;;1;1;100000;97;55;54;1;1;11;9700;63;555.76115486
6,006,352;1;3;1;70;;1;1;40;700,000;1;;2;1;8;;5;2;7;;2;;;;;;;;;;;1;1;600000;01;95;62;1;1;11;0123;63;799.20394775
6,006,389;1;2;1;70;;1;12;24;500,000;4;;2;20;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;1;11;5613;63;1577.2696339
6,006,404;1;1;1;70;;1;4;48;908,526;1;;2;60;1;;3;2;1;;1;2;;;;1;;;;;;;2;;01;95;60;1;1;11;0141;63;555.76115486
6,006,464;1;4;1;70;;1;14;48;3,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;02;;1;2;11;;68;960.21400265
6,006,492;1;2;1;70;;1;14;48;900,000;1;;2;14;3;;2;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;11;9700;68;1408.5261063
6,006,493;1;6;1;70;;1;24;48;1,000,000;1;;2;40;1;;4;2;1;;2;;;;;;;;;;;1;2;;85;45;59;1;2;11;8530;68;1426.2003113
6,006,575;1;4;1;70;;1;100;24;500,000;4;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;77;53;1;2;11;5611;73;4315.7406157
6,006,589;1;6;1;70;;1;8;48;908,526;1;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;01;33;62;1;1;11;0161;73;3594.7784368
6,006,595;1;2;1;70;;1;12;48;458,000;4;;2;12;4;;1;2;1;;2;;;;;;;;;;;1;2;;92;45;45;1;1;11;9200;73;10605.719669
6,006,595;1;4;1;70;;1;24;48;900,000;4;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;88;54;54;1;2;11;8891;73;10605.719669
6,006,596;1;3;1;70;;1;6;40;700,000;2;;2;6;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;99;54;1;1;11;9700;73;3738.2253379
6,006,609;1;2;1;70;;1;8;20;98;1;;2;44;1;;2;2;1;;2;;;;;;;;;;;1;2;;56;55;55;1;1;11;5611;76;5696.0969255
6,006,614;1;3;1;70;;1;17;48;908,526;1;;2;17;1;;9;2;1;;2;;;;;;;;;;;1;2;;73;45;39;1;2;11;7320;76;2954.8789097
6,006,629;1;1;1;70;;1;52;48;908,526;1;;2;38;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;55;53;1;2;11;5621;76;3452.1725396
6,006,630;1;2;1;70;;1;52;48;1,500,000;1;;2;81;1;;6;2;1;;2;;;;;;;;;;;1;2;;33;30;30;1;2;11;3312;76;1623.2740736
6,006,641;1;1;1;70;;1;70;48;1,200,000;4;;2;72;5;;2;2;1;;3;;;;;;;;;;;1;2;;74;05;05;1;2;11;7490;76;1623.2740736
6,006,646;1;1;1;70;;1;4;48;98;1;;2;85;1;;4;2;2;;2;;;;;;;;;;;1;2;;31;45;33;1;1;11;3110;76;4023.1627346
6,006,723;1;1;1;70;;1;4;48;700,000;8;;2;4;8;;7;2;1;;2;;;;;;;;;;;1;1;400000;01;62;62;1;1;11;0123;05;4102.4711414
6,006,725;1;1;1;70;;1;35;48;908,600;1;;2;12;1;;4;2;1;;2;;;;;;;;;;;1;2;;14;79;79;1;2;11;1410;05;10578.907916
6,006,744;1;2;1;70;;1;12;25;900,000;1;;2;60;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4771;05;4265.2615952
6,006,744;1;4;1;70;;1;2;48;900,000;8;;2;2;8;;6;2;1;;2;;;;;;;;;;;1;1;900000;01;62;62;1;1;11;0123;05;4265.2615952
6,006,746;1;3;1;70;;1;26;48;908,526;1;;2;52;1;;3;2;1;;2;;;;;;;;;;;1;2;;96;32;39;1;2;11;9602;76;2114.4268925
6,006,752;1;1;1;70;;1;3;48;1,000,000;1;;2;3;1;;2;2;1;;2;;;;;;;;;;;1;1;700000;41;95;95;1;1;11;4111;76;2063.8383289
6,006,758;1;2;1;70;;1;208;48;908,526;1;;2;7;1;;5;2;7;;2;;;;;;;;;;;1;2;;56;53;53;1;2;11;5611;76;3482.638495
6,006,790;1;2;1;70;;1;4;48;950,000;1;;2;144;1;;5;2;1;;2;;;;;;;;;;;1;2;;42;39;39;1;1;11;4210;13;752.6909263
6,006,795;1;4;1;70;;1;28;48;600,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;11;;13;2593.0696503
