DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
6,013,263;1;1;1;80;50;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;50;187.10169539
6,013,263;1;3;1;80;50;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;50;187.10169539
6,013,264;1;2;1;80;50;1;;;;1;3;;2;;;8;;2;2;;2;;1;11;1.4;50;289.66817745
6,013,266;1;1;1;80;50;1;;;;1;1;;2;;;4;;2;2;;2;;1;11;4;50;276.62486805
6,013,266;1;2;1;80;50;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;50;276.62486805
6,013,266;1;4;1;80;50;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;50;276.62486805
6,013,266;1;5;1;80;50;1;;;;2;;;;2;;;.;;;;2;;1;11;;50;276.62486805
6,013,266;1;6;1;80;50;1;;;900,000;1;1;;2;;;4;;2;2;;2;;1;11;1.2;50;276.62486805
6,013,268;1;1;1;80;50;1;2;;906,000;1;3;;2;;;9;;2;2;;2;;1;11;1.3;50;423.55056708
6,013,269;1;2;1;80;50;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;50;261.30676677
6,013,270;1;4;1;80;50;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;50;263.38681249
6,013,271;1;3;1;80;50;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;50;208.70797049
6,013,271;1;4;1;80;50;1;;;;2;;;;2;;;.;;;;2;;1;11;;50;208.70797049
6,013,272;1;4;1;80;50;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;50;170.15268627
6,013,273;1;2;1;80;50;1;;;;2;;;;2;;;.;;;;2;;1;11;;50;359.04602099
6,013,274;1;1;1;80;50;1;;;;1;3;;2;;;1;;2;2;;2;;1;11;2;50;193.39882842
6,013,275;1;1;1;80;50;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;50;289.66817745
6,013,276;1;1;1;80;50;1;;;;1;8;;2;;;8;;2;2;;2;;1;11;4;50;220.33861307
6,013,276;1;2;1;80;50;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;50;220.33861307
6,013,278;1;4;1;80;50;1;;;;2;;;;2;;;.;;;;2;;1;11;;50;204.60886744
6,013,279;1;2;1;80;50;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;50;246.60555568
6,013,280;1;1;1;80;50;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;50;313.73709007
6,013,281;1;5;1;80;50;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;50;334.73218062
6,013,282;1;2;1;80;52;1;1;24;500,000;1;9;PANDEMIA COVID 19;2;;;9;;2;2;;2;;1;11;2;52;332.39603485
6,013,285;1;3;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;332.39603485
6,013,287;1;1;1;80;52;1;;;;1;8;;2;;;8;;3;3;;2;;1;11;4;52;157.75852483
6,013,287;1;4;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;157.75852483
6,013,288;1;1;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;304.40242359
6,013,289;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;203.00417097
6,013,292;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;197.79663266
6,013,292;1;2;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;197.79663266
6,013,292;1;3;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;197.79663266
6,013,295;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;201.95718854
6,013,297;1;3;1;80;52;1;;;;1;8;;2;;;2;;2;2;;2;;1;11;1.2;52;234.09989008
6,013,297;1;4;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;234.09989008
6,013,298;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;2;52;230.70990698
6,013,299;1;3;1;80;52;1;2;;908,000;2;;;;2;;;.;2;2;;2;;1;11;;52;331.34905242
6,013,301;1;2;1;80;52;1;;;;1;2;;2;;;2;;2;2;;2;;1;11;3;52;203.00417097
6,013,302;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;211.83050317
6,013,302;1;2;1;80;52;1;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;52;211.83050317
6,013,302;1;3;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;211.83050317
6,013,303;1;2;1;80;52;1;;;;1;3;;2;;;4;;2;2;;2;;1;11;4;52;143.03967689
6,013,303;1;4;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;143.03967689
6,013,306;1;1;1;80;52;1;1;40;1,000,000;1;4;;2;;;4;;1;2;;1;600,000;1;11;1.2;52;235.09276651
6,013,308;1;4;1;80;52;1;;;;1;9;LA PANDEMIA;2;;;9;;2;2;;2;;1;11;3;52;272.98348241
6,013,311;1;3;1;80;52;1;2;;908,526;1;2;;2;;;2;;2;2;;2;;1;11;1.2;52;308.08028194
6,013,312;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;204.69916252
6,013,312;1;3;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;204.69916252
6,013,313;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;265.5404765
6,013,314;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;181.38279318
6,013,314;1;2;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;181.38279318
6,013,318;1;1;1;80;52;1;;;;1;8;;2;;;8;;2;2;;2;;1;11;1.2;52;196.74965023
6,013,318;1;2;1;80;52;1;;;;1;8;;2;;;9;;2;2;;2;;1;11;1.3;52;196.74965023
6,013,318;1;3;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;196.74965023
6,013,319;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;1.4;52;186.59033149
6,013,322;1;2;1;80;52;1;;;;1;7;;2;;;9;;2;2;;2;;1;11;3;52;233.45188096
6,013,322;1;3;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;233.45188096
6,013,325;1;1;1;80;52;1;;;;1;5;;2;;;8;;3;3;;2;;1;11;4;52;155.01655085
6,013,325;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;155.01655085
6,013,326;1;2;1;80;52;1;;;;1;3;;2;;;7;;2;2;;2;;1;11;4;52;274.67847396
6,013,326;1;3;1;80;52;1;;;908,526;1;8;;2;;;2;;2;2;;2;;1;11;2;52;274.67847396
6,013,327;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;217.03804148
6,013,328;1;10;1;80;52;1;;;;1;7;;2;;;2;;;;;2;;1;11;3;52;437.50611547
6,013,330;1;1;1;80;52;1;1;40;500,000;1;4;;2;;;4;;2;2;;2;;1;11;2;52;141.34468534
6,013,330;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;141.34468534
6,013,331;1;2;1;80;52;1;1;20;900,000;1;7;;2;;;9;;2;2;;2;;1;11;2;52;313.02159024
6,013,332;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;304.58570791
6,013,339;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;230.70990698
6,013,343;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;186.59033149
6,013,346;1;1;1;80;52;1;;;;2;;;;1;2;12;PANDEMIA;2;2;;2;;1;11;;52;243.0422788
6,013,347;1;2;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;232.94537458
6,013,348;1;1;1;80;52;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;52;181.38279318
6,013,348;1;2;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;181.38279318
6,013,349;1;2;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;181.38279318
6,013,352;1;2;1;80;52;1;2;;500,000;1;4;;2;;;4;;2;2;;2;;1;11;1.4;52;213.52549472
6,013,352;1;4;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;213.52549472
6,013,358;1;2;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;243.58275485
6,013,359;1;1;1;80;52;1;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;52;134.55036748
6,013,359;1;3;1;80;52;1;;;;1;9;POR PROBLEMAS DE DROGAS;2;;;4;;2;2;;2;;1;11;3;52;134.55036748
6,013,359;1;9;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;134.55036748
6,013,360;1;2;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;52;301.94832486
6,013,361;1;1;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;277.93346146
6,013,362;1;1;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;176.99993364
6,013,362;1;3;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;176.99993364
6,013,363;1;3;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;295.74791011
6,013,363;1;6;1;80;52;1;;;;1;8;;2;;;1;;2;2;;2;;1;11;1.4;52;295.74791011
6,013,363;1;7;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;295.74791011
6,013,365;1;1;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;195.05465868
6,013,368;1;4;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;241.65766656
6,013,369;1;1;1;80;52;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;2;52;211.83050317
6,013,369;1;2;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;211.83050317
6,013,370;1;1;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;3;52;181.38279318
6,013,370;1;2;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;181.38279318
6,013,371;1;4;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;228.89235177
6,013,371;1;5;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;228.89235177
6,013,374;1;1;1;80;52;1;2;;908,526;1;1;;2;;;2;;2;2;;2;;1;11;1.4;52;301.19572481
6,013,374;1;2;1;80;52;1;2;;908,546;1;4;;2;;;4;;2;2;;2;;1;11;1.3;52;301.19572481
6,013,375;1;1;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;2;52;181.38279318
6,013,376;1;3;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;332.39603485
6,013,377;1;1;1;80;52;1;;;;1;4;;2;;;4;;3;3;;2;;1;11;1.2;52;186.59033149
6,013,379;1;2;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;272.44300637
6,013,381;1;1;1;80;52;1;;;;1;7;;2;;;8;;3;3;;2;;1;11;3;52;186.59033149
6,013,384;1;3;1;80;52;1;;;;1;2;;2;;;2;;2;2;;2;;1;11;1.4;52;235.14687251
6,013,384;1;4;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;235.14687251
6,013,385;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;229.8852282
6,013,385;1;2;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;229.8852282
6,013,388;1;1;1;80;52;1;;;;1;8;;2;;;9;;2;2;;2;;1;11;3;52;204.69916252
6,013,388;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;204.69916252
6,013,388;1;3;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;204.69916252
6,013,391;1;1;1;80;52;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;52;242.27821316
6,013,391;1;2;1;80;52;1;;;;1;4;;2;;;4;;3;3;;2;;1;11;4;52;242.27821316
6,013,391;1;3;1;80;52;1;;;;1;4;;2;;;4;;3;3;;2;;1;11;4;52;242.27821316
6,013,392;1;2;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;203.00417097
6,013,393;1;2;1;80;52;1;2;;908,526;1;9;PANDEMIA COVID 19;2;;;9;;2;2;;2;;1;11;2;52;343.68142424
6,013,395;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;120.15015241
6,013,395;1;4;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;120.15015241
6,013,396;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;188.28532304
6,013,401;1;2;1;80;52;1;1;40;300,000;1;4;;2;;;9;;2;2;;2;;1;11;2;52;181.38279318
6,013,403;1;2;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;201.95718854
6,013,404;1;2;1;80;52;1;2;;98;2;;;;2;;;.;;;;2;;1;11;;52;203.00417097
6,013,406;1;2;1;80;52;1;2;;1,500,000;1;9;PANDEMIA;2;;;2;;2;2;;2;;1;11;2;52;256.70267871
6,013,406;1;3;1;80;52;1;;;;1;8;;2;;;12;DILIGENCIAS PARA INGRESAR A ESTUDIAR;2;2;;2;;1;11;1.3;52;256.70267871
6,013,407;1;4;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;277.63907908
6,013,408;1;2;1;80;52;1;;;;1;2;;2;;;2;;2;2;;2;;1;11;2;52;201.95718854
6,013,411;1;2;1;80;52;1;;;;1;2;;2;;;2;;2;2;;2;;1;11;1.2;52;242.53577242
6,013,412;1;2;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;247.19136909
6,013,412;1;4;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;247.19136909
6,013,415;1;2;1;80;52;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;3;52;213.52549472
6,013,415;1;4;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;213.52549472
6,013,416;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;204.69916252
6,013,416;1;3;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;204.69916252
6,013,417;1;3;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;197.79663266
6,013,419;1;2;1;80;52;1;;;;1;1;;2;;;9;;2;2;;2;;1;11;2;52;271.28849086
6,013,421;1;3;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;232.40489853
6,013,422;1;1;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;52;341.47992631
6,013,422;1;2;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;341.47992631
6,013,423;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;204.69916252
6,013,423;1;3;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;204.69916252
6,013,428;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;235.14687251
6,013,428;1;4;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;235.14687251
6,013,431;1;1;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;181.38279318
6,013,431;1;2;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;181.38279318
6,013,432;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;189.33230547
6,013,432;1;2;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;189.33230547
6,013,434;1;5;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;311.3151331
6,013,434;1;6;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;311.3151331
6,013,435;1;3;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;176.99993364
6,013,436;1;1;1;80;52;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;52;176.17525487
6,013,439;1;3;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;126.03193429
6,013,439;1;4;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;126.03193429
6,013,439;1;5;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;126.03193429
6,013,440;1;1;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;176.99993364
6,013,440;1;2;1;80;52;1;;;;1;2;;2;;;2;;2;2;;2;;1;11;3;52;176.99993364
6,013,442;1;2;1;80;52;1;;;;1;2;;2;;;2;;2;2;;2;;1;11;2;52;149.29419763
6,013,442;1;3;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;149.29419763
6,013,443;1;2;1;80;52;1;2;;800,000;1;8;;2;;;9;;2;2;;2;;1;11;3;52;317.35102269
6,013,443;1;4;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;317.35102269
6,013,444;1;1;1;80;52;1;;;;1;7;;2;;;8;;2;2;;2;;1;11;2;52;260.89907538
6,013,445;1;1;1;80;52;1;1;24;400,000;1;7;;2;;;1;;2;2;;2;;1;11;2;52;292.50130088
6,013,445;1;4;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;292.50130088
6,013,445;1;5;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;292.50130088
6,013,446;1;3;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;233.45188096
6,013,447;1;1;1;80;52;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;52;295.98818649
6,013,450;1;2;1;80;52;1;;;;1;8;;2;;;9;;2;2;;2;;1;11;3;52;428.59821475
6,013,453;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;203.00417097
6,013,454;1;4;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;184.77277628
6,013,455;1;1;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;2;52;215.11295319
6,013,455;1;2;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;2;52;215.11295319
6,013,455;1;3;1;80;52;1;1;40;908,526;2;;;;2;;;.;2;2;;2;;1;11;;52;215.11295319
6,013,456;1;2;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;203.00417097
6,013,457;1;2;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;141.34468534
6,013,458;1;1;1;80;52;1;1;20;500,000;1;7;;2;;;9;;2;2;;2;;1;11;2;52;299.20635088
6,013,459;1;1;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;247.48575147
6,013,461;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;203.65218009
6,013,461;1;3;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;203.65218009
6,013,464;1;2;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;1.4;52;197.29012628
6,013,467;1;4;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;234.09989008
6,013,469;1;1;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;127.67281984
6,013,470;1;2;1;80;52;1;2;;500,000;1;4;;2;;;4;;2;2;;2;;1;11;2;52;217.03804148
6,013,471;1;2;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;211.83050317
6,013,474;1;3;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;196.74965023
6,013,475;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;213.52549472
6,013,475;1;2;1;80;52;1;;;;1;5;;2;;;10;;2;2;;2;;1;11;3;52;213.52549472
6,013,475;1;3;1;80;52;1;2;;1,500,000;1;1;;1;;1;2;;2;2;;2;;1;11;1.4;52;213.52549472
6,013,475;1;4;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;213.52549472
6,013,476;1;1;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;186.59033149
6,013,477;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;186.86674113
6,013,477;1;2;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;186.86674113
6,013,477;1;3;1;80;52;1;1;20;908,000;2;;;;1;1;2;;2;2;;2;;1;11;;52;186.86674113
6,013,477;1;4;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;186.86674113
6,013,478;1;1;1;80;52;1;2;;908,526;1;3;;2;;;9;;2;2;;2;;1;11;4;52;243.58275485
6,013,478;1;2;1;80;52;1;2;;300,000;1;2;;2;;;2;;2;2;;2;;1;11;2;52;243.58275485
6,013,480;1;1;1;80;52;1;;;;1;8;;2;;;10;;3;3;;2;;1;11;1.3;52;199.49162421
6,013,480;1;4;1;80;52;1;;;;1;9;ESTADO DE EMBARAZO;2;;;12;POR ESTADO DE EMBARAZO;2;2;;2;;1;11;1.4;52;199.49162421
6,013,481;1;1;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;3;52;324.50062855
6,013,481;1;2;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;324.50062855
6,013,481;1;5;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;324.50062855
6,013,481;1;6;1;80;52;1;2;;600,000;1;8;;2;;;9;;2;2;;2;;1;11;3;52;324.50062855
6,013,482;1;2;1;80;52;1;;;;1;3;;2;;;4;;2;2;;2;;1;11;4;52;211.83050317
6,013,484;1;2;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;232.68781532
6,013,484;1;3;1;80;52;1;;;;1;2;;2;;;2;;2;2;;2;;1;11;3;52;232.68781532
6,013,484;1;4;1;80;52;1;;;;1;6;;2;;;8;;2;2;;2;;1;11;4;52;232.68781532
6,013,484;1;5;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;232.68781532
6,013,485;1;1;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;217.03804148
6,013,486;1;2;1;80;52;1;;;;1;3;;2;;;4;;2;2;;2;;1;11;4;52;261.15761697
6,013,487;1;4;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;144.08665932
6,013,489;1;1;1;80;52;1;;;;1;3;;2;;;9;;2;2;;1;40,000;1;11;1.2;52;480.60060965
6,013,490;1;2;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;2;52;271.28849086
6,013,492;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;141.34468534
6,013,492;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;141.34468534
6,013,493;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;267.22400246
6,013,493;1;2;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;267.22400246
6,013,493;1;3;1;80;52;1;;;;1;4;;2;;;4;;1;2;;2;;1;11;3;52;267.22400246
6,013,493;1;4;1;80;52;1;1;24;908,526;1;3;;2;;;9;;2;2;;2;;1;11;2;52;267.22400246
6,013,493;1;6;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;267.22400246
6,013,494;1;3;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;233.45188096
6,013,495;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;173.48738689
6,013,495;1;2;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;173.48738689
6,013,495;1;5;1;80;52;1;;;908,526;1;8;;2;;;2;;2;2;;2;;1;11;1.4;52;173.48738689
6,013,497;1;2;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;2;52;217.57851752
6,013,498;1;3;1;80;52;1;;;;2;;;;1;2;8;;2;2;;2;;1;11;;52;232.40489853
6,013,501;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;186.59033149
6,013,502;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;171.79239533
6,013,502;1;2;1;80;52;1;;;;2;;;;2;;;.;3;3;;2;;1;11;;52;171.79239533
6,013,502;1;4;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;171.79239533
6,013,504;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;146.55222365
6,013,506;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;120.15015241
6,013,506;1;3;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;120.15015241
6,013,507;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;186.59033149
6,013,508;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;181.38279318
6,013,508;1;2;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;3;52;181.38279318
6,013,509;1;1;1;80;52;1;;;;1;5;;2;;;8;;3;3;;2;;1;11;4;52;176.17525487
6,013,509;1;2;1;80;52;1;;;;1;5;;2;;;4;;3;3;;2;;1;11;4;52;176.17525487
6,013,509;1;3;1;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;52;176.17525487
6,013,510;1;2;1;80;52;1;1;48;1,200,000;1;3;;2;;;9;;2;2;;2;;1;11;4;52;230.98631663
6,013,510;1;3;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;230.98631663
6,013,510;1;4;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;230.98631663
6,013,510;1;5;1;80;52;1;;;;1;5;;2;;;8;;3;3;;2;;1;11;4;52;230.98631663
6,013,511;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;1.2;52;186.59033149
6,013,514;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;186.59033149
6,013,516;1;2;1;80;52;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;52;203.00417097
6,013,519;1;1;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;52;141.34468534
6,013,519;1;2;1;80;52;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;3;52;141.34468534
6,013,520;1;3;1;80;52;1;;;;2;;;;2;;;.;;;;2;;1;11;;52;274.03046484
6,013,524;1;1;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;127.67281984
6,013,525;1;1;1;80;52;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;52;377.41809139
6,013,525;2;2;2;80;52;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;52;377.41809139
6,013,526;1;3;1;80;52;1;;;;1;2;;2;;;2;;2;2;;2;;1;11;3;52;332.39603485
6,013,528;1;1;1;80;52;1;;;;1;3;;2;;;9;;2;2;;1;30,000;1;11;1.2;52;218.73303303
6,013,529;1;1;1;80;52;1;;;;1;4;;2;;;8;;3;3;;2;;1;11;3;52;136.13714703
