directorio;secuencia_p;orden;P7250;P7310;P7320;OFICIO2;RAMA2D_D_r4;RAMA4D_D_r4;P7350;P7360;dsi;mes;area;dpto;fex_c_2011
144140;1;1;24;2;24;98;49;4921;4;1;1;07;17;17;214,236280527973
144147;1;1;10;2;10;55;81;8121;1;9;1;07;11;11;4198,89964892416
144150;1;3;6;2;48;54;97;9700;3;1;1;07;47;47;148,848644157534
144152;1;1;16;2;3;45;47;4755;1;2;1;07;11;11;1797,84379091938
144158;1;2;8;2;10;33;84;8412;1;9;1;07;08;08;795,58645654601
144166;1;1;14;2;14;53;56;5611;1;4;1;07;05;05;798,853385454708
144168;1;3;24;1; ; ; ; ; ; ;1;07;17;17;43,6259288497264
144181;1;1;8;2;13;55;81;8121;4;1;1;07;54;54;213,874861340458
144181;1;3;6;2;23;45;47;4792;4;1;1;07;54;54;213,874861340458
144187;1;3;2;2;208;97;46;4631;1;9;1;07;27;27;25,1190785264944
144196;1;7;52;2;52;33;47;4711;1;9;1;07;08;08;888,158240038718
144199;1;3;12;2;12;30;14;1410;1;9;1;07;05;05;860,375961190427
144204;1;1;24;1; ; ; ; ; ; ;1;07;73;73;124,142439429441
144214;1;2;24;2;24;45;47;4754;1;5;1;07;05;05;975,805034662848
144217;1;2;24;1; ; ; ; ; ; ;1;07;05;05;716,439366575313
144226;1;2;32;2;32;21;64;6424;1;4;1;07;08;08;394,872126605592
144230;1;3;12;2;12;95;41;4111;1;4;1;07;70;70;191,796237410855
144233;1;1;16;2;16;85;95;9522;1;2;1;07;17;17;147,81672437416
144235;1;3;20;2;20;03;43;4321;1;9;1;07;08;08;315,164124539225
144237;1;2;36;2;48;38;82;8220;1;9;1;07;17;17;212,151498221
144240;1;2;104;2;156;13;85;8530;1;6;1;07;15;15;96,7792966268221
144241;1;1;3;2;8;85;43;4321;4;1;1;07;05;05;723,544908285451
144243;1;1;4;2;15;98;49;4921;4;1;1;07;11;11;2108,16465162158
144246;1;2;1;2;4;85;46;4669;1;4;1;07;11;11;4093,78147049587
144249;1;1;104;2;104;59;96;9609;4;1;1;07;66;66;174,848440188647
144250;1;2;3;2;18;13;85;8552;4;1;1;07;54;54;298,436224783362
144252;1;1;3;2;15;33;92;9200;1;2;1;07;11;11;1475,20308835431
144252;1;2;3;2;15;53;56;5611;1;3;1;07;11;11;1475,20308835431
144252;1;3;3;2;15;51;92;9200;1;2;1;07;11;11;1475,20308835431
144252;1;4;3;2;15;45;47;4761;1;2;1;07;11;11;1475,20308835431
144255;1;3;4;2;16;41;47;4771;4;1;1;07;52;52;198,615728381105
144256;1;2;3;2;3;93;43;4330;1;2;1;07;17;17;89,073870224474
144256;1;6;7;2;6;85;43;4321;4;1;1;07;17;17;89,073870224474
144260;1;1;16;2;16;98;49;4923;1;2;1;07;05;05;815,565593930212
144261;1;1;16;2;16;53;56;5611;1;4;1;07;11;11;3753,11239495928
144261;1;5;24;1; ; ; ; ; ; ;1;07;11;11;3753,11239495928
144265;1;3;16;2;16;17;60;6010;1;9;1;07;66;66;262,056909116049
144266;1;1;16;2;16;97;47;4721;1;4;1;07;11;11;6218,6622173132
144268;1;2;14;2;14;54;81;8121;4;1;1;07;05;05;940,145095470603
144270;1;7;48;2;48;54;97;9700;3;1;1;07;17;17;164,249124337917
144274;1;4;48;2;96;95;78;7810;1;6;1;07;05;05;897,835733815733
144279;1;2;32;2;32;33;52;5221;1;4;1;07;05;05;696,586494064081
144279;2;1;16;2;16;53;56;5611;1;4;1;07;05;05;696,586494064081
144279;2;2;16;2;16;45;47;4772;1;4;1;07;05;05;696,586494064081
144281;1;2;2;2;10;95;41;4111;4;3;1;07;19;19;97,9593728168189
144284;1;2;26;2;31;85;43;4321;1;7;1;07;76;76;696,710682721958
144285;1;2;20;2;20;79;14;1410;1;5;1;07;11;11;4787,74623751407
144291;1;5;13;2;13;45;46;4631;1;9;1;07;66;66;589,87855275096
144297;1;1;4;2;16;58;42;4210;1;9;1;07;47;47;91,9515919268959
144300;1;3;14;2;14;18;96;9602;1;4;1;07;17;17;145,455916220373
144302;1;1;12;2;12;44;64;6412;1;9;1;07;11;11;5319,5478525051
144303;1;1;20;2;20;98;49;4921;4;1;1;07;47;47;125,803355632099
144303;1;2;22;2;32;53;94;9499;4;1;1;07;47;47;125,803355632099
144306;1;4;6;1; ; ; ; ; ; ;1;07;20;20;242,2154334152
144310;1;1;18;2;18;45;46;4690;1;8;1;07;23;23;256,583067114326
144311;1;2;4;2;4;95;41;4111;1;4;1;07;05;05;1293,83533395268
144311;1;3;16;2;16;95;41;4111;1;4;1;07;05;05;1293,83533395268
144315;1;1;16;2;16;45;47;4781;4;1;1;07;52;52;628,416778989623
144327;1;2;4;2;12;45;47;4711;1;2;1;07;15;15;132,341378524156
144334;1;3;2;2;15;37;53;5320;3;1;1;07;11;11;2455,26147142365
144340;1;2;15;2;15;95;41;4111;1;8;1;07;17;17;249,55255015887
144345;1;1;32;2;32;45;47;4772;1;3;1;07;66;66;234,856335187417
144349;1;2;6;2;12;45;47;4771;1;3;1;07;20;20;181,876271809913
144350;1;1;5;2;5;30;96;9609;1;8;1;07;11;11;2385,36215100691
144356;1;3;14;2;16;79;14;1410;4;2;1;07;70;70;58,6302927507958
144362;1;1;3;2;8;84;45;4520;1;2;1;07;18;18;56,4807428191994
144364;1;2;52;2;52;45;47;4761;1;3;1;07;05;05;719,162018328122
144367;1;2;4;2;12;54;88;8890;4;1;1;07;52;52;236,86730603247
144372;1;1;16;2;16;95;41;4111;1;6;1;07;17;17;145,455916220373
144373;1;3;8;2;16;98;49;4921;4;1;1;07;11;11;1907,87369359408
144374;1;1;30;2;30;98;49;4923;1;6;1;07;11;11;2969,47601548443
144377;1;3;16;1; ; ; ; ; ; ;1;07;50;50;133,896550836968
144379;1;1;15;2;15;16;74;7420;4;1;1;07;11;11;2714,56562230302
144386;1;2;30;2;52;55;22;2221;1;4;1;07;11;11;2562,53753004346
144391;1;3;20;2;20;37;46;4690;1;6;1;07;05;05;1248,64162720201
144393;1;1;24;2;24;98;49;4921;4;1;1;07;70;70;148,133200801523
144401;1;1;14;2;14;45;10;1081;1;3;1;07;05;05;924,426521484508
144409;1;2;3;2;3;93;43;4330;4;1;1;07;76;76;1347,09508708663
144414;1;2;15;2;28;58;86;8621;1;8;1;07;47;47;79,2584367453315
144415;1;3;12;2;15;97;47;4711;1;6;1;07;54;54;255,079536280465
144415;1;4;12;2;15;97;47;4711;1;6;1;07;54;54;255,079536280465
144418;1;1;8;2;17;45;47;4781;4;1;1;07;76;76;1317,54068550632
144419;1;1;20;2;52;58;84;8422;2;9;1;07;73;73;319,922887211903
144422;1;1;12;2;15;95;41;4111;1;6;1;07;54;54;282,928567121477
144422;1;2;12;2;15;54;97;9700;3;1;1;07;54;54;282,928567121477
144424;1;2;24;2;16;44;79;7912;1;3;1;07;68;68;394,062068757027
144424;1;5;15;2;15;51;56;5613;5;2;1;07;68;68;394,062068757027
144424;1;7;15;2;15;45;56;5619;4;2;1;07;68;68;394,062068757027
144424;1;8;14;2;14;45;56;5619;4;2;1;07;68;68;394,062068757027
144428;1;1;5;2;10;55;81;8121;4;1;1;07;76;76;689,042543166139
144428;1;2;10;2;16;36;49;4921;1;2;1;07;76;76;689,042543166139
144430;1;4;24;2;24;95;41;4111;5;2;1;07;05;05;528,646343065833
144430;1;5;12;2;12;06;86;8622;4;1;1;07;05;05;528,646343065833
144434;1;2;4;2;15;95;41;4111;4;1;1;07;54;54;160,12308928549
144444;1;2;4;2;28;54;97;9700;3;1;1;07;54;54;238,332566174421
144451;1;2;8;2;8;55;81;8121;4;1;1;07;50;50;124,580113138102
144461;1;1;16;2;16;02;42;4210;1;9;1;07;41;41;77,4877736986513
144468;1;2;15;2;15;95;41;4111;1;3;1;07;41;41;113,840256093403
144471;2;1;12;2;144;45;47;4773;1;2;1;07;54;54;280,225250119343
144478;1;1;12;2;24;11;69;6920;4;1;1;07;44;44;64,1294001989836
144491;1;2;11;2;20;44;66;6612;4;1;1;07;23;23;128,172585730511
144496;1;1;3;2;16;45;47;4781;4;1;1;07;54;54;224,049474420023
144496;1;3;3;2;25;45;47;4719;1;4;1;07;54;54;224,049474420023
144502;1;2;12;2;13;39;96;9603;1;6;1;07;70;70;46,707864799079
144509;1;3;20;2;20;55;81;8121;1;9;1;07;17;17;65,1799558384752
144510;1;2;12;2;12;53;56;5611;1;4;1;07;05;05;696,012410401438
144517;1;1;16;2;16;95;41;4112;1;9;1;07;17;17;103,054269435583
144519;1;3;16;2;22;11;69;6920;4;1;1;07;70;70;90,7510823107794
144519;1;4;22;1; ; ; ; ; ; ;1;07;70;70;90,7510823107794
144522;1;2;12;2;12;84;49;4921;1;9;1;07;05;05;852,174019611781
144523;1;1;6;2;48;39;94;9499;1;9;1;07;19;19;274,410490920153
144530;1;3;12;1; ; ; ; ; ; ;1;07;50;50;188,931752566796
144533;2;1;14;2;14;41;47;4789;4;1;1;07;54;54;698,63916251684
144533;2;2;14;2;14;41;47;4771;4;1;1;07;54;54;698,63916251684
144534;1;2;8;2;8;97;52;5224;4;1;1;07;17;17;135,697374418424
144535;1;1;4;2;20;53;56;5619;4;2;1;07;70;70;230,330240299113
144538;1;3;52;2;20;38;82;8220;1;9;1;07;11;11;1583,94376937263
144538;1;5;24;2;19;38;82;8220;1;9;1;07;11;11;1583,94376937263
144539;1;1;12;2;12;95;41;4111;4;2;1;07;44;44;67,4429626440712
144541;1;1;998;2;15;95;41;4111;1;2;1;07;68;68;325,137837111797
144541;1;2;12;2;15;53;56;5611;1;4;1;07;68;68;325,137837111797
144545;1;1;2;2;2;95;42;4210;1;9;1;07;41;41;27,9067628817653
144545;1;4;2;2;2;95;42;4210;1;9;1;07;41;41;27,9067628817653
144546;1;3;16;2;16;98;49;4921;4;1;1;07;08;08;416,910556643873
144546;1;9;28;2;28;77;10;1040;1;7;1;07;08;08;416,910556643873
144548;1;3;28;2;28;95;42;4210;1;3;1;07;41;41;144,424565339191
144549;1;2;32;2;32;19;84;8412;4;9;1;07;44;44;54,4345048043989
144552;1;1;8;2;8;21;82;8230;4;1;1;07;17;17;236,485594205038
144554;1;3;6;1; ; ; ; ; ; ;1;07;70;70;189,730823973166
144572;1;1;10;2;12;53;56;5611;1;4;1;07;70;70;107,796578130685
144572;1;3;24;2;25;54;97;9700;3;1;1;07;70;70;107,796578130685
144572;1;5;14;2;15;33;86;8610;1;9;1;07;70;70;107,796578130685
144580;1;1;1;2;10;45;47;4781;4;1;1;07;19;19;91,0393027468416
144585;1;3;7;2;12;84;35;3511;1;9;1;07;08;08;400,180975544484
144587;1;2;12;2;12;84;45;4542;4;1;1;07;05;05;888,9156388871
144588;1;2;15;2;15;55;81;8121;4;1;1;07;41;41;148,605302715669
144588;1;4;15;2;15;55;81;8121;4;1;1;07;41;41;148,605302715669
144596;1;1;6;2;16;95;41;4111;4;1;1;07;54;54;471,585391840807
144598;1;1;15;2;15;55;85;8530;1;8;1;07;41;41;135,193255995966
144599;1;3;30;2;31;59;86;8610;1;9;1;07;70;70;209,080702283711
144600;1;3;6;2;13;95;41;4111;4;1;1;07;08;08;867,250256856628
144603;1;1;4;2;15;53;56;5611;1;3;1;07;41;41;241,386315454007
144604;1;2;4;1; ; ; ; ; ; ;1;07;05;05;1498,98945557028
144604;1;4;4;2;3;33;10;1081;1;3;1;07;05;05;1498,98945557028
144608;1;1;3;2;24;45;47;4751;1;2;1;07;18;18;44,9484361495114
144610;1;1;4;2;4;55;81;8121;4;1;1;07;41;41;22,8279817304644
144612;1;2;14;2;14;59;86;8610;1;7;1;07;11;11;4481,55316418468
144613;1;2;18;2;45;13;85;8530;1;6;1;07;70;70;112,977670753324
144615;1;3;1;2;10;45;47;4792;4;1;1;07;19;19;110,988216604966
144619;1;3;6;2;20;45;47;4711;1;3;1;07;20;20;137,109828189399
144621;1;2;5;2;5;33;64;6499;1;9;1;07;41;41;186,2370482827
144625;1;4;21;2;21;58;84;8412;2;9;1;07;41;41;170,489718247473
144626;1;1;12;2;13;55;55;5511;1;4;1;07;70;70;117,371366977309
144626;1;2;10;2;12;54;88;8890;4;1;1;07;70;70;117,371366977309
144626;1;5;16;2;17;95;41;4111;4;2;1;07;70;70;117,371366977309
144627;1;2;4;2;14;99;15;1521;4;1;1;07;54;54;258,555770971041
144627;1;3;4;2;14;99;15;1521;4;1;1;07;54;54;258,555770971041
144633;1;1;12;2;12;90;22;2221;4;7;1;07;17;17;260,719823353901
144636;1;2;8;2;12;08;82;8299;4;9;1;07;11;11;3567,56471037468
144637;1;3;16;1; ; ; ; ; ; ;1;07;41;41;88,1339638261777
144637;1;5;24;2;24;21;61;6190;1;2;1;07;41;41;88,1339638261777
144637;1;8;16;2;16;53;56;5630;1;4;1;07;41;41;88,1339638261777
144641;1;2;5;2;25;55;81;8121;4;1;1;07;20;20;188,449686644588
144643;1;4;2;2;10;53;56;5630;4;3;1;07;19;19;102,483799837722
144648;2;2;12;2;12;59;86;8610;1;9;1;07;68;68;209,518947789021
144658;1;1;17;2;17;45;47;4781;4;1;1;07;17;17;104,351550150819
144663;1;1;16;2;16;45;47;4772;1;5;1;07;41;41;138,595797219559
144663;1;2;8;2;8;93;43;4330;4;1;1;07;41;41;138,595797219559
144665;1;2;5;2;14;54;97;9700;3;1;1;07;54;54;280,067780889457
144667;1;2;16;2;16;53;56;5611;1;3;1;07;41;41;91,3665648529665
144667;1;3;16;2;16;55;56;5619;1;4;1;07;41;41;91,3665648529665
144670;1;3;4;2;16;98;49;4921;4;1;1;07;63;63;29,0107514012521
144680;1;2;8;2;16;45;47;4771;1;3;1;07;18;18;63,2825685792945
144684;1;3;24;2;18;45;47;4761;1;2;1;07;05;05;1821,21274461577
144685;1;1;14;2;13;55;81;8121;4;1;1;07;41;41;115,963987948899
144695;1;1;3;2;7;38;82;8220;1;9;1;07;17;17;178,683365950017
144706;1;3;40;2;48;19;41;4111;1;8;1;07;17;17;92,5913590106894
144706;1;4;17;2;50;84;45;4542;1;4;1;07;17;17;92,5913590106894
144709;1;1;32;2;260;79;14;1410;1;9;1;07;17;17;203,794897741722
144713;1;2;20;2;20;03;43;4321;1;7;1;07;41;41;150,341032113191
144719;1;1;12;2;12;53;56;5611;1;3;1;07;05;05;842,012913037174
144720;1;1;16;2;17;45;47;4711;4;1;1;07;20;20;219,939491800174
144720;1;2;15;2;18;84;45;4542;4;1;1;07;20;20;219,939491800174
144723;1;1;20;2;45;41;47;4711;4;1;1;07;23;23;144,226754303235
144724;1;2;15;2;15;21;10;1089;1;9;1;07;17;17;139,201809383852
144726;1;3;4;2;4;39;85;8530;2;9;1;07;41;41;150,114506415856
144726;1;4;16;2;16;45;47;4755;1;4;1;07;41;41;150,114506415856
144732;1;1;16;2;17;62;81;8130;1;6;1;07;11;11;2070,31510385345
144741;1;2;14;2;14;95;41;4111;1;6;1;07;11;11;4692,78110869143
144742;1;1;3;2;4;98;49;4921;4;1;1;07;15;15;149,683183787395
144743;1;2;24;1; ; ; ; ; ; ;1;07;27;27;31,3528425197911
144745;1;2;20;1; ; ; ; ; ; ;1;07;41;41;230,106956388857
144746;1;2;20;2;20;41;47;4721;4;1;1;07;20;20;103,909445991456
144750;1;1;8;2;16;95;41;4111;4;1;1;07;54;54;500,077080620144
144761;1;3;15;2;15;97;56;5611;1;4;1;07;17;17;308,660615617106
144761;1;4;24;2;24;45;11;1104;1;9;1;07;17;17;308,660615617106
144762;1;2;10;2;24;45;47;4771;1;3;1;07;63;63;88,2252743733927
144762;1;4;10;2;26;45;47;4771;1;3;1;07;63;63;88,2252743733927
144765;1;3;4;2;18;54;97;9700;3;1;1;07;23;23;196,345779565232
144766;1;3;52;2;20;13;85;8512;4;5;1;07;08;08;417,069187560684
144778;1;2;53;2;53;45;47;4755;1;3;1;07;41;41;106,652536501958
144778;1;4;52;2;52;41;47;4755;1;4;1;07;41;41;106,652536501958
144780;1;1;13;2;15;95;42;4210;4;2;1;07;11;11;4390,76087651232
144780;1;2;13;2;15;97;46;4690;1;6;1;07;11;11;4390,76087651232
144780;1;3;13;2;15;50;96;9602;1;5;1;07;11;11;4390,76087651232
144783;1;1;10;2;10;99;49;4921;4;1;1;07;54;54;331,264391156089
144783;1;2;15;2;15;99;15;1521;4;1;1;07;54;54;331,264391156089
144787;1;2;20;2;20;32;86;8622;1;2;1;07;17;17;200,542854551375
144791;1;6;6;2;28;13;85;8512;1;4;1;07;44;44;38,1575205246522
144794;1;1;13;2;26;95;41;4111;1;2;1;07;50;50;379,665684526099
144795;1;4;12;2;24;11;84;8412;4;9;1;07;52;52;172,374930711843
144796;1;1;24;2;53;14;94;9491;4;1;1;07;50;50;119,058351993732
144797;1;1;12;2;12;59;96;9609;4;1;1;07;05;05;1394,23909748374
144797;1;2;12;2;12;41;47;4724;4;1;1;07;05;05;1394,23909748374
144804;1;1;6;2;16;53;56;5630;1;4;1;07;52;52;143,506880659907
144808;1;2;14;2;14;97;49;4923;1;3;1;07;11;11;2991,11784418886
144812;1;2;14;2;14;12;69;6910;1;3;1;07;68;68;577,036426586521
144820;1;2;5;1; ; ; ; ; ; ;1;07;54;54;555,167092686791
144820;1;4;8;1; ; ; ; ; ; ;1;07;54;54;555,167092686791
144820;2;2;10;2;11;80;15;1522;4;1;1;07;54;54;555,167092686791
144820;3;1;11;2;11;80;15;1522;4;1;1;07;54;54;555,167092686791
144828;1;2;12;2;12;53;56;5611;1;2;1;07;05;05;3025,93506282007
144831;1;3;12;2;12;42;11;1104;1;9;1;07;41;41;126,605546973765
144833;1;3;40;2;40;41;47;4771;1;4;1;07;18;18;176,904202274148
144837;1;1;4;2;13;98;49;4921;4;1;1;07;76;76;2041,48183417426
144837;1;2;4;2;16;57;96;9602;4;1;1;07;76;76;2041,48183417426
144846;2;4;26;2;26;45;47;4792;4;1;1;07;08;08;1044,32768885801
144848;1;2;15;2;15;80;15;1521;1;6;1;07;76;76;2276,30541474332
144849;1;2;17;2;17;45;46;4631;4;1;1;07;76;76;1507,40475318255
144859;1;4;24;2;24;33;23;2393;1;7;1;07;17;17;175,078813417745
144867;1;1;12;2;12;45;56;5619;4;1;1;07;41;41;129,128214207448
144870;1;1;16;2;20;54;81;8121;4;1;1;07;15;15;46,1488263777685
144876;1;1;12;2;17;41;47;4721;4;1;1;07;47;47;146,907832431505
144885;1;2;24;2;24;95;41;4111;1;3;1;07;15;15;39,5562998111405
144886;1;1;4;2;16;45;47;4782;4;1;1;07;11;11;2898,72665235306
144891;1;3;3;2;160;95;41;4111;4;1;1;07;54;54;517,626767618397
144892;1;1;8;2;16;54;97;9700;3;1;1;07;18;18;69,2318201755043
144904;1;1;20;2;21;95;41;4111;1;4;1;07;15;15;244,322935475035
144909;1;4;30;2;30;45;47;4799;1;9;1;07;11;11;2308,15982015109
144910;1;2;16;2;16;30;51;5111;1;9;1;07;11;11;2114,54757992532
144915;1;4;20;2;20;97;52;5224;4;1;1;07;11;11;4092,78922572087
144915;1;5;32;2;32;33;47;4711;1;5;1;07;11;11;4092,78922572087
144918;1;3;15;2;15;12;94;9499;1;5;1;07;52;52;75,3255619750556
144919;1;1;24;2;25;02;68;6820;4;1;1;07;15;15;84,9477784629434
144922;1;3;14;2;14;98;49;4921;4;1;1;07;70;70;197,737137397618
144927;1;3;14;2;16;13;85;8512;1;4;1;07;52;52;197,451462234507
144928;1;1;36;2;159;19;82;8299;1;5;1;07;27;27;128,536287592843
144932;1;1;13;2;15;03;43;4321;1;9;1;07;76;76;1205,40673929408
144956;1;2;16;2;16;95;41;4111;4;1;1;07;54;54;222,640486149092
144956;1;3;28;2;28;45;47;4724;4;1;1;07;54;54;222,640486149092
144956;1;4;16;2;16;45;47;4792;4;1;1;07;54;54;222,640486149092
144966;1;1;57;2;57;59;86;8699;1;7;1;07;27;27;31,7530915732352
144972;1;1;4;2;14;77;11;1104;1;6;1;07;41;41;93,9042189386708
144976;1;2;15;2;15;99;38;3830;4;1;1;07;70;70;162,075690428882
144976;1;4;49;2;52;45;47;4711;1;2;1;07;70;70;162,075690428882
144985;1;1;28;2;28;57;96;9602;4;1;1;07;20;20;264,851556754903
144988;1;3;8;2;20;45;47;4771;1;3;1;07;20;20;323,162145797102
144992;1;1;16;2;16;54;97;9700;3;1;1;07;18;18;51,1870364107931
145000;1;2;14;2;14;45;47;4792;4;1;1;07;70;70;127,167167708142
145010;1;2;6;2;24;19;94;9499;4;6;1;07;41;41;108,816519889736
145021;1;2;48;2;48;45;56;5619;1;3;1;07;05;05;1319,19607503068
145029;1;3;20;2;20;45;47;4731;1;6;1;07;20;20;144,272430998434
145030;1;3;7;2;7;08;84;8412;4;9;1;07;20;20;232,523886567598
145030;1;4;7;2;7;21;56;5630;4;3;1;07;20;20;232,523886567598
145036;1;1;52;2;7;98;49;4921;4;1;1;07;20;20;409,934187028971
145036;1;2;52;2;52;55;38;3811;1;8;1;07;20;20;409,934187028971
145041;1;3;26;2;30;19;70;7020;1;7;1;07;41;41;195,267285345565
145043;1;1;20;2;20;02;09;0910;1;9;1;07;41;41;301,1967488595
145044;1;2;8;2;8;95;41;4111;1;7;1;07;20;20;189,213422571651
145048;1;1;16;2;16;21;96;9609;5;6;1;07;41;41;296,289957329159
145050;1;1;8;2;12;39;85;8559;4;1;1;07;20;20;212,563449468203
145050;1;2;30;2;30;33;47;4754;1;5;1;07;20;20;212,563449468203
145054;1;2;50;2;51;03;85;8541;4;1;1;07;15;15;90,5070508426183
145059;1;1;20;2;30;54;97;9700;3;1;1;07;20;20;200,505790497927
145061;1;3;16;2;16;12;69;6910;4;1;1;07;41;41;212,351723672408
145067;1;1;8;2;16;93;43;4330;4;1;1;07;76;76;840,043495883901
145076;1;2;16;2;16;02;74;7490;1;8;1;07;41;41;273,013694704602
145076;1;5;20;2;20;45;45;4512;4;1;1;07;41;41;273,013694704602
145111;1;4;8;2;8;95;41;4111;4;1;1;07;54;54;455,851866853117
145119;1;3;16;2;16;54;97;9700;3;1;1;07;76;76;2970,98021424351
145124;1;2;16;2;48;33;15;1521;1;5;1;07;54;54;409,574852624154
145124;1;4;36;2;36;41;47;4711;4;1;1;07;54;54;409,574852624154
145125;1;1;12;2;16;37;47;4711;1;4;1;07;66;66;367,403519557056
145125;1;2;12;2;16;45;47;4771;1;4;1;07;66;66;367,403519557056
145136;1;4;20;2;22;39;69;6910;2;9;1;07;70;70;79,288042097202
145145;1;3;32;2;33;54;97;9700;3;1;1;07;70;70;171,762531165241
145149;1;2;12;2;14;06;86;8621;1;9;1;07;73;73;199,543118792975
145159;1;5;24;2;24;53;56;5619;4;1;1;07;54;54;121,027432041182
145164;1;2;56;2;56;41;47;4773;4;1;1;07;15;15;166,460286961579
145167;1;3;12;2;15;53;56;5619;1;4;1;07;76;76;1574,8569599919
145175;1;1;11;2;13;59;86;8610;1;9;1;07;70;70;149,443106211565
145175;1;2;8;2;9;99;45;4520;1;3;1;07;70;70;149,443106211565
145182;1;2;52;2;52;02;42;4210;1;9;1;07;23;23;254,883266895107
145185;1;1;999;2;22;45;47;4719;1;3;1;07;27;27;84,2081520186695
145188;1;2;10;2;14;59;86;8610;1;9;1;07;47;47;110,863759036651
145191;1;1;12;2;13;93;95;9524;4;1;1;07;52;52;363,509143634854
145196;1;1;16;2;16;95;41;4111;1;8;1;07;17;17;198,456926069598
145204;1;4;4;1; ; ; ; ; ; ;1;07;50;50;234,247433465891
145213;1;1;8;2;10;58;80;8010;1;9;1;07;15;15;105,859063212722
145236;1;6;17;2;17;30;71;7110;1;9;1;07;41;41;232,424916860153
145236;1;7;27;2;27;87;71;7110;1;9;1;07;41;41;232,424916860153
145236;1;9;19;2;19;30;71;7110;1;9;1;07;41;41;232,424916860153
145255;1;1;24;2;36;95;41;4111;1;5;1;07;05;05;1181,36527427247
145255;1;3;3;2;3;95;41;4111;1;2;1;07;05;05;1181,36527427247
145256;1;2;27;2;27;32;94;9411;1;9;1;07;18;18;55,8076312390582
145263;1;1;6;2;6;97;47;4711;1;3;1;07;05;05;1525,53923929253
145268;1;3;19;2;19;03;85;8544;2;9;1;07;66;66;373,674645821779
145276;1;1;17;2;17;45;47;4771;1;3;1;07;66;66;352,679047569673
145282;1;2;12;2;13;55;86;8691;1;4;1;07;41;41;99,0647531124368
145287;1;2;7;2;7;95;41;4111;4;1;1;07;41;41;248,441183821687
145288;1;1;16;2;16;98;49;4921;1;2;1;07;18;18;30,3622399490035
145293;1;1;10;2;16;41;47;4711;4;1;1;07;18;18;48,4071429877205
145293;1;2;16;2;16;98;49;4921;1;2;1;07;18;18;48,4071429877205
145298;1;2;44;2;44;33;47;4711;1;8;1;07;41;41;314,960471377399
145301;1;1;8;2;16;45;56;5619;4;1;1;07;18;18;66,9013410795836
145311;1;4;28;2;28;41;47;4723;4;1;1;07;08;08;1001,97143840516
145313;1;2;5;2;5;58;45;4520;1;4;1;07;41;41;168,184859633224
145322;1;3;5;2;5;95;41;4111;4;1;1;07;41;41;196,612732738115
145325;1;4;22;1; ; ; ; ; ; ;1;07;41;41;469,19933171632
145346;1;3;78;2;78;21;95;9511;4;9;1;07;76;76;1647,41976910169
145361;1;2;13;2;14;34;94;9411;4;9;1;07;50;50;206,104511004208
145372;1;1;6;2;6;95;31;3110;1;2;1;07;41;41;128,831924476709
145375;1;2;17;2;17;98;53;5320;1;9;1;07;41;41;304,703091956613
145377;1;1;12;2;12;98;49;4921;4;1;1;07;20;20;259,78665458227
145377;1;8;14;2;15;54;97;9700;3;1;1;07;20;20;259,78665458227
145387;1;2;48;1; ; ; ; ; ; ;1;07;20;20;179,444858430451
145388;1;5;6;2;6;45;10;1081;1;3;1;07;41;41;154,407554280787
145390;1;1;4;2;15;53;56;5611;5;2;1;07;63;63;75,0246625350565
145396;1;3;50;2;50;37;64;6424;1;9;1;07;20;20;150,499590506836
145420;1;2;28;2;28;58;84;8414;2;9;1;07;20;20;78,4778608178293
145446;1;2;1;2;2;39;84;8412;2;9;1;07;15;15;134,225649871462
145452;1;2;12;2;12;50;56;5619;1;9;1;07;20;20;253,48980529039
145454;1;1;2;2;2;98;49;4921;4;1;1;07;20;20;384,017355070582
145461;1;4;12;2;25;77;56;5619;1;2;1;07;76;76;677,463465317383
145467;1;1;4;2;15;55;81;8121;4;1;1;07;63;63;56,5182271917144
145467;1;2;5;2;14;41;47;4773;4;1;1;07;63;63;56,5182271917144
145467;1;3;5;2;30;53;56;5621;4;1;1;07;63;63;56,5182271917144
145485;1;4;5;2;30;54;97;9700;3;1;1;07;63;63;86,8592916825954
145487;1;1;12;2;12;77;56;5619;4;3;1;07;76;76;1163,69250766482
145487;1;2;52;2;52;98;49;4921;4;1;1;07;76;76;1163,69250766482
145487;1;3;104;2;104;39;84;8412;4;9;1;07;76;76;1163,69250766482
145497;1;3;96;2;144;02;05;0510;1;9;1;07;20;20;156,79656317328
145525;1;3;48;1; ; ; ; ; ; ;1;07;20;20;215,542099237319
145526;1;4;30;1; ; ; ; ; ; ;1;07;08;08;657,094479624048
145597;1;3;8;2;16;44;47;4771;4;2;1;07;20;20;245,72420742627
145597;1;4;16;1; ; ; ; ; ; ;1;07;20;20;245,72420742627
145597;1;6;14;2;14;41;47;4729;4;1;1;07;20;20;245,72420742627
145599;1;1;16;2;15;45;47;4771;1;5;1;07;20;20;197,071471817632
145615;1;1;66;2;66;13;85;8530;2;9;1;07;19;19;57,3333185408613
145615;1;6;48;2;48;13;85;8530;2;9;1;07;19;19;57,3333185408613
145625;1;2;8;2;10;41;47;4711;4;2;1;07;20;20;226,870948511255
145625;1;3;4;2;16;95;41;4111;4;3;1;07;20;20;226,870948511255
145625;1;6;20;2;20;59;85;8559;4;1;1;07;20;20;226,870948511255
145630;1;2;16;2;16;53;56;5619;1;4;1;07;68;68;371,826647201183
