DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
5048388;1;2;1;10;2;2;3;1977;42;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;10;41;1249,70591007218
5048388;1;3;1;10;2;1;1;2004;15;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;10;41;1249,70591007218
5048388;1;4;1;10;2;1;10;2006;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;10;41;1249,70591007218
5048388;1;5;1;10;2;1;6;2011;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;10;41;1249,70591007218
5048389;1;1;1;10;1;1;4;1952;67;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;10;41;442,505053923092
5048389;1;2;1;10;2;2;10;1966;53;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;10;41;442,505053923092
5048390;1;1;1;10;2;1;1;1972;47;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;704,484339314616
5048390;1;2;1;10;2;2;5;1967;52;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;704,484339314616
5048390;1;3;1;10;2;1;2;2008;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;10;41;704,484339314616
5048391;1;1;1;10;1;1;6;1995;24;1;2;2; ;2; ;2; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;10;41;534,47322983389
5048391;1;2;1;10;2;2;8;1993;26;5;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;534,47322983389
5048395;1;1;1;10;1;1;8;1961;58;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;770,00905905343
5048395;1;2;1;10;1;2;2;1964;55;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;41;770,00905905343
5048395;1;3;1;10;1;1;2;2002;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;10;41;770,00905905343
5048395;1;4;1;10;1;1;6;2007;12;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;10;41;770,00905905343
5048396;1;1;1;10;2;1;8;1980;39;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;1118,54582969421
5048396;1;2;1;10;2;2;9;1988;31;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;1118,54582969421
5048396;1;3;1;10;2;2;12;2007;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;10;41;1118,54582969421
5048396;1;4;1;10;2;1;1;2013;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;10;41;1118,54582969421
5048397;1;1;1;10;1;1;6;1974;45;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;41;757,483619032017
5048397;1;2;1;10;2;2;1;1971;48;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;10;41;757,483619032017
5048397;1;3;1;10;3;2;9;2000;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;11;10;41;757,483619032017
5048397;1;4;1;10;4;1;12;2001;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;11;10;41;757,483619032017
5048397;1;5;1;10;2;1;3;2006;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;10;41;757,483619032017
5048398;1;1;1;10;2;1;5;1974;45;1;3;3; ;2; ;1;2;1; ; ;3; ; ;1;1;2; ;3;2; ; ;2;2;10;41;880,256525762265
5048398;1;2;1;10;2;2;12;1972;46;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;880,256525762265
5048398;1;3;1;10;3;1;5;2000;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;1;1;2; ;3;5; ; ;2;5;10;41;880,256525762265
5048398;1;4;1;10;2;1;5;2003;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;880,256525762265
5048398;1;5;1;10;2;1;2;2004;15;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;880,256525762265
5048398;1;6;1;10;2;1;3;2006;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;880,256525762265
5048398;1;7;1;10;7;2;1;2008;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;880,256525762265
5048399;1;1;1;10;1;2;8;1949;70;1;5;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;10;41;847,828984349582
5048399;1;2;1;10;2;1;2;1969;50;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;41;847,828984349582
5048400;1;1;1;10;1;1;8;1939;80;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;41;647,236152323182
5048400;1;2;1;10;2;2;10;1944;75;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;10;41;647,236152323182
5048403;1;1;1;10;2;1;9;1993;26;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;6;1;3; ;2;12;10;41;1126,93300334193
5048403;1;2;1;10;2;2;4;1990;29;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;10;41;1126,93300334193
5048403;1;3;1;10;2;1;3;2010;9;3; ;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;10;41;1126,93300334193
5048406;1;1;1;10;1;2;6;1963;56;1;5;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;41;1277,53024111337
5048406;1;2;1;10;1;1;11;1988;30;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;1277,53024111337
5048406;1;3;1;10;1;1;7;1992;27;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;1277,53024111337
5048406;1;4;1;10;1;1;11;1987;32;3;4;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;1277,53024111337
5048406;1;5;1;10;1;2;9;1990;29;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;1277,53024111337
5048406;1;6;1;10;1;1;12;2012;6;4; ;2; ;1;5; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;10;41;1277,53024111337
5048407;1;1;1;10;1;1;7;1971;48;1;4;3; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;1199,96505263989
5048407;1;2;1;10;1;2;4;2010;9;3; ;1;1;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;10;41;1199,96505263989
5048408;1;1;1;10;1;1;3;1958;61;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;41;801,560065775759
5048408;1;2;1;10;2;2;3;1961;58;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;801,560065775759
5048408;1;3;1;10;3;2;5;1998;21;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;801,560065775759
5048408;1;4;1;10;3;2;4;2017;2;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;41;801,560065775759
5048409;1;1;1;10;2;1;10;1988;31;1;1;2; ;2; ;1;2;2;1;36; ; ; ;1;1;2; ;3;5; ; ;2;5;10;41;1512,70190928431
5048409;1;2;1;10;2;2;4;1998;21;2;1;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;10;41;1512,70190928431
5048409;1;3;1;10;2;1;11;2018;0;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;41;1512,70190928431
5048410;1;1;1;10;1;1;11;1969;49;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;1302,70518978958
5048410;1;2;1;10;2;2;2;1982;37;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;1302,70518978958
5048410;1;3;1;10;2;1;6;1999;20;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;10;41;1302,70518978958
5048410;1;4;1;10;4;2;7;2001;18;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;1302,70518978958
5048410;1;5;1;10;2;1;2;2006;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;10;41;1302,70518978958
5048410;1;6;1;10;2;1;11;2008;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;10;41;1302,70518978958
5048410;1;7;1;10;4;1;10;2018;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;41;1302,70518978958
5048411;1;1;1;10;1;1;3;1964;55;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;688,050867383588
5048411;1;2;1;10;2;2;1;1967;52;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;41;688,050867383588
5048411;1;3;1;10;3;1;11;1998;20;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;688,050867383588
5048411;1;4;1;10;2;1;12;2000;18;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;688,050867383588
5048411;1;5;1;10;2;1;7;2003;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;688,050867383588
5048411;1;6;1;10;2;1;11;2005;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;10;41;688,050867383588
5048412;1;1;1;10;1;1;4;1981;38;1;3;3; ;2; ;1;2;2;1;24; ; ; ;1;1;2; ;3;3; ; ;2;3;10;41;1188,31945670705
5048412;1;2;1;10;1;2;12;1981;37;2;3;2; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;1188,31945670705
5048412;1;3;1;10;1;1;6;2000;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;1188,31945670705
5048412;1;4;1;10;1;1;3;2016;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;1188,31945670705
5048413;1;1;1;10;1;2;12;1983;35;1;1;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;867,195426414914
5048413;1;2;1;10;1;1;11;1975;43;2;1;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;10;41;867,195426414914
5048413;1;3;1;10;1;1;5;2006;13;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;10;41;867,195426414914
5048413;1;4;1;10;1;2;5;2010;9;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;10;41;867,195426414914
5048415;1;1;1;10;2;1;11;1950;68;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;809,947239423481
5048415;1;2;1;10;2;2;1;1954;65;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;809,947239423481
5048415;1;3;1;10;2;2;1;2015;4;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;809,947239423481
5048416;1;1;1;10;1;1;1;1952;67;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;647,236152323182
5048416;1;2;1;10;2;2;9;1949;70;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;647,236152323182
5048417;1;1;1;10;1;2;8;1937;82;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;647,236152323182
5048417;1;2;1;10;2;1;10;1960;59;3;3;3; ;1;1;2; ;2;1;24; ; ; ;1;1;2; ;3;4; ; ;2;4;10;41;647,236152323182
5048418;1;1;1;10;1;1;1;1965;54;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;1110,15865604648
5048418;1;2;1;10;1;2;10;1972;47;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;6;1;2;2;2;12;10;41;1110,15865604648
5048418;1;3;1;10;1;2;10;2006;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;10;41;1110,15865604648
5048418;1;4;1;10;1;2;3;1996;23;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;6;4;2;2;2;15;10;41;1110,15865604648
5048418;1;5;1;10;1;1;3;2019;0;4; ;2; ;1;4; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;41;1110,15865604648
5048419;1;1;1;10;2;1;8;1991;28;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;10;41;1602,38094708664
5048419;1;2;1;10;2;2;12;1989;29;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;10;41;1602,38094708664
5048419;1;3;1;10;2;2;11;2007;11;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;10;41;1602,38094708664
5048419;1;4;1;10;2;1;7;2012;7;3; ;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;10;41;1602,38094708664
5048419;1;5;1;10;2;1;5;2014;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;10;41;1602,38094708664
5048421;1;1;1;10;1;1;9;1953;66;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;41;801,560065775759
5048421;1;2;1;10;2;2;10;1956;63;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;41;801,560065775759
5048421;1;3;1;10;3;2;2;1997;22;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;10;41;801,560065775759
5048421;1;4;1;10;3;2;7;2013;6;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;10;41;801,560065775759
5048422;1;1;1;10;2;1;9;1967;52;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;41;920,194706132316
5048422;1;2;1;10;2;2;9;2001;18;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;10;41;920,194706132316
5048422;1;3;1;10;3;1;6;1997;22;3;6;1;1;1;6; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;920,194706132316
5048422;1;4;1;10;3;1;5;2009;10;3;6;1;1;1;6; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;10;41;920,194706132316
5048422;1;5;1;10;2;2;4;2019;0;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;41;920,194706132316
5048422;1;6;1;10;3;2;1;1966;53;9;4;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;920,194706132316
5048423;1;1;1;10;1;1;12;1950;68;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;41;836,661133513193
5048425;1;1;1;10;1;1;12;1972;46;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;643,097885949492
5048425;1;2;1;10;1;2;1;1975;44;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;10;41;643,097885949492
5048426;1;1;1;10;2;1;2;1996;23;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;1404,07725316871
5048426;1;2;1;10;2;2;6;1996;23;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;1404,07725316871
5048426;1;3;1;10;2;1;12;2018;0;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;41;1404,07725316871
5048427;1;1;1;10;1;2;5;1937;82;1;5;3; ;3; ; ; ;1; ; ;3; ; ;1;1;2; ;3;2; ; ;2;2;10;41;433,621428029433
5048427;1;2;1;10;1;2;11;1970;48;3;4;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;433,621428029433
5048427;1;3;1;10;1;2;4;2006;13;4;6;3; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;10;41;433,621428029433
5048428;1;1;1;10;2;1;8;1950;69;1;3;3; ;3; ;1;2;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;10;41;708,622605688306
5048428;1;2;1;10;2;2;1;1956;63;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;10;41;708,622605688306
5048428;1;3;1;10;2;1;2;2005;14;4;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;1;4;8; ; ;2;8;10;41;708,622605688306
5048430;1;1;1;10;1;1;3;1972;47;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;634,710712301769
5048430;1;2;1;10;2;2;9;1977;42;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;634,710712301769
5048430;1;3;1;10;3;2;4;1997;22;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;634,710712301769
5048431;1;1;1;10;1;1;10;1946;73;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;10;41;647,236152323182
5048431;1;2;1;10;2;2;8;1952;67;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;647,236152323182
5048432;1;1;1;10;2;1;1;1978;41;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;1610,76812073437
5048432;1;2;1;10;2;2;7;1987;32;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;1610,76812073437
5048432;1;3;1;10;2;1;6;2010;9;3; ;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;10;41;1610,76812073437
5048432;1;4;1;10;2;1;2;2019;0;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;41;1610,76812073437
5048433;1;1;1;10;1;1;5;1955;64;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;836,661133513193
5048434;1;1;1;10;1;1;3;1955;64;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;433,621428029433
5048434;1;2;1;10;2;2;9;1959;60;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;433,621428029433
5048434;1;3;1;10;3;2;4;1984;35;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;433,621428029433
5048434;1;4;1;10;3;2;2;2007;12;3;6;2; ;1;3; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;10;41;433,621428029433
5048435;1;1;1;10;2;1;1;1964;55;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;10;41;917,952997667807
5048435;1;2;1;10;2;2;11;1967;51;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;917,952997667807
5048435;1;3;1;10;3;2;7;1996;23;3;3;1;1;1;2;2; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;10;41;917,952997667807
5048435;1;4;1;10;3;1;5;2015;4;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;917,952997667807
5048436;1;1;1;10;1;1;6;1973;46;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;1481,10347291803
5048436;1;2;1;10;2;2;4;1977;42;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;1481,10347291803
5048436;1;3;1;10;3;1;1;1993;26;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;1481,10347291803
5048436;1;4;1;10;2;1;9;1995;24;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;1481,10347291803
5048436;1;5;1;10;2;1;12;2000;18;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;1481,10347291803
5048436;1;6;1;10;6;1;12;2002;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;41;1481,10347291803
5048436;1;7;1;10;2;1;6;2013;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;1481,10347291803
5048437;1;1;1;10;2;1;9;1994;25;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;41;1191,57787899217
5048437;1;2;1;10;2;2;7;1995;24;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;1191,57787899217
5048437;1;3;1;10;2;2;12;2011;7;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;1; ; ;2;1;10;41;1191,57787899217
5048439;1;1;1;10;1;1;12;1989;29;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;805,808973049791
5048439;1;2;1;10;2;2;1;1991;28;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;10;41;805,808973049791
5048439;1;3;1;10;2;2;3;2012;7;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;10;41;805,808973049791
5048440;1;1;1;10;2;1;8;1952;67;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;41;647,236152323182
5048440;1;2;1;10;2;2;7;1959;60;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;41;647,236152323182
5048441;1;1;1;10;5;1;11;1972;46;1;4;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;41;1734,48571211773
5048441;1;2;1;10;5;1;4;1994;25;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;41;1734,48571211773
5048441;1;3;1;10;5;2;5;2003;16;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;10;41;1734,48571211773
5048441;1;4;1;10;5;1;5;2006;13;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;1734,48571211773
5048441;1;5;1;10;5;2;8;2000;19;3;1;1;1;2; ;1;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;1734,48571211773
5048441;1;6;1;10;5;1;7;1999;20;5;1;2; ;2; ;1;5;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;10;41;1734,48571211773
5048441;1;7;1;10;5;1;6;2017;2;4; ;1;6;1;5; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;41;1734,48571211773
5048442;1;1;1;10;1;1;7;1981;38;1;4;3; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;1191,57787899217
5048442;1;2;1;10;2;2;2;2005;14;3;1;1;1;3; ;2; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;10;41;1191,57787899217
5048442;1;3;1;10;2;2;7;2019;0;4; ;2; ;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;41;1191,57787899217
5048444;1;1;1;10;2;1;6;1950;69;1;3;3; ;3; ;1;2;1; ; ;1;5; ;2;1;2; ;3;4; ; ;2;4;10;41;647,236152323182
5048444;1;2;1;10;2;2;3;1951;68;2;3;3; ;3; ;1;1;1; ; ;1;2;80000;2;1;2; ;3;4; ; ;2;4;10;41;647,236152323182
5048445;1;1;1;10;1;2;2;1977;42;1;4;2; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;627,410689921343
5048445;1;2;1;10;1;2;4;2005;14;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;627,410689921343
5048445;1;3;1;10;1;2;3;2015;4;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;627,410689921343
5048446;1;1;1;10;1;2;12;1952;66;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;677,817874868856
5048447;1;1;1;10;2;1;4;1996;23;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;1404,07725316871
5048447;1;2;1;10;2;2;4;1997;22;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;1404,07725316871
5048447;1;3;1;10;2;1;3;2014;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;10;41;1404,07725316871
5048448;1;1;1;10;1;1;7;1989;30;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;968,520060150089
5048448;1;2;1;10;2;2;11;1992;26;2;2;2; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;10;41;968,520060150089
